版本,调仓频率,ann_return,total_return,ann_vol,sharpe,max_drawdown,calmar,win_rate,final_nav,n_periods,kelly
v10,W,0.03901076197428188,0.37225554846859676,0.04783319032883092,0.8260660287774526,-0.1254924576535391,0.31086140716108374,0.5477855477855478,1.3722555484685968,430,
v11,W,0.08102665830741129,0.9045879484774964,0.07131982862947456,1.1312424905303886,-0.1049495586061544,0.7720533500429583,0.5337995337995338,1.9045879484774964,430,"{'sharpe': 2.9299980161844217, 'cagr': 0.46001947271484545, 'max_log_growth': 4.292444187422324, 'actual_log_growth': 0.3784497731072233, 'kelly_fraction': 0.08816649828928538, 'status': 'SAFE'}"
v11,M,0.06381171901123972,0.667826939749075,0.07604914752917523,0.8536634926372942,-0.13018803205398244,0.4901504232338362,0.5268065268065268,1.667826939749075,430,"{'sharpe': 2.0936009302025194, 'cagr': 0.3504990549927718, 'max_log_growth': 2.191582427472427, 'actual_log_growth': 0.3004741945040994, 'kelly_fraction': 0.13710376152752746, 'status': 'SAFE'}"
