version,zwin,coef,cost_bp,clip_type,clip_low_base,clip_high_base,period,period_start,period_end,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,AnnRet,Vol,DownsideVol,WinRate,PayoffRatio
A_v7_14_v9_dynamic_clip,13,0.8,10,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.9949304368428132,1.3748703908674107,0.7363561597962766,-0.19769799938907073,262,0.14557613962954274,0.14631790750265486,0.10588353680211138,0.48389904264577893,1.099090009560789
A_v7_14_v9_dynamic_clip,13,0.8,15,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.8372333007089159,1.0729937160705072,0.6099026580485991,-0.2021204582448909,406,0.12327380472955984,0.14723949062367614,0.11488772290392374,0.4863138686131387,1.057165582603364
A_v7_14_v9_dynamic_clip,13,0.8,15,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.9286028355191955,1.2826088922375345,0.672249870490228,-0.2021204582448909,346,0.13587545187855343,0.14632246067026433,0.10593677675313497,0.48128807658833767,1.099733650685264
A_v7_14_v9_dynamic_clip,13,0.8,20,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.7775208372003862,0.9952350750800598,0.5544971588760368,-0.20652130480514885,410,0.11451547676182705,0.14728283961387081,0.11506374687670154,0.4863138686131387,1.046597487632872
A_v7_14_v9_dynamic_clip,13,0.8,20,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.8626321114207799,1.1906115222737603,0.6113254988375919,-0.20652130480514885,410,0.126251739680598,0.14635641081417403,0.10603940690872016,0.48128807658833767,1.0879923318264195
A_v7_14_v9_dynamic_clip,13,1.0,5,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.9560413309664588,1.2229139670480653,0.7200010938980017,-0.1920197415703333,351,0.13825442398065158,0.14461134629074107,0.11305327088084328,0.4885948905109489,1.0685848640336353
A_v7_14_v9_dynamic_clip,13,1.0,5,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,1.0671576248319814,1.4693241571370628,0.7994831411832248,-0.1920197415703333,256,0.15351654615984112,0.14385554915939575,0.10448106050264894,0.48389904264577893,1.1132106236917787
A_v7_14_v9_dynamic_clip,13,1.0,10,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.8945406179932719,1.1427049246919976,0.6587086654080098,-0.1963775807514767,354,0.1293556141328589,0.14460563503873428,0.11320123974063134,0.4885948905109489,1.0576842964907947
A_v7_14_v9_dynamic_clip,13,1.0,10,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.9991638320381063,1.3748149769418705,0.731788428807241,-0.1963775807514767,259,0.14370684127109024,0.1438271048882497,0.10452813191688586,0.48389904264577893,1.1010496674942665
A_v7_14_v9_dynamic_clip,13,1.0,15,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.8333346757619238,1.0636758729594256,0.600463936913066,-0.2007145912827002,405,0.12052187367750711,0.1446260154328909,0.11330695444109644,0.4863138686131387,1.0572934998176309
A_v7_14_v9_dynamic_clip,13,1.0,15,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.9314958637631593,1.2810722994657182,0.6674921421604023,-0.2007145912827002,346,0.13397541249813916,0.14382824198154845,0.10458068022703691,0.48128807658833767,1.1013630524392164
A_v7_14_v9_dynamic_clip,13,1.0,20,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.7724534834633463,0.9846751722833297,0.5450533548123409,-0.20503086056736075,410,0.11175275839230125,0.1446724764464138,0.11349200379772102,0.4863138686131387,1.0464375678174782
A_v7_14_v9_dynamic_clip,13,1.0,20,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.8641913929835289,1.1875296440613885,0.6063559137633321,-0.20503086056736075,410,0.12432167480900436,0.14385895973783885,0.10468932327770812,0.48128807658833767,1.0892758067593908
A_v7_14_v9_dynamic_clip,13,1.5,5,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.9729868058460441,1.2385860803643276,0.72245775469784,-0.1895052405907508,350,0.1369095306206678,0.14071057263887607,0.11053695240979629,0.48950729927007297,1.0690710068640403
A_v7_14_v9_dynamic_clip,13,1.5,5,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,1.0831100335828303,1.483468083480475,0.8005092208218495,-0.1895052405907508,176,0.15170069248695905,0.14006027807271515,0.10226084010587054,0.48476936466492604,1.113951930902209
A_v7_14_v9_dynamic_clip,13,1.5,10,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.9096771026653927,1.1564466386488048,0.6608298653199007,-0.19370286828015038,351,0.12800464035765025,0.14071436994796416,0.11068789175366639,0.4885948905109489,1.061955271069824
A_v7_14_v9_dynamic_clip,13,1.5,10,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,1.0134936687080975,1.3872084661654271,0.7326711553897456,-0.19370286828015038,257,0.14192050430512548,0.14003097274996482,0.10230654423370654,0.4830287206266319,1.1097006178067752
A_v7_14_v9_dynamic_clip,13,1.5,15,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.8466782185393039,1.0753261470262072,0.6022050432214916,-0.19788129043019398,353,0.1191651110562395,0.1407442738539136,0.1108176448473686,0.4863138686131387,1.0611416035601897
A_v7_14_v9_dynamic_clip,13,1.5,15,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.9442038274775685,1.2914261890804102,0.6681698495495205,-0.19788129043019398,262,0.13221831205540768,0.14003153578462782,0.10238162519342804,0.48128807658833767,1.1054248491993153
A_v7_14_v9_dynamic_clip,13,1.5,20,dynamic,0.5,1.2,Full Sample,2018-01-03,2026-05-29,0.7840219033771302,0.9943546433446545,0.5463778206965288,-0.20204058384960732,410,0.11039049389600275,0.14080026772275356,0.11101722573013637,0.4858576642335766,1.0519065054134413
A_v7_14_v9_dynamic_clip,13,1.5,20,dynamic,0.5,1.2,OOS 22-26,2022-01-01,2026-05-29,0.8752806731702699,1.1960244572138676,0.6067767686315617,-0.20204058384960732,410,0.12259353260069883,0.1400619668165008,0.10250085762149026,0.4804177545691906,1.096999572743247
