name,ww_freq,pbear_freq,desc,cost_bp,Sharpe,Calmar,AnnRet,MaxDD,turnover_x,n_ww_rebal,n_pbear_rebal
C1_AllWeek,W,W,双周频 (原),20,0.1891157889713497,0.14992234606518665,0.03739352874716828,-0.24941931425559116,43.9376552169863,429,429
C2_WW_M,M,W,WW 月频 + P_bear 周频,20,0.5435524448832404,0.45566560043846016,0.08685272639570596,-0.19060628301134142,61.90678572924705,100,429
C3_WW_M_BiBear,M,2W,WW 月频 + P_bear 双周,20,0.501862242727657,0.4236632240974364,0.08106990729009489,-0.19135460119958392,60.39466156349488,100,215
C4_AllMonth,M,M,全月频,20,0.5167829984084817,0.4371471376566729,0.0831391051507151,-0.19018563314032488,60.9480778360999,100,100
C5_WW_Q,Q,M,WW 季频 + P_bear 月频,20,0.3575218791274484,0.3305816939086034,0.06166669476025555,-0.18653995637551746,53.922474706620584,41,100
