name,cost_bp,desc,Sharpe,Calmar,AnnRet,MaxDD,turnover_x,n_rebals,n_bear_adjust
C1_5bp,5,5bp 现实成本,0.7412633211656178,0.7163259070148857,0.12990793049631755,-0.1813531092818872,311.9706188009366,100,1612
C2_10bp,10,10bp 保守成本,0.6935623113702152,0.6543491851262612,0.12165778033475738,-0.18592180306800976,149.34623209385998,100,1612
C3_20bp,20,20bp 最坏情况,0.5978024916772489,0.5401269008720462,0.10532092560007866,-0.1949929274584099,68.03403874032158,100,1612
