signal,method,smooth,rebal,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,AnnRet,Vol,DownsideVol,WinRate,PayoffRatio
FLOW,linear,2,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,2,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,linear,4,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,4,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,4,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,linear,8,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,8,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,8,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,1,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,1,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,1,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,2,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,2,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,2,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,4,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,4,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,4,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,risk_scalar,8,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
