zscore_window,coef,clip_name,clip_low,clip_high,Sharpe,Calmar,AnnRet,MaxDD
13,0.3,保守,0.5,1.2,0.8736860673648607,0.7056444190430338,0.13392285490596412,-0.18978801687057179
13,0.5,激进,0.1,2.0,0.880315916635656,0.684314574806085,0.13216225054104314,-0.19313084275385206
13,0.5,标准,0.3,1.5,0.880315916635656,0.684314574806085,0.13216225054104314,-0.19313084275385206
13,0.5,保守,0.5,1.2,0.8796850007714601,0.6838334547041944,0.13206933141029964,-0.19313084275385273
13,0.8,激进,0.1,2.0,0.8955808062260887,0.6712507551502249,0.12972178277735424,-0.1932538351458878
13,0.8,标准,0.3,1.5,0.892671237512478,0.6691678805989689,0.12931925928219612,-0.19325383514588756
13,0.8,保守,0.5,1.2,0.8951131160716136,0.6729575890575518,0.13005163497590266,-0.19325383514588845
13,1.0,激进,0.1,2.0,0.900658813625764,0.6633352669577401,0.1276173737363202,-0.19238743979588602
13,1.0,标准,0.3,1.5,0.9031377870152092,0.6659664675671993,0.12812358368516308,-0.19238743979588546
13,1.0,保守,0.5,1.2,0.905596023011946,0.6723257041602799,0.1292086716388572,-0.19218166260686997
13,1.5,激进,0.1,2.0,0.9138658924817671,0.65176386198863,0.12384437704302842,-0.19001418192343544
13,1.5,标准,0.3,1.5,0.926841495312595,0.6655144579125205,0.12617101232954187,-0.18958417932090454
13,1.5,保守,0.5,1.2,0.9417359009346354,0.6861087582599396,0.1305546793064729,-0.19028277621404577
26,0.3,激进,0.1,2.0,0.8943696694803085,0.7249523237069244,0.13892407977138,-0.19163202217356112
26,0.3,标准,0.3,1.5,0.8943696694803085,0.7249523237069244,0.13892407977138,-0.19163202217356112
26,0.3,保守,0.5,1.2,0.8943696694803085,0.7249523237069244,0.13892407977138,-0.19163202217356112
26,0.5,激进,0.1,2.0,0.9043002768702664,0.6976334307032164,0.13823908762824821,-0.19815433370058377
26,0.5,标准,0.3,1.5,0.9043002768702664,0.6976334307032164,0.13823908762824821,-0.19815433370058377
26,0.5,保守,0.5,1.2,0.9027154189741783,0.696486893053757,0.13801189622425736,-0.19815433370058433
26,0.8,激进,0.1,2.0,0.9220102090268518,0.6873438664665118,0.13704531212677673,-0.1993839165704605
26,0.8,标准,0.3,1.5,0.9153274016068693,0.6826333517184804,0.13610611124725147,-0.19938391657046073
26,0.8,保守,0.5,1.2,0.9104925295518763,0.6813550211985372,0.13585123270151356,-0.19938391657046062
26,1.0,激进,0.1,2.0,0.922019215520244,0.6764342758451217,0.1347011087898673,-0.19913406756565488
26,1.0,标准,0.3,1.5,0.91695711336158,0.673601800727783,0.13413706649847335,-0.19913406756565522
26,1.0,保守,0.5,1.2,0.9170002023109995,0.6778744224564947,0.13498789104248066,-0.19913406756565455
26,1.5,激进,0.1,2.0,0.9211839125932543,0.6560044953409724,0.1302291483596354,-0.19851868285132102
26,1.5,标准,0.3,1.5,0.9332396230096378,0.6675685336430272,0.13248464085832778,-0.19845848655468845
26,1.5,保守,0.5,1.2,0.9461956283113184,0.6861362824513986,0.13614126674530613,-0.19841723900521102
52,0.3,激进,0.1,2.0,0.8855543187307536,0.7479459361296317,0.13980348447922597,-0.18691656405362922
52,0.3,标准,0.3,1.5,0.8855543187307536,0.7479459361296317,0.13980348447922597,-0.18691656405362922
52,0.3,保守,0.5,1.2,0.8855543187307536,0.7479459361296317,0.13980348447922597,-0.18691656405362922
52,0.5,激进,0.1,2.0,0.9129576381228676,0.7493949512872259,0.14434379896075233,-0.192613786245577
52,0.5,标准,0.3,1.5,0.9129576381228688,0.7493949512872244,0.14434379896075256,-0.19261378624557768
52,0.5,保守,0.5,1.2,0.9123547154367936,0.7487740179603382,0.1442241986416546,-0.19261378624557723
52,0.8,激进,0.1,2.0,0.9213968660337538,0.7310269496717254,0.1445551380306931,-0.19774255668085416
52,0.8,标准,0.3,1.5,0.919756618427224,0.7297738744354964,0.14430735172976816,-0.19774255668085483
52,0.8,保守,0.5,1.2,0.9112968551151486,0.7232438400096104,0.1430160860271794,-0.19774255668085472
52,1.0,激进,0.1,2.0,0.9169890635786897,0.7147308268152975,0.1430187110058656,-0.20010150064903365
52,1.0,标准,0.3,1.5,0.91053926500058,0.7055017842261033,0.1421029839706387,-0.2014211546275788
52,1.0,保守,0.5,1.2,0.9174383168671774,0.7166737293132421,0.14340748871131925,-0.20010150064903387
52,1.5,激进,0.1,2.0,0.9049339107448391,0.6226439783730865,0.13927069883021015,-0.22367629603374972
52,1.5,标准,0.3,1.5,0.9277748964410717,0.6814258568604528,0.14321205079533406,-0.21016527235282478
52,1.5,保守,0.5,1.2,0.9347120844740162,0.7166644067232396,0.1450085384110693,-0.2023381335122849
