Strategy,Period,Start,End,AnnRet,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,Vol,DownsideVol,WinRate,PayoffRatio,N_Days
v6 全风控,2019 春燥行情,2019-01-02,2019-04-26,0.23181744531748882,2.5705814524665125,3.8109605425261357,8.376459315231356,-0.02767487271095115,13,0.09018093750542563,0.06082913814789228,0.42105263157894735,1.1677179942031084,77
v6 全风控,2020 疫情牛,2020-03-23,2021-02-10,0.6392993031053245,2.982659077681821,3.24488135170843,5.235457778626178,-0.12210953275476155,108,0.21433871134953847,0.19701777470807474,0.5707762557077626,1.3380797477234283,220
v6 全风控,2021 白马崩盘,2021-09-13,2022-04-29,0.07483430199420904,0.47170037603318293,0.747934602590266,0.6593321296859734,-0.11350015966892302,106,0.15864795916326477,0.10005460602443181,0.5167785234899329,1.0195048927265515,150
v6 全风控,2022 慢熊,2022-01-01,2022-12-31,-0.07602469401790235,-0.5106608990104631,-0.7970707978759921,-0.4818819295930122,-0.15776622726258127,136,0.14887510315596858,0.09538010201915618,0.45643153526970953,1.1039859009606379,242
v6 全风控,2023 慢熊延续,2023-01-01,2023-12-31,-0.00595066365554231,-0.0481376649019243,-0.06680529230423217,-0.06159308072480977,-0.0966125348093747,122,0.1236176218282751,0.08907473420583073,0.5186721991701245,0.9300984190347886,242
v8 prob 3state 10bp,Full Sample,2018-01-03,2026-05-29,0.07582630286610037,0.7666741376071192,0.9826023659160057,0.43699788687432073,-0.17351640624273268,512,0.09890290952393835,0.07716885842770514,0.4949817518248175,1.0022943170815093,2193
v8 prob 3state 10bp,OOS 22-26,2022-01-01,2026-05-29,0.07202923197953415,0.7106007743821993,0.9741086152679236,0.4151148213545422,-0.17351640624273268,512,0.10136385235740393,0.07394373774193844,0.49521322889469105,0.9963235359390672,1150
v8 prob 3state 10bp,2018 贸易战大跌,2018-01-22,2018-12-28,-0.09071809247939333,-1.632881576507316,-1.796166445802185,-0.9439949318727429,-0.0961001901773163,242,0.055557055566415645,0.0505065066165835,0.4057377049180328,0.9286436780249836,245
v8 prob 3state 10bp,2019 春燥行情,2019-01-02,2019-04-26,0.35241138016685114,4.161633373076473,6.474213107077505,18.374111791349126,-0.01917977773123014,19,0.08468102511066039,0.054433083115784486,0.5487804878048781,1.510944477525608,83
v8 prob 3state 10bp,2020 疫情牛,2020-03-23,2021-02-10,0.31909698913473683,3.092441845648783,4.507931369092847,5.805264211669686,-0.054966833119032055,63,0.10318609211155318,0.07078568039489702,0.5689655172413793,1.0560637878538028,233
v8 prob 3state 10bp,2021 白马崩盘,2021-09-13,2022-04-29,-0.08765901870175519,-1.1189353034189615,-1.5973442753394946,-1.2237180511702859,-0.07163334611099648,138,0.0783414540893551,0.054877974682774264,0.43902439024390244,0.8815730344656836,165
v8 prob 3state 10bp,2022 慢熊,2022-01-01,2022-12-31,0.018706647134734133,0.21671534842412446,0.3315453995600557,0.373806606081737,-0.05004365046091164,106,0.08631897680880518,0.05642258091819982,0.5019305019305019,0.8996746279381725,260
v8 prob 3state 10bp,2023 慢熊延续,2023-01-01,2023-12-31,-0.01703408818388319,-0.21457851542465384,-0.3412868793978579,-0.15133412841555577,-0.11255946270829575,109,0.07938394088603183,0.049911347936776575,0.4749034749034749,0.9384197939679831,260
v8 prob 2state 10bp,Full Sample,2018-01-03,2026-05-29,0.06984702124601361,0.756251780206176,0.9718824113935279,0.4312720160598798,-0.16195583911086808,512,0.09235948010194607,0.0718677696264344,0.4954379562043796,0.9978133502763594,2193
v8 prob 2state 10bp,OOS 22-26,2022-01-01,2026-05-29,0.06584046050493142,0.6895806825443135,0.9398553429110581,0.4065334159385253,-0.16195583911086808,512,0.09547898044649825,0.07005382370972182,0.49521322889469105,0.9928919505118735,1150
v8 prob 2state 10bp,2018 贸易战大跌,2018-01-22,2018-12-28,-0.09097284232619296,-1.6754640373693213,-1.8383838410177353,-0.9466563082871379,-0.09609912439161528,242,0.05429710235322698,0.04948522734829419,0.4057377049180328,0.9219926563818889,245
v8 prob 2state 10bp,2019 春燥行情,2019-01-02,2019-04-26,0.33643995429513396,4.202530685442116,6.540198958392054,18.49848950251087,-0.01818742845189969,19,0.0800565134385782,0.05144185313558866,0.5487804878048781,1.5219122523096895,83
v8 prob 2state 10bp,2020 疫情牛,2020-03-23,2021-02-10,0.2904050767758819,3.04823704390474,4.370052659302556,5.629199975236071,-0.05158904960801347,62,0.0952698469945362,0.06645345020218348,0.5732758620689655,1.029068494844898,233
v8 prob 2state 10bp,2021 白马崩盘,2021-09-13,2022-04-29,-0.08387503019102405,-1.1499110802652373,-1.639745566600963,-1.229852611013689,-0.06819925366657653,164,0.07294044872728553,0.051151246815009856,0.43902439024390244,0.8765714022863969,165
v8 prob 2state 10bp,2022 慢熊,2022-01-01,2022-12-31,0.01631753207785369,0.20267968203161163,0.3118756542229446,0.3464831486657938,-0.047094735027339074,106,0.08050896821176516,0.05232063438394934,0.5057915057915058,0.8823334058388802,260
v8 prob 2state 10bp,2023 慢熊延续,2023-01-01,2023-12-31,-0.016397029011296582,-0.2200451416913456,-0.34786830088123577,-0.15621816609865016,-0.10496237038746203,109,0.07451666001468225,0.04713573777708082,0.47104247104247104,0.9527657670325078,260
v8 method_b (有未来),Full Sample,2018-01-03,2026-05-29,0.12261450565433796,1.2058196032502286,1.5649612488696147,1.051597404842162,-0.11659833420066457,408,0.10168561310816018,0.07834986696501495,0.4648722627737226,1.0812184577968165,2193
v8 method_b (有未来),OOS 22-26,2022-01-01,2026-05-29,0.10945003585227187,1.0529825303580809,1.5086376168501217,0.9386929633480822,-0.11659833420066457,408,0.10394287910460576,0.07254892402908006,0.48389904264577893,1.1114772088747527,1150
v8 method_b (有未来),2018 贸易战大跌,2018-01-22,2018-12-28,-0.056327285840099495,-1.4997716542202473,-0.9357497140099024,-0.7847627863113709,-0.07177619380355083,242,0.037557241251758994,0.06019482025671602,0.19262295081967212,0.7188817570925062,245
v8 method_b (有未来),2019 春燥行情,2019-01-02,2019-04-26,0.27764242267538775,4.803567269012124,9.482674566262135,34.00175402919175,-0.008165532355684402,5,0.057799216108924446,0.0292789150081345,0.4268292682926829,1.6366440572692065,83
v8 method_b (有未来),2020 疫情牛,2020-03-23,2021-02-10,0.38296315395757063,3.394016615020535,5.409343795638191,6.439808349313832,-0.05946809799058317,76,0.11283479057313146,0.07079660092345617,0.5689655172413793,1.1038757093824112,233
v8 method_b (有未来),2021 白马崩盘,2021-09-13,2022-04-29,0.02988173114396875,0.3092745361193428,0.38537431566682445,0.5719580329924979,-0.05224462184336642,98,0.09661878898571201,0.07753949842833588,0.4695121951219512,0.9962638380652967,165
v8 method_b (有未来),2022 慢熊,2022-01-01,2022-12-31,0.049910889331069574,0.6079456693841024,0.7928034860714045,0.7820508363863451,-0.0638205178089124,212,0.08209761471223785,0.06295493171756097,0.4826254826254826,1.0490187096952537,260
v8 method_b (有未来),2023 慢熊延续,2023-01-01,2023-12-31,0.005325183973161174,0.07175460485236243,0.11434435147567006,0.06647695904314309,-0.08010570955427077,109,0.07421382898167893,0.04657146509151574,0.4555984555984556,1.0288192282571047,260
v8 per-asset 5bp,Full Sample,2018-01-03,2026-05-29,0.15336683787080507,0.9425299786676246,1.239082160639352,0.7086514709078097,-0.21642068656731395,438,0.16271825972857318,0.12377455082693592,0.4904197080291971,1.0522059511915165,2193
v8 per-asset 5bp,OOS 22-26,2022-01-01,2026-05-29,0.15700978675586108,1.0243962141136533,1.4602316443857755,0.8928123906312307,-0.17585977569694455,262,0.15327056522920865,0.10752389003451907,0.4856396866840731,1.08946071093793,1150
v8 per-asset 5bp,2018 贸易战大跌,2018-01-22,2018-12-28,-0.13023473499267357,-1.4359752331958535,-1.9138176582666677,-0.9670146650569824,-0.13467710439013802,242,0.09069427660171266,0.06804970914032966,0.4139344262295082,0.963533322398692,245
v8 per-asset 5bp,2019 春燥行情,2019-01-02,2019-04-26,0.9500937118648607,5.058798575492447,8.992522698651507,25.082234656409483,-0.03787914932141323,12,0.1878101485336119,0.1056537463071774,0.5121951219512195,1.717887329897202,83
v8 per-asset 5bp,2020 疫情牛,2020-03-23,2021-02-10,0.5766219689503687,3.055546092645011,4.4666976863131245,6.678363719268458,-0.08634180364970168,84,0.1887132288196707,0.12909357414477732,0.5603448275862069,1.044018936262098,233
v8 per-asset 5bp,2021 白马崩盘,2021-09-13,2022-04-29,-0.2316333010711048,-1.6285767362733288,-2.221650247727768,-1.2978145486364574,-0.17847950719497574,164,0.14223051079628654,0.10426182127812955,0.45121951219512196,0.741206781482334,165
v8 per-asset 5bp,2022 慢熊,2022-01-01,2022-12-31,0.010851278065611591,0.07419370802104663,0.11908099197497576,0.08578193265309224,-0.12649840974666393,129,0.14625604185375657,0.0911251903905195,0.444015444015444,1.1329512718420423,260
v8 per-asset 5bp,2023 慢熊延续,2023-01-01,2023-12-31,0.09215503416424897,0.7519818447114264,1.3090035961836526,1.0410496622385847,-0.08852126609030986,121,0.12254954665775679,0.07040090220754418,0.4517374517374517,1.215986290270378,260
v9 银河方案-动态仓位,Full Sample,2018-01-03,2026-05-29,0.09872340676564151,0.8346253901969304,1.1267014285142813,0.5711325916207652,-0.17285549487813912,526,0.11828469146181578,0.0876216220794382,0.4885948905109489,1.0805646239747035,2193
v9 银河方案-动态仓位,OOS 22-26,2022-01-01,2026-05-29,0.09813037884226627,0.9160185484190954,1.416180628744066,0.7876785934565849,-0.12458175156397089,166,0.10712706528882407,0.06929227589371337,0.4830287206266319,1.129368326891399,1150
v9 银河方案-动态仓位,2018 贸易战大跌,2018-01-22,2018-12-28,-0.13617783700385377,-1.3632944359662844,-1.8113413242703773,-0.9403684106826597,-0.14481328323757237,242,0.09988879394738583,0.07518066041954147,0.4139344262295082,0.9817617390276989,245
v9 银河方案-动态仓位,2019 春燥行情,2019-01-02,2019-04-26,0.48647767620478466,4.649446834186617,8.550986241229099,22.485138402965504,-0.021635520648635387,15,0.10463130207830196,0.05689141140927148,0.4878048780487805,1.8073593652148299,83
v9 银河方案-动态仓位,2020 疫情牛,2020-03-23,2021-02-10,0.5624795672518603,3.5468811436179237,5.407078891426967,9.10917779305659,-0.061748664921284835,47,0.15858427290803281,0.10402651386198249,0.5732758620689655,1.0629613489778984,233
v9 银河方案-动态仓位,2021 白马崩盘,2021-09-13,2022-04-29,-0.12106039716436001,-1.5297251273312131,-1.839255700873676,-1.0456694392535248,-0.11577310440552013,99,0.07913866027393054,0.06582031911433216,0.40853658536585363,0.9238071519655833,165
v9 银河方案-动态仓位,2022 慢熊,2022-01-01,2022-12-31,-0.08422218202468923,-0.6942239308818109,-1.0718149574733549,-0.6760394758251764,-0.12458175156397089,161,0.12131846552409867,0.07857903217102936,0.43243243243243246,1.0735287650253713,260
v9 银河方案-动态仓位,2023 慢熊延续,2023-01-01,2023-12-31,0.11439955893382492,1.3775598184099669,2.0451293558117847,2.573052794800189,-0.044460634140508826,108,0.08304507536077042,0.05593756630050213,0.5173745173745173,1.039193816123753,260
v9 银河因子配置,Full Sample,2018-01-03,2026-05-29,0.09572601252677049,0.6561588524999981,0.8683644753900858,0.37181199241273505,-0.2574581091524033,831,0.14588847222292223,0.1102371357185801,0.48905109489051096,1.0452707064450069,2193
v9 银河因子配置,OOS 22-26,2022-01-01,2026-05-29,0.09184622345147431,0.5926376612815941,0.7995422724964526,0.4257104072652809,-0.21574812803258636,713,0.15497871541416133,0.11487350526783036,0.48389904264577893,1.0696556145705782,1150
v9 银河因子配置,2018 贸易战大跌,2018-01-22,2018-12-28,-0.13617783700385377,-1.3632944359662844,-1.8113413242703773,-0.9403684106826597,-0.14481328323757237,242,0.09988879394738583,0.07518066041954147,0.4139344262295082,0.9817617390276989,245
v9 银河因子配置,2019 春燥行情,2019-01-02,2019-04-26,0.48647767620478466,4.649446834186617,8.550986241229099,22.485138402965504,-0.021635520648635387,15,0.10463130207830196,0.05689141140927148,0.4878048780487805,1.8073593652148299,83
v9 银河因子配置,2020 疫情牛,2020-03-23,2021-02-10,0.5624795672518603,3.5468811436179237,5.407078891426967,9.10917779305659,-0.061748664921284835,47,0.15858427290803281,0.10402651386198249,0.5732758620689655,1.0629613489778984,233
v9 银河因子配置,2021 白马崩盘,2021-09-13,2022-04-29,-0.2644615899811795,-1.4712819942233157,-1.9855559464327432,-1.115347325795695,-0.23711142158565823,117,0.17974908346566684,0.13319271635549335,0.40853658536585363,0.9662759405993808,165
v9 银河因子配置,2022 慢熊,2022-01-01,2022-12-31,-0.17806548403197997,-0.98975853024471,-1.4633540078578717,-0.8253396479300398,-0.21574812803258636,259,0.17990800643865598,0.12168312183915143,0.43243243243243246,1.015311587426566,260
v9 银河因子配置,2023 慢熊延续,2023-01-01,2023-12-31,0.12444230143596813,1.2633701703359967,2.0354956823390524,1.605574981093818,-0.07750637802738447,108,0.09850026885063494,0.061136116630307734,0.5173745173745173,1.0134690188627113,260
v9 等权基准,Full Sample,2018-01-03,2026-05-29,0.08463624702586947,0.556136982385279,0.755984665636329,0.3224573999749953,-0.26247264609970966,859,0.15218597163393716,0.11195497855056262,0.4762773722627737,1.0608709464169135,2193
v9 等权基准,OOS 22-26,2022-01-01,2026-05-29,0.06401083662382723,0.38360622596406874,0.5434899088478601,0.26286907612138766,-0.24350843228995223,720,0.16686600031831322,0.11777741514929559,0.45691906005221933,1.1154461572465388,1150
v9 等权基准,2018 贸易战大跌,2018-01-22,2018-12-28,-0.13617783700385377,-1.3632944359662844,-1.8113413242703773,-0.9403684106826597,-0.14481328323757237,242,0.09988879394738583,0.07518066041954147,0.4139344262295082,0.9817617390276989,245
v9 等权基准,2019 春燥行情,2019-01-02,2019-04-26,0.48647767620478466,4.649446834186617,8.550986241229099,22.485138402965504,-0.021635520648635387,15,0.10463130207830196,0.05689141140927148,0.4878048780487805,1.8073593652148299,83
v9 等权基准,2020 疫情牛,2020-03-23,2021-02-10,0.5624795672518603,3.5468811436179237,5.407078891426967,9.10917779305659,-0.061748664921284835,47,0.15858427290803281,0.10402651386198249,0.5732758620689655,1.0629613489778984,233
v9 等权基准,2021 白马崩盘,2021-09-13,2022-04-29,-0.2524304051141163,-1.4146959743112977,-1.8420381573073121,-1.1292529693931992,-0.22353751724005566,99,0.17843438427610178,0.13703864065612983,0.4451219512195122,0.7828524903548086,165
v9 等权基准,2022 慢熊,2022-01-01,2022-12-31,-0.14765913048054857,-0.797226631294594,-1.178942646667493,-0.6762062418577923,-0.2183640453759692,259,0.1852160034352704,0.1252470855116959,0.42084942084942084,1.0673520633969604,260
v9 等权基准,2023 慢熊延续,2023-01-01,2023-12-31,-0.005319584720672843,-0.04543478417810234,-0.07575663198917526,-0.04691407288908534,-0.11338995727890544,109,0.11708176492751252,0.07021939308802627,0.46332046332046334,1.018801484503663,260
⭐ v8+v9 macro 5bp (NEW),Full Sample,2018-01-03,2026-05-29,0.13477536228370957,0.9477090089250603,1.2027481528152701,0.7459648169826483,-0.18067254542762778,320,0.14221175594455795,0.11205617898330682,0.48905109489051096,1.0680396686707225,2193
⭐ v8+v9 macro 5bp (NEW),OOS 22-26,2022-01-01,2026-05-29,0.1621160665138126,1.1646359884029458,1.6188455546262641,0.9375577591552225,-0.17291315114269412,227,0.1391989154792656,0.10014300996813723,0.48476936466492604,1.1298748639797254,1150
⭐ v8+v9 macro 5bp (NEW),2018 贸易战大跌,2018-01-22,2018-12-28,-0.13054582635964496,-1.547880928145797,-1.9015365670940798,-0.9710743528543491,-0.1344344292235936,242,0.08433841646723143,0.06865280879617505,0.4098360655737705,0.9413358368011191,245
⭐ v8+v9 macro 5bp (NEW),2019 春燥行情,2019-01-02,2019-04-26,0.5489699684865459,4.680573645590555,7.41112245808365,19.88846326638417,-0.02760243268339513,12,0.1172868990115594,0.07407379537869588,0.5121951219512195,1.74061573150193,83
⭐ v8+v9 macro 5bp (NEW),2020 疫情牛,2020-03-23,2021-02-10,0.45488398735003677,3.0861172424213312,4.6377672103619165,7.933551663198769,-0.057336739793363845,46,0.1473968587768688,0.09808253987688595,0.5603448275862069,1.078399850327536,233
⭐ v8+v9 macro 5bp (NEW),2021 白马崩盘,2021-09-13,2022-04-29,-0.1687123853176301,-1.5543552579450923,-2.3029532131787906,-1.3562447279759786,-0.12439671236135363,164,0.10854171493630956,0.07325914584463251,0.45121951219512196,0.7583521073522026,165
⭐ v8+v9 macro 5bp (NEW),2022 慢熊,2022-01-01,2022-12-31,0.053112715288182066,0.4723521979608917,0.8280247007522196,0.7616797072275256,-0.06973103626655563,107,0.11244303618669628,0.06414387788182138,0.444015444015444,1.2125452163900128,260
⭐ v8+v9 macro 5bp (NEW),2023 慢熊延续,2023-01-01,2023-12-31,0.09425499390300152,0.8596149907569423,1.4832804393688133,1.115581998064516,-0.0844895257063395,128,0.10964791786611862,0.06354495845917732,0.44787644787644787,1.2664026875940835,260
v8+v9 macro 10bp (NEW),Full Sample,2018-01-03,2026-05-29,0.12486974268673956,0.8782088523005485,1.113231148157951,0.6903503484729508,-0.180878800109177,514,0.14218684127315712,0.11216874670939622,0.48905109489051096,1.0554711668046697,2193
v8+v9 macro 10bp (NEW),OOS 22-26,2022-01-01,2026-05-29,0.15101465417430604,1.085103463958908,1.5076175546267199,0.8473427497860034,-0.1782214507794453,228,0.13917074195242346,0.10016774725848604,0.48476936466492604,1.1153370715736508,1150
v8+v9 macro 10bp (NEW),2018 贸易战大跌,2018-01-22,2018-12-28,-0.13319661650313108,-1.579653072429166,-1.9405283239701554,-0.9732172080152036,-0.13686216746493274,242,0.08432017056650508,0.0686393570543831,0.4098360655737705,0.9348815378927632,245
v8+v9 macro 10bp (NEW),2019 春燥行情,2019-01-02,2019-04-26,0.5371010924970763,4.595564165114862,7.24578463772669,19.38249590289579,-0.02771062587542361,12,0.11687380987392913,0.07412600834153245,0.5121951219512195,1.718720104109188,83
v8+v9 macro 10bp (NEW),2020 疫情牛,2020-03-23,2021-02-10,0.4404576509945566,2.988845042120469,4.488345050506415,7.621341707715089,-0.05779266537133232,46,0.14736717520894596,0.09813364303282793,0.5603448275862069,1.0659378392980112,233
v8+v9 macro 10bp (NEW),2021 白马崩盘,2021-09-13,2022-04-29,-0.17565102118015807,-1.6179573874819015,-2.4006889187107148,-1.359948888115876,-0.12916001675880007,164,0.10856344087870665,0.07316692296580063,0.45121951219512196,0.7487240383111577,165
v8+v9 macro 10bp (NEW),2022 慢熊,2022-01-01,2022-12-31,0.043825412110066964,0.3900015233803195,0.6781962562417383,0.6106153615963202,-0.0717725345060023,107,0.11237241262601311,0.0646205456115725,0.444015444015444,1.1953702036106253,260
v8+v9 macro 10bp (NEW),2023 慢熊延续,2023-01-01,2023-12-31,0.0834409401593994,0.7612724021766677,1.3149741021327304,0.9367319857874671,-0.08907664243925062,128,0.1096072048859527,0.06345443611708261,0.44787644787644787,1.2464124259250495,260
沪深300 (benchmark),Full Sample,2018-01-03,2026-05-29,0.020189140044322818,0.10883735579098637,0.14942579289642652,0.04427188575933595,-0.45602620484864664,1382,0.18549825928419725,0.1351114801064953,0.4666970802919708,1.0262184677739898,2193
沪深300 (benchmark),OOS 22-26,2022-01-01,2026-05-29,-0.0011459991847724282,-0.006698530426401916,-0.009595229048642035,-0.0032048316043695097,-0.3575848363483304,1133,0.17108217949649537,0.11943427081968573,0.4525674499564839,1.059639993740689,1150
沪深300 (benchmark),2018 贸易战大跌,2018-01-22,2018-12-28,-0.31401385227688317,-1.4823344426523593,-2.165318711278513,-0.985068521869737,-0.3187736135155962,242,0.21183738516863598,0.14501969185472635,0.4139344262295082,0.945255670593448,245
沪深300 (benchmark),2019 春燥行情,2019-01-02,2019-04-26,1.2914720725192663,5.519645075060071,8.959777889249352,23.004283416136353,-0.05614050432074591,8,0.23397737625461562,0.1441410812280153,0.5121951219512195,1.6059291980829793,83
沪深300 (benchmark),2020 疫情牛,2020-03-23,2021-02-10,0.7172385449652086,3.7086863364273754,5.461344779445821,10.02022286820076,-0.07157910102392728,82,0.19339423178508364,0.1313300247339427,0.5560344827586207,1.1640104263010755,233
沪深300 (benchmark),2021 白马崩盘,2021-09-13,2022-04-29,-0.2840089416321402,-1.4895626956495147,-1.9572381214570387,-1.1109225782080332,-0.25565142630394555,99,0.19066598704547968,0.14510699465669188,0.4268292682926829,0.8402451035199002,165
沪深300 (benchmark),2022 慢熊,2022-01-01,2022-12-31,-0.20761933990213166,-1.0527379448129424,-1.5387878234971502,-0.7246120169593756,-0.28652483679934826,258,0.19721844446200035,0.1349239555524181,0.42857142857142855,0.9707301272400555,260
沪深300 (benchmark),2023 慢熊延续,2023-01-01,2023-12-31,-0.11450386634144372,-0.8779621802186696,-1.5153961038327246,-0.5322499071014265,-0.215131773277367,239,0.13042004419020056,0.07556035418848028,0.4092664092664093,1.1025392108976888,260
