Strategy,Period,Start,End,AnnRet,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,Vol,DownsideVol,WinRate,PayoffRatio,N_Days
v4 style,2022 慢熊,2022-01-01,2022-12-31,-0.20426563465635983,-1.0382873923095972,-1.2560506449093884,-0.9054284318918117,-0.22560108282613245,241,0.1967332322142382,0.16262531728654586,0.46473029045643155,0.9153916109648152,242
v4 style,2023 慢熊延续,2023-01-01,2023-12-31,-0.13927226363612466,-1.195636447022592,-1.7507945395940752,-0.6701100533627632,-0.20783491150032007,170,0.11648378901709164,0.07954803404196999,0.44813278008298757,0.9636925005614404,242
v4 factor,Full Sample,2018-01-03,2026-05-29,0.019832193628438466,0.0951641765192138,0.12342611125711656,0.048897632827567,-0.4055859656514431,1138,0.2083997818699594,0.16068069735361587,0.47862407862407863,1.0525331199156251,2036
v4 factor,OOS 22-26,2022-01-01,2026-05-29,-0.036722347529121624,-0.18149254319786282,-0.23033230592110712,-0.0965376146134149,-0.3803941880703843,1063,0.20233529643742437,0.15943203183013188,0.4891815616180621,0.994091531517631,1064
v4 factor,2018 贸易战大跌,2018-01-22,2018-12-28,-0.3975560575192999,-1.7531940412916065,-2.435321166685526,-1.049603199303358,-0.3787679551502563,198,0.22676101341664034,0.16324584328249978,0.35526315789473684,0.9943097608750895,229
v4 factor,2019 春燥行情,2019-01-02,2019-04-26,1.0156593053341951,3.877966307073348,6.944204278563617,13.189766886669018,-0.07700358270628183,17,0.2619051391657656,0.1462599982073512,0.5,1.6014731756445302,77
v4 factor,2020 疫情牛,2020-03-23,2021-02-10,0.5876818634459531,2.866407088146201,4.527484523923483,8.319180691448313,-0.07064179577804575,39,0.2050238662457488,0.12980317444280795,0.5114155251141552,1.3979592232631421,220
v4 factor,2021 白马崩盘,2021-09-13,2022-04-29,-0.2929307586088674,-1.077686126608584,-1.3160126203392541,-1.3899948503416288,-0.21074233371215134,149,0.27181453985188025,0.2225896272433565,0.4697986577181208,0.8792916266970416,150
v4 factor,2022 慢熊,2022-01-01,2022-12-31,-0.24524494497662264,-1.0343651840881398,-1.301269392251507,-0.9297131267869011,-0.26378561075521423,241,0.23709706083429521,0.18846592906660953,0.44398340248962653,1.0197508196430027,242
v4 factor,2023 慢熊延续,2023-01-01,2023-12-31,0.05564594956744129,0.33869044105573426,0.5010354734907486,0.36550956880990193,-0.15224211434087576,176,0.1642973725328265,0.1110618958369397,0.46473029045643155,1.1950639422747873,242
v5 量价,Full Sample,2018-01-03,2026-05-29,0.16227240643636787,0.9518748586140482,1.2721556063726802,0.8362119065156416,-0.19405656051051756,371,0.17047661776952514,0.12755704225449122,0.4697788697788698,1.023708578067226,2036
v5 量价,OOS 22-26,2022-01-01,2026-05-29,0.11901472820202974,0.6552487182271818,0.9639386502905442,0.6132991736477743,-0.19405656051051756,371,0.18163290501968757,0.12346711916381514,0.5296331138287864,1.0040079811681093,1064
v5 量价,2018 贸易战大跌,2018-01-22,2018-12-28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,229
