ablation,oos_calmar,oos_ann,oos_dd,oos_sharpe,full_calmar
v6.2_orth_IC36,0.9007152781283738,0.15353137948664752,-0.17045495198624305,0.9562346099081113,0.5745300858851826
v6.1_IC12_no_orth,0.7477888659512415,0.11501460321287782,-0.15380625260657088,0.7025560158136459,0.40930155752259334
v6.2_no_orth_IC12,0.7477888659512415,0.11501460321287782,-0.15380625260657088,0.7025560158136459,0.40930155752259334
v6.1_baseline_eq,0.590252116098686,0.10706093612506762,-0.18138170657090502,0.6081939617943174,0.8433380901080898
v6.2_orth_IC12,0.4214936185721344,0.09883912160866659,-0.23449731443977073,0.5918281996082676,0.49742297236770483
v6.2_orth_IC24,0.3092523977362727,0.07810402941197436,-0.2525575548765209,0.47709191447438354,0.30594567559563773
