ablation,oos_calmar,oos_ann,oos_dd,oos_sharpe,full_calmar
v6.2_ir_full,0.9551198641299479,0.14561951778383775,-0.1524620346122606,0.7713281840616533,0.24147006218631106
v6.1_IC12,0.7477888659512415,0.11501460321287782,-0.15380625260657088,0.7025560158136459,0.40930155752259334
v6.2_no_orth,0.7477888659512415,0.11501460321287782,-0.15380625260657088,0.7025560158136459,0.40930155752259334
v6.1_eq,0.590252116098686,0.10706093612506762,-0.18138170657090502,0.6081939617943174,0.8433380901080898
v6.2_QR_eq,0.49475241204680925,0.13116188730421152,-0.265106109865316,0.6017106370885242,0.20925079068200161
v6.2_QR,0.45107049744650474,0.15456176008263856,-0.34265544068523124,0.6230080493097704,0.19482445726159556
HS300,0.06301271898641551,0.021973807496028508,-0.34872019251804853,0.11430353222240815,0.10270413051087414
