version,alpha,threshold,cost_bp,sharpe,calmar,ann_ret,ann_vol,max_dd
v8_optimized,0.7,0.02,10.0,0.5594254516010422,0.4123488102425529,0.08498925405730118,0.15192239433166121,-0.20611009889250942
