version,zwin,coef,cost_bp,clip_type,period,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,AnnRet,Vol,DownsideVol,WinRate,PayoffRatio
A+_v7_10_v9_dynamic_clip,8,1.0,20,dynamic,Full Sample,0.9551756763582123,1.2660139911560717,0.7661904122936875,-0.1993252192683299,448,0.15272107193173134,0.1598879407335929,0.12063142508581029,0.5115479115479116,1.1308949322744228
A+_v7_10_v9_dynamic_clip,8,1.0,20,dynamic,OOS 22-26,0.992894321742231,1.4742705479612335,0.9315640113968854,-0.16575208838267086,347,0.15440868035117195,0.15551371074439335,0.10473564744592061,0.5014111006585137,1.1954998992471777
A+_v7_10_v9_dynamic_clip,8,1.5,5,dynamic,Full Sample,1.1379485859200658,1.4993291558886728,0.970497743804034,-0.1828081135852635,407,0.1774148617835698,0.15590762533451766,0.11832949495230326,0.5194103194103195,1.1306002108369015
A+_v7_10_v9_dynamic_clip,8,1.5,5,dynamic,OOS 22-26,1.2228157422039492,1.812812807019009,1.2563496685375826,-0.1475534955157961,303,0.18537878518283213,0.1515999334852474,0.10226030203729042,0.510818438381938,1.196691580325674
A+_v7_10_v9_dynamic_clip,8,1.5,10,dynamic,Full Sample,1.0711424901245914,1.4118920638700363,0.9117387791587865,-0.18311901313608958,424,0.1669567054774601,0.15586787660532475,0.11825033212512509,0.5164619164619164,1.1318242667715601
A+_v7_10_v9_dynamic_clip,8,1.5,10,dynamic,OOS 22-26,1.147735427596361,1.7028063630922645,1.137214315881615,-0.1529598155845706,330,0.17394809203738548,0.15155765680395122,0.10215377144909125,0.5079962370649106,1.195919510385753
A+_v7_10_v9_dynamic_clip,8,1.5,15,dynamic,Full Sample,1.0046893628676306,1.3240600752172917,0.850050359526819,-0.1842081287842643,425,0.15658618610082642,0.1558553239320569,0.11826214613043824,0.5154791154791155,1.1240464774478611
A+_v7_10_v9_dynamic_clip,8,1.5,15,dynamic,OOS 22-26,1.0730826149718722,1.5924647484512149,1.0270781283510213,-0.15833435056423606,330,0.16262174843119004,0.15154634523219138,0.10211952797658551,0.5079962370649106,1.1816692597723217
A+_v7_10_v9_dynamic_clip,8,1.5,20,dynamic,Full Sample,0.9386195956571066,1.2377527041597183,0.7594047772434062,-0.19265432118339976,427,0.14630261186325932,0.15586997388525234,0.11820019570272786,0.5120393120393121,1.1273793038822864
A+_v7_10_v9_dynamic_clip,8,1.5,20,dynamic,OOS 22-26,0.9988971687959162,1.4840746526734874,0.921669259623736,-0.16426592554915986,346,0.1513988539823019,0.15156600570286938,0.10201565919178279,0.5023518344308561,1.1941792980212282
A+_v7_10_v9_dynamic_clip,13,0.8,5,dynamic,Full Sample,1.199133562128627,1.6163764709818114,1.0726862737436473,-0.18155653872707134,425,0.19475320700093635,0.1624116054722233,0.12048752904862585,0.5194103194103195,1.1368006284181371
A+_v7_10_v9_dynamic_clip,13,0.8,5,dynamic,OOS 22-26,1.2528094001945551,1.9085134197624778,1.3304279079769197,-0.14924067521273676,329,0.1985539593083443,0.15848696479888308,0.10403592516161356,0.510818438381938,1.197068788939838
A+_v7_10_v9_dynamic_clip,13,0.8,10,dynamic,Full Sample,1.13575150118375,1.5300985735130666,0.9678745189978222,-0.19052943189208527,428,0.18440858224748036,0.1623670160728631,0.12052072032462788,0.518918918918919,1.127844764876312
A+_v7_10_v9_dynamic_clip,13,0.8,10,dynamic,OOS 22-26,1.1813203565420498,1.7992353163360317,1.2062807839618233,-0.15515310919455993,330,0.18715821419332812,0.1584313799020411,0.10402097629700693,0.510818438381938,1.1839686100538152
A+_v7_10_v9_dynamic_clip,13,0.8,15,dynamic,Full Sample,1.0726717104039885,1.4447733045214632,0.8733208537905756,-0.19940893358909395,569,0.1741479801354957,0.16234974638224428,0.12053654340822478,0.5174447174447174,1.1233434369168822
A+_v7_10_v9_dynamic_clip,13,0.8,15,dynamic,OOS 22-26,1.110204478673963,1.6907800809779197,1.0921399263049991,-0.1610274767061174,347,0.17586453654289902,0.1584073383967546,0.10401384456882283,0.5089369708372531,1.179801610879714
