config,cost_bp,Sharpe,Calmar,AnnRet,MaxDD
"zwin=4_coef=1.5_clip=[0.5,1.2]",5,1.0143366215009744,0.8119229435507812,0.14039215465441734,-0.17291315114269412
"zwin=4_coef=1.5_clip=[0.5,1.2]",10,0.9348241317610814,0.7258998984687736,0.12937093302575686,-0.1782214507794453
"zwin=4_coef=1.5_clip=[0.5,1.2]",15,0.855825914266916,0.6455131482173654,0.11845087483670458,-0.1834987794808144
"zwin=4_coef=1.5_clip=[0.5,1.2]",20,0.7773900389004712,0.5702451854961061,0.1076310990878393,-0.18874530083792218
