date,w_target,w_adj,turnover,cost,port_ret,alert_level,width_z,stress
2025-03-04,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.011985755281180802
2025-03-05,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.0036104882648937704
2025-03-06,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.007041565737896451
2025-03-07,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",1.0,0.001,-0.002605523710265789,red,0.0,0.9971819614551712
2025-03-10,"{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.004179728317659337,green,0.0,0.0023894324368905983
2025-03-11,"{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.8,0.0008,-0.016293045883811887,red,0.0,0.9997902759111458
2025-03-12,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.00044858947763204426,green,0.0,0.3018989481221067
2025-03-13,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.005380939965373099,green,0.0,0.004651734459541609
2025-03-14,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.8,0.0008,0.017905080726496526,red,1.483218838595607,0.9980679810096345
2025-03-17,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,-3.484968215601732e-05,green,-0.6707524519405859,0.0024797923342747222
2025-03-18,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.0058256055790019984,green,-0.6501534889826693,0.003004044085325678
2025-03-19,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.0029163196559970133,green,-0.6133748169455966,0.006723727787628666
2025-03-20,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.002686293250292944,green,1.0302044380869835,0.7840684582679293
2025-03-21,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,-0.009225640667398144,green,0.35524490632822947,0.523163835256086
2025-03-24,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.006869878239678346,green,-0.6257859876453806,0.010313489304441313
2025-03-25,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.002237901216761191,green,-0.6335827560972813,0.0035590555279722234
