date,turnover,cost,port_ret,alert_level,applied_scale,is_month_end,is_monday,days_since_month_end
2024-08-02,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-05,0.0,0.0,0.0,green,1.0,False,True,-1
2024-08-06,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-07,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-08,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-09,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-12,0.0,0.0,0.0,green,1.0,False,True,-1
2024-08-13,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-14,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-15,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-16,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-19,0.0,0.0,0.0,green,1.0,False,True,-1
2024-08-20,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-21,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-22,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-23,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-26,0.0,0.0,0.0,green,1.0,False,True,-1
2024-08-27,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-28,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-29,0.0,0.0,0.0,green,1.0,False,False,-1
2024-08-30,1.0,0.001,0.007107320540156392,green,1.0,True,False,0
2024-09-02,0.0,0.0,0.008468595624558928,green,1.0,False,True,3
2024-09-03,0.0,0.0,0.0013995801259623075,green,1.0,False,False,4
2024-09-04,0.0,0.0,-0.052410901467505155,green,1.0,False,False,5
2024-09-05,0.0,0.0,0.002949852507374562,green,1.0,False,False,6
2024-09-06,0.0,0.0,0.008823529411764675,green,1.0,False,False,7
2024-09-09,0.0,0.0,-0.005830903790087438,green,1.0,False,True,10
2024-09-10,0.0,0.0,0.0029325513196480912,green,1.0,False,False,11
2024-09-11,0.0,0.0,0.006578947368421018,green,1.0,False,False,12
2024-09-12,0.0,0.0,0.031953522149600566,green,1.0,False,False,13
2024-09-13,0.0,0.0,0.009852216748768461,green,1.0,False,False,14
2024-09-18,0.0,0.0,-0.0076655052264809065,green,1.0,False,False,19
2024-09-19,0.0,0.0,0.011235955056179803,green,1.0,False,False,20
2024-09-20,0.0,0.0,0.002083333333333437,green,1.0,False,False,21
2024-09-23,0.0,0.0,0.004158004158004269,green,1.0,False,True,24
2024-09-24,0.0,0.0,-0.00552104899930983,green,1.0,False,False,25
2024-09-25,0.0,0.0,-0.007633587786259666,green,1.0,False,False,26
2024-09-26,0.0,0.0,0.010489510489510634,green,1.0,False,False,27
2024-09-27,0.0,0.0,-0.02145328719723194,green,1.0,False,False,28
2024-09-30,2.0,0.002,-0.0001751927119831853,green,1.0,True,True,0
2024-10-08,0.0,0.0,0.0012265638689330505,green,1.0,False,False,8
2024-10-09,0.0,0.0,-0.012950647532376736,green,1.0,False,False,9
2024-10-10,0.0,0.0,0.006382978723404431,green,1.0,False,False,10
2024-10-11,0.0,0.0,0.0110993657505285,green,1.0,False,False,11
2024-10-14,0.0,0.0,0.010454783063251538,green,1.0,False,True,14
2024-10-15,0.0,0.0,0.0,green,1.0,False,False,15
2024-10-16,0.0,0.0,0.014657699603379815,green,1.0,False,False,16
2024-10-17,0.0,0.0,0.0035690006798096974,green,1.0,False,False,17
2024-10-18,0.0,0.0,0.006773920406435208,green,1.0,False,False,18
2024-10-21,0.0,0.0,0.01261564339781307,green,1.0,False,True,21
2024-10-22,0.0,0.0,-0.00033222591362125353,green,1.0,False,False,22
2024-10-23,0.0,0.0,0.006314390162844852,green,1.0,False,False,23
2024-10-24,0.0,0.0,-0.010072655217965631,green,1.0,False,False,24
2024-10-25,0.0,0.0,0.000500417014178467,green,1.0,False,False,25
2024-10-28,0.0,0.0,0.0031677225741915116,green,1.0,False,True,28
2024-10-29,0.0,0.0,0.008475984709988227,green,1.0,False,False,29
2024-10-30,0.0,0.0,0.011865524060646004,green,1.0,False,False,30
2024-10-31,2.0,0.002,-0.016846361185983816,green,1.0,True,False,0
2024-11-01,0.0,0.0,-0.011651816312542973,green,1.0,False,False,1
2024-11-04,0.0,0.0,0.0006934812760055475,green,1.0,False,True,4
2024-11-05,0.0,0.0,-0.0034650034650035577,green,1.0,False,False,5
2024-11-06,0.0,0.0,0.03546592489568856,green,1.0,False,False,6
2024-11-07,0.0,0.0,0.015446608462055034,green,1.0,False,False,7
2024-11-08,0.0,0.0,0.008597883597883493,green,1.0,False,False,8
2024-11-11,0.0,0.0,0.005901639344262355,green,1.0,False,True,11
2024-11-12,0.0,0.0,0.0013037809647979959,green,1.0,False,False,12
2024-11-13,0.0,0.0,-0.005859375000000111,green,1.0,False,False,13
2024-11-14,0.0,0.0,0.0013097576948264411,green,1.0,False,False,14
2024-11-15,0.0,0.0,-0.012426422498364897,green,1.0,False,False,15
2024-11-18,0.0,0.0,-0.007284768211920478,green,1.0,False,True,18
2024-11-19,0.0,0.0,0.0033355570380253496,green,1.0,False,False,19
2024-11-20,0.0,0.0,0.011303191489361541,green,1.0,False,False,20
2024-11-21,0.0,0.0,-0.007232084155160967,green,1.0,False,False,21
2024-11-22,0.0,0.0,0.007284768211920367,green,1.0,False,False,22
2024-11-25,0.0,0.0,0.009861932938856066,green,1.0,False,True,25
2024-11-26,0.0,0.0,0.0,green,1.0,False,False,26
2024-11-27,0.0,0.0,0.0026041666666667407,green,1.0,False,False,27
2024-11-28,0.0,0.0,-0.005844155844155874,green,1.0,False,False,28
2024-11-29,2.0,0.002,0.00920088601124558,green,1.0,True,False,0
2024-12-02,0.0,0.0,-0.008610501435083573,green,1.0,False,True,3
2024-12-03,0.0,0.0,0.010047683923705808,green,1.0,False,False,4
2024-12-04,0.0,0.0,-0.0003372112628561297,green,1.0,False,False,5
2024-12-05,0.0,0.0,-0.00033732501264982506,green,1.0,False,False,6
2024-12-06,0.0,0.0,-0.004049266070524693,green,1.0,False,False,7
2024-12-09,0.0,0.0,0.005590377774013167,green,1.0,False,True,10
2024-12-10,0.0,0.0,0.004211590296496093,green,1.0,False,False,11
2024-12-11,0.0,0.0,0.00838785438684786,green,1.0,False,False,12
2024-12-12,0.0,0.0,0.006820828481117758,green,1.0,False,False,13
2024-12-13,0.0,0.0,-0.008426966292134686,green,1.0,False,False,14
2024-12-16,0.0,0.0,-0.008998500249958408,green,1.0,False,True,17
2024-12-17,0.0,0.0,-0.0011770640659155562,green,1.0,False,False,18
2024-12-18,0.0,0.0,-0.0013468013468013185,green,1.0,False,False,19
2024-12-19,0.0,0.0,-0.007923128792987288,green,1.0,False,False,20
2024-12-20,0.0,0.0,0.0011894647408667858,green,1.0,False,False,21
2024-12-23,0.0,0.0,0.010013577732518542,green,1.0,False,True,24
2024-12-24,0.0,0.0,-0.005041169551335822,green,1.0,False,False,25
2024-12-25,0.0,0.0,0.002533355852051944,green,1.0,False,False,26
2024-12-26,0.0,0.0,0.0006738544474393926,green,1.0,False,False,27
2024-12-27,0.0,0.0,0.0008417508417508657,green,1.0,False,False,28
2024-12-30,0.0,0.0,-0.0037005887300253226,green,1.0,False,True,31
2024-12-31,2.0,0.002,-0.006101281269066505,green,1.0,True,False,0
2025-01-02,0.0,0.0,0.008594229588704705,green,1.0,False,False,2
2025-01-03,0.0,0.0,-0.0060864272671942166,green,1.0,False,False,3
2025-01-06,0.0,0.0,0.02204531537048382,green,1.0,False,True,6
2025-01-07,0.0,0.0,-0.005991611743559,green,1.0,False,False,7
2025-01-08,0.0,0.0,-0.01024713682941536,green,1.0,False,False,8
2025-01-09,0.0,0.0,-0.0036540803897685548,green,1.0,False,False,9
2025-01-10,0.0,0.0,-0.003667481662591676,green,1.0,False,False,10
2025-01-13,0.0,0.0,-0.023312883435582687,green,1.0,False,True,13
2025-01-14,0.0,0.0,0.011934673366834181,green,1.0,False,False,14
2025-01-15,0.0,0.0,-0.0062073246430788265,green,1.0,False,False,15
2025-01-16,0.0,0.0,0.0224859462835727,green,1.0,False,False,16
2025-01-17,0.0,0.0,-0.004276114844227297,green,1.0,False,False,17
2025-01-20,0.0,0.0,0.009815950920245342,green,1.0,False,True,20
2025-01-21,0.0,0.0,0.0006075334143378353,green,1.0,False,False,21
2025-01-22,0.0,0.0,0.006071645415907767,green,1.0,False,False,22
2025-01-23,0.0,0.0,-0.008449004224502121,green,1.0,False,False,23
2025-01-24,0.0,0.0,0.0006086427267193439,green,1.0,False,False,24
2025-01-27,2.0,0.002,-0.002573174654229682,green,1.0,True,True,0
2025-02-05,0.0,0.0,0.038213479522734684,green,1.0,False,False,9
2025-02-06,0.0,0.0,-0.005746233887249597,green,1.0,False,False,10
2025-02-07,0.0,0.0,0.00281162136832247,green,1.0,False,False,11
2025-02-10,0.0,0.0,0.015264797507788197,green,1.0,False,True,14
2025-02-11,0.0,0.0,0.010125805461798087,green,1.0,False,False,15
2025-02-12,0.0,0.0,-0.006986634264884439,green,1.0,False,False,16
2025-02-13,0.0,0.0,0.004894463138574556,green,1.0,False,False,17
2025-02-14,0.0,0.0,0.0053272450532724225,green,1.0,False,False,18
2025-02-17,0.0,0.0,-0.016805450416351397,green,1.0,False,True,21
2025-02-18,0.0,0.0,0.009393286110255694,green,1.0,False,False,22
2025-02-19,0.0,0.0,0.006559877955758964,green,1.0,False,False,23
2025-02-20,0.0,0.0,0.0031827826614125865,green,1.0,False,False,24
2025-02-21,0.0,0.0,-0.007705091403535258,green,1.0,False,False,25
2025-02-24,0.0,0.0,0.0019792935444580273,green,1.0,False,True,28
2025-02-25,0.0,0.0,0.00015195259079159307,green,1.0,False,False,29
2025-02-26,0.0,0.0,-0.009571558796718227,green,1.0,False,False,30
2025-02-27,0.0,0.0,-0.004141739530602928,green,1.0,False,False,31
2025-02-28,0.0,0.0,-0.007393715341959317,green,1.0,True,False,0
2025-03-03,0.0,0.0,0.0010862818125387808,green,1.0,False,True,3
2025-03-04,0.0,0.0,0.00744070686715248,green,1.0,False,False,4
2025-03-05,0.0,0.0,0.007385751654100714,green,1.0,False,False,5
2025-03-06,0.0,0.0,-0.001832900565144291,green,1.0,False,False,6
2025-03-07,0.0,0.0,-0.0013771996939556663,green,1.0,False,False,7
2025-03-10,0.0,0.0,0.0027581979773214638,green,1.0,False,True,10
2025-03-11,0.0,0.0,-0.005959657701711474,green,1.0,False,False,11
2025-03-12,0.0,0.0,0.0032282859338970127,green,1.0,False,False,12
2025-03-13,0.0,0.0,0.007508427827152886,green,1.0,False,False,13
2025-03-14,0.0,0.0,0.014904942965779489,green,1.0,False,False,14
2025-03-17,0.0,0.0,0.0005994305409859901,green,1.0,False,True,17
2025-03-18,0.0,0.0,0.007488392990864234,green,1.0,False,False,18
2025-03-19,0.0,0.0,0.010851791288835955,green,1.0,False,False,19
2025-03-20,0.0,0.0,0.0010294117647060563,green,1.0,False,False,20
2025-03-21,0.0,0.0,-0.004847950639048082,green,1.0,False,False,21
