date,turnover,cost,port_ret,alert_level,applied_scale,is_month_end,is_monday,days_since_month_end
2022-10-11,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-12,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-13,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-14,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-17,0.0,0.0,0.0,green,1.0,False,True,-1
2022-10-18,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-19,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-20,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-21,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-24,0.0,0.0,0.0,green,1.0,False,True,-1
2022-10-25,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-26,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-27,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-28,0.0,0.0,0.0,green,1.0,False,False,-1
2022-10-31,1.0,0.001,-0.003403141361256523,green,1.0,True,True,0
2022-11-01,0.0,0.0,0.0007880220646179215,green,1.0,False,False,1
2022-11-02,0.0,0.0,0.0018372703412072866,green,1.0,False,False,2
2022-11-03,0.0,0.0,-0.003143830233167444,green,1.0,False,False,3
2022-11-04,0.0,0.0,-0.00026281208935619027,green,1.0,False,False,4
2022-11-07,0.0,0.0,0.007360672975814886,green,1.0,False,True,7
2022-11-08,0.0,0.0,0.0018267223382046893,green,1.0,False,False,8
2022-11-09,0.0,0.0,0.027611357124251112,green,1.0,False,False,9
2022-11-10,0.0,0.0,-0.005069708491761693,green,1.0,False,False,10
2022-11-11,0.0,0.0,0.006878980891719788,green,1.0,False,False,11
2022-11-14,0.0,0.0,-0.009868421052631637,green,1.0,False,True,14
2022-11-15,0.0,0.0,0.00511116790186561,green,1.0,False,False,15
2022-11-16,0.0,0.0,0.005339435545385296,green,1.0,False,False,16
2022-11-17,0.0,0.0,0.001011633788568611,green,1.0,False,False,17
2022-11-18,0.0,0.0,-0.0015159171298636531,green,1.0,False,False,18
2022-11-21,0.0,0.0,-0.004048582995951455,green,1.0,False,True,21
2022-11-22,0.0,0.0,-0.00101626016260159,green,1.0,False,False,22
2022-11-23,0.0,0.0,0.0,green,1.0,False,False,23
2022-11-24,0.0,0.0,0.0038148524923702354,green,1.0,False,False,24
2022-11-25,0.0,0.0,0.0030402837598175747,green,1.0,False,False,25
2022-11-28,0.0,0.0,0.0007577671129073149,green,1.0,False,True,28
2022-11-29,0.0,0.0,-0.0027763755678950064,green,1.0,False,False,29
2022-11-30,0.0,0.0,-0.0017717033662364434,green,1.0,True,False,0
2022-12-01,0.0,0.0,0.0030425963488844854,green,1.0,False,False,1
2022-12-02,0.0,0.0,0.005813953488372103,green,1.0,False,False,2
2022-12-05,0.0,0.0,-0.009801457652676593,green,1.0,False,True,5
2022-12-06,0.0,0.0,-0.010659898477157315,green,1.0,False,False,6
2022-12-07,0.0,0.0,0.0,green,1.0,False,False,7
2022-12-08,0.0,0.0,0.0030785017957926097,green,1.0,False,False,8
2022-12-09,0.0,0.0,0.003580562659846409,green,1.0,False,False,9
2022-12-12,0.0,0.0,-0.000764525993883769,green,1.0,False,True,12
2022-12-13,0.0,0.0,0.0007651109410864443,green,1.0,False,False,13
2022-12-14,0.0,0.0,0.00993883792048944,green,1.0,False,False,14
2022-12-15,0.0,0.0,-0.007570022710068236,green,1.0,False,False,15
2022-12-16,0.0,0.0,-0.004576659038901587,green,1.0,False,False,16
2022-12-19,0.0,0.0,0.006896551724137945,green,1.0,False,True,19
2022-12-20,0.0,0.0,0.0002536783358699779,green,1.0,False,False,20
2022-12-21,0.0,0.0,0.00963733198072525,green,1.0,False,False,21
2022-12-22,0.0,0.0,0.0,green,1.0,False,False,22
2022-12-23,0.0,0.0,-0.008289374529012794,green,1.0,False,False,23
2022-12-26,0.0,0.0,0.001266464032421366,green,1.0,False,True,26
2022-12-27,0.0,0.0,0.00252972426005571,green,1.0,False,False,27
2022-12-28,0.0,0.0,0.0007570022710068347,green,1.0,False,False,28
2022-12-29,0.0,0.0,-0.001512859304084735,green,1.0,False,False,29
