date,nav_cagcp
2023-12-13,1.1822809176806015
2023-12-14,1.1951857471766951
2023-12-15,1.1842662760646159
2023-12-18,1.1932003887926808
2023-12-19,1.2001491431367313
2023-12-20,1.2070978974807818
2023-12-21,1.1912150304086662
2023-12-22,1.1971711055607097
2023-12-25,1.1981637847527171
2023-12-26,1.2061052182887748
2023-12-27,1.2100759350568038
2023-12-28,1.207097897480782
2023-12-29,1.2041198599047604
2024-01-02,1.2011418223287387
2024-01-03,1.1822809176806015
2024-01-04,1.1763248425285582
2024-01-05,1.167390729800493
2024-01-08,1.1703687673765149
2024-01-09,1.2001491431367317
2024-01-10,1.2001491431367317
2024-01-11,1.214046651824833
2024-01-12,1.210075935056804
2024-01-15,1.2180173685928617
2024-01-16,1.206105218288775
2024-01-17,1.2051125390967676
2024-01-18,1.2080905766727894
2024-01-19,1.23290755647297
2024-01-22,1.255007159627136
2024-01-23,1.2494595097986974
2024-01-24,1.2536420551087402
2024-01-25,1.249563565908808
2024-01-26,1.2440407992278344
2024-01-29,1.2508398011993027
2024-01-30,1.2640819002739447
2024-01-31,1.2356756709706989
2024-02-01,1.2239445728285718
2024-02-02,1.254249909695733
2024-02-05,1.2575699975653025
2024-02-06,1.2573866919138381
2024-02-07,1.2506638666541297
2024-02-08,1.2683901327696778
2024-02-19,1.2644131525323576
2024-02-20,1.2636040368463204
2024-02-21,1.2540344830494414
2024-02-22,1.2668519417943995
2024-02-23,1.277513552690273
2024-02-26,1.2703929567683068
2024-02-27,1.2700049532686393
2024-02-28,1.2724276600578814
2024-02-29,1.2626611702289026
2024-03-01,1.2830580045172157
2024-03-04,1.3005410053357698
2024-03-05,1.2908282271032396
2024-03-06,1.2859718379869747
2024-03-07,1.2772303375776977
2024-03-08,1.2985984496892637
2024-03-11,1.2791728932242037
2024-03-12,1.2840292823404689
2024-03-13,1.291799504926493
2024-03-14,1.2859718379869751
2024-03-15,1.2782016154009512
2024-03-18,1.2782016154009512
2024-03-19,1.2714026706381802
2024-03-20,1.2762590597544454
2024-03-21,1.2985984496892644
2024-03-22,1.2995697275125175
2024-03-25,1.2956846162195055
2024-03-26,1.3024835609822762
2024-03-27,1.3034548388055294
2024-03-28,1.3005410053357702
2024-03-29,1.2985984496892642
2024-04-01,1.3053973944520354
