date,turnover,cost,port_ret,alert_level,applied_scale,is_month_end,is_monday,days_since_month_end
2024-01-03,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-04,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-05,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-08,0.0,0.0,0.0,green,1.0,False,True,-1
2024-01-09,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-10,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-11,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-12,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-15,0.0,0.0,0.0,green,1.0,False,True,-1
2024-01-16,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-17,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-18,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-19,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-22,0.0,0.0,0.0,green,1.0,False,True,-1
2024-01-23,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-24,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-25,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-26,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-29,0.0,0.0,0.0,green,1.0,False,True,-1
2024-01-30,0.0,0.0,0.0,green,1.0,False,False,-1
2024-01-31,1.0,0.001,-0.021671826625387025,green,1.0,True,False,0
2024-02-01,0.0,0.0,-0.009493670886076,green,1.0,False,False,1
2024-02-02,0.0,0.0,0.024760383386581486,green,1.0,False,False,2
2024-02-05,0.0,0.0,0.004676539360872978,green,1.0,False,True,5
2024-02-06,0.0,0.0,0.0015515903801397446,green,1.0,False,False,6
2024-02-07,0.0,0.0,-0.009295120061967421,green,1.0,False,False,7
2024-02-08,0.0,0.0,0.022673964034402028,green,1.0,False,False,8
2024-02-19,0.0,0.0,-0.005351681957186605,green,1.0,False,True,19
2024-02-20,0.0,0.0,-0.001537279016141424,green,1.0,False,False,20
2024-02-21,0.0,0.0,-0.013086989992301734,green,1.0,False,False,21
2024-02-22,0.0,0.0,0.01716068642745716,green,1.0,False,False,22
2024-02-23,0.0,0.0,0.01303680981595079,green,1.0,False,False,23
2024-02-26,0.0,0.0,-0.009841029523088518,green,1.0,False,True,26
2024-02-27,0.0,0.0,-0.001529051987767538,green,1.0,False,False,27
2024-02-28,0.0,0.0,0.0022970903522203656,green,1.0,False,False,28
2024-02-29,0.0,0.0,-0.006875477463712643,green,1.0,True,False,0
2024-03-01,0.0,0.0,0.016153846153846185,green,1.0,False,False,1
2024-03-04,0.0,0.0,0.01362604087812258,green,1.0,False,True,4
2024-03-05,0.0,0.0,-0.007468259895444418,green,1.0,False,False,5
2024-03-06,0.0,0.0,-0.003762227238525151,green,1.0,False,False,6
2024-03-07,0.0,0.0,-0.006797583081571079,green,1.0,False,False,7
2024-03-08,0.0,0.0,0.016730038022813698,green,1.0,False,False,8
2024-03-11,0.0,0.0,-0.014958863126402377,green,1.0,False,True,11
2024-03-12,0.0,0.0,0.0037965072133638866,green,1.0,False,False,12
2024-03-13,0.0,0.0,0.00605143721633894,green,1.0,False,False,13
2024-03-14,0.0,0.0,-0.004511278195488688,green,1.0,False,False,14
2024-03-15,0.0,0.0,-0.0060422960725075026,green,1.0,False,False,15
2024-03-18,0.0,0.0,0.0,green,1.0,False,True,18
2024-03-19,0.0,0.0,-0.005319148936170248,green,1.0,False,False,19
2024-03-20,0.0,0.0,0.0038197097020626902,green,1.0,False,False,20
2024-03-21,0.0,0.0,0.017503805175038023,green,1.0,False,False,21
2024-03-22,0.0,0.0,0.0007479431563202077,green,1.0,False,False,22
2024-03-25,0.0,0.0,-0.002989536621823663,green,1.0,False,True,25
2024-03-26,0.0,0.0,0.00524737631184391,green,1.0,False,False,26
2024-03-27,0.0,0.0,0.0007457121551082135,green,1.0,False,False,27
2024-03-28,0.0,0.0,-0.0022354694485843263,green,1.0,False,False,28
2024-03-29,0.0,0.0,-0.0014936519790889058,green,1.0,True,False,0
2024-04-01,0.0,0.0,0.00523560209424101,green,1.0,False,True,3
2024-04-02,0.0,0.0,-0.0029761904761904656,green,1.0,False,False,4
2024-04-03,0.0,0.0,-0.00970149253731356,green,1.0,False,False,5
2024-04-08,0.0,0.0,-0.0007535795026374359,green,1.0,False,True,10
2024-04-09,0.0,0.0,0.0015082956259426794,green,1.0,False,False,11
2024-04-10,0.0,0.0,0.003765060240963791,green,1.0,False,False,12
2024-04-11,0.0,0.0,-0.009002250562640701,green,1.0,False,False,13
2024-04-12,0.0,0.0,0.01514004542013625,green,1.0,False,False,14
2024-04-15,0.0,0.0,-0.008948545861297563,green,1.0,False,True,17
2024-04-16,0.0,0.0,-0.02708803611738153,green,1.0,False,False,18
2024-04-17,0.0,0.0,-0.0007733952049496784,green,1.0,False,False,19
2024-04-18,0.0,0.0,-0.0023219814241487446,green,1.0,False,False,20
2024-04-19,0.0,0.0,-0.019394879751745475,green,1.0,False,False,21
2024-04-22,0.0,0.0,-0.006329113924050667,green,1.0,False,True,24
2024-04-23,0.0,0.0,0.0023885350318471055,green,1.0,False,False,25
2024-04-24,0.0,0.0,0.023828435266084247,green,1.0,False,False,26
2024-04-25,0.0,0.0,-0.016291698991466208,green,1.0,False,False,27
2024-04-26,0.0,0.0,0.01735015772870674,green,1.0,False,False,28
2024-04-29,0.0,0.0,0.006201550387596955,green,1.0,False,True,31
2024-04-30,0.0,0.0,0.0007704160246533309,green,1.0,True,False,0
2024-05-06,0.0,0.0,0.002309468822170979,green,1.0,False,True,6
2024-05-07,0.0,0.0,0.009984639016896946,green,1.0,False,False,7
2024-05-08,0.0,0.0,0.001520912547528619,green,1.0,False,False,8
2024-05-09,0.0,0.0,-0.00227790432801811,green,1.0,False,False,9
2024-05-10,0.0,0.0,0.0053272450532724225,green,1.0,False,False,10
2024-05-13,0.0,0.0,0.0037850113550341735,green,1.0,False,True,13
2024-05-14,0.0,0.0,0.0,green,1.0,False,False,14
2024-05-15,0.0,0.0,0.006787330316742057,green,1.0,False,False,15
2024-05-16,0.0,0.0,0.017228464419475786,green,1.0,False,False,16
2024-05-17,0.0,0.0,-0.0022091310751105597,green,1.0,False,False,17
2024-05-20,0.0,0.0,0.0014760147601475815,green,1.0,False,True,20
2024-05-21,0.0,0.0,0.005158437730287568,green,1.0,False,False,21
2024-05-22,0.0,0.0,0.003665689149560114,green,1.0,False,False,22
2024-05-23,0.0,0.0,0.008765522279035709,green,1.0,False,False,23
2024-05-24,0.0,0.0,-0.016654598117306185,green,1.0,False,False,24
2024-05-27,0.0,0.0,0.01178203240058906,green,1.0,False,True,27
2024-05-28,0.0,0.0,0.004366812227074135,green,1.0,False,False,28
