date,nav_bare
2024-01-02,1.0
2024-01-03,1.0
2024-01-04,1.0
2024-01-05,1.0
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,1.0
2024-01-11,1.0
2024-01-12,1.0
2024-01-15,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,1.0
2024-01-19,1.0
2024-01-22,1.0
2024-01-23,1.0
2024-01-24,1.0
2024-01-25,1.0
2024-01-26,1.0
2024-01-29,1.0
2024-01-30,1.0
2024-01-31,0.977328173374613
2024-02-01,0.9680497413489045
2024-02-02,0.9920190240819845
2024-02-05,0.9966582400948387
2024-02-06,0.9982046454324569
2024-02-07,0.9889262134067486
2024-02-08,1.0113490908022105
2024-02-19,1.0059366721205472
2024-02-20,1.0043902667829292
2024-02-21,0.9912458214131757
2024-02-22,1.0082562801269745
2024-02-23,1.021400725496728
2024-02-26,1.0113490908022105
2024-02-27,1.0098026854645925
2024-02-28,1.0121222934710195
2024-02-29,1.0051634694517384
2024-03-01,1.0214007254967281
2024-03-04,1.0353183735352907
2024-03-05,1.0275863468472004
2024-03-06,1.0237203335031553
2024-03-07,1.016761509483874
2024-03-08,1.0337719681976727
2024-03-11,1.0183079148214922
2024-03-12,1.0221739281655375
2024-03-13,1.0283595495160098
2024-03-14,1.0237203335031557
2024-03-15,1.0175347121526834
2024-03-18,1.0175347121526834
2024-03-19,1.0121222934710201
2024-03-20,1.0159883068150652
2024-03-21,1.033771968197673
2024-03-22,1.0345451708664821
2024-03-25,1.031452360191246
2024-03-26,1.036864778872909
2024-03-27,1.0376379815417183
2024-03-28,1.035318373535291
2024-03-29,1.033771968197673
2024-04-01,1.0391843868793362
2024-04-02,1.0360915762041
2024-04-03,1.0260399415095827
2024-04-08,1.0252667388407737
2024-04-09,1.0268131441783916
2024-04-10,1.0306791575224368
2024-04-11,1.0214007254967283
2024-04-12,1.0368647788729088
2024-04-15,1.0275863468472004
2024-04-16,0.9997510507700753
2024-04-17,0.9989778481012663
2024-04-18,0.996658240094839
2024-04-19,0.9773281733746134
2024-04-22,0.9711425520241411
2024-04-23,0.9734621600305682
2024-04-24,0.9966582400948392
2024-04-25,0.9804209840498496
2024-04-26,0.9974314427636484
2024-04-29,1.0036170641141207
2024-04-30,1.0043902667829296
2024-05-06,1.0067098747893568
2024-05-07,1.016761509483874
2024-05-08,1.0183079148214922
2024-05-09,1.0159883068150652
2024-05-10,1.0214007254967283
2024-05-13,1.0252667388407737
2024-05-14,1.0252667388407737
2024-05-15,1.032225562860055
2024-05-16,1.0500092242426629
2024-05-17,1.0476896162362357
2024-05-20,1.0492360215738536
2024-05-21,1.054648440255517
2024-05-22,1.058514453599562
2024-05-23,1.0677928856252703
2024-05-24,1.0500092242426626
2024-05-27,1.062380466943607
2024-05-28,1.067019682956461
2024-05-29,1.062380466943607
2024-05-30,1.0507824269114714
2024-05-31,1.0461432108986173
2024-06-03,1.0507824269114714
2024-06-04,1.0476896162362352
2024-06-05,1.0561948455931347
2024-06-06,1.0770713176509785
2024-06-07,1.0778445203197875
2024-06-11,1.0786177229885965
2024-06-12,1.0886693576831137
2024-06-13,1.1103190324097667
2024-06-14,1.1095458297409577
2024-06-17,1.114185045753812
2024-06-18,1.1288758964611836
2024-06-19,1.1304223017988018
2024-06-20,1.138154328486892
2024-06-21,1.1211438697730933
2024-06-24,1.1165046537602392
2024-06-25,1.1049066137281038
2024-06-26,1.1257830857859474
2024-06-27,1.1250098831171385
2024-06-28,1.140473936493319
2024-07-01,1.138927531155701
2024-07-02,1.1397007338245098
2024-07-03,1.1605772058823534
2024-07-04,1.1675360299016349
2024-07-05,1.1822268806090064
2024-07-08,1.200010541991614
2024-07-09,1.2123817846925584
2024-07-10,1.196917731316378
2024-07-11,1.202330149998041
2024-07-12,1.153618381863072
2024-07-15,1.1899589072970964
2024-07-16,1.1876392992906695
2024-07-17,1.176814461927343
2024-07-18,1.1559379898694992
2024-07-19,1.1373811258180826
2024-07-22,1.1311955044676103
2024-07-23,1.1420203418309367
2024-07-24,1.1195974644354747
2024-07-25,1.0878961550143045
2024-07-26,1.0894425603519224
2024-07-29,1.1110922350785752
2024-07-30,1.0979477897088217
2024-07-31,1.104906613728103
2024-08-01,1.13119550446761
2024-08-02,1.079390925657405
2024-08-05,0.9951118347572208
2024-08-06,1.0299059548536271
2024-08-07,1.031452360191245
2024-08-08,1.0159883068150644
2024-08-09,1.0438236028921895
2024-08-12,1.0554216429243248
2024-08-13,1.0662464802876512
2024-08-14,1.0925353710271581
2024-08-15,1.0994941950464394
2024-08-16,1.1358347204804637
2024-08-19,1.11495824842262
2024-08-20,1.1350615178116548
2024-08-21,1.135834720480464
2024-08-22,1.1373811258180822
2024-08-23,1.1265562884547557
2024-08-26,1.1288758964611827
2024-08-27,1.1149582484226201
2024-08-28,1.1149582484226201
2024-08-29,1.087896155014304
2024-08-30,1.0956281817023943
2024-09-02,1.1049066137281027
2024-09-03,1.106453019065721
2024-09-04,1.0484628189050438
2024-09-05,1.05155562958028
2024-09-06,1.0608340616059881
2024-09-09,1.0546484402555159
2024-09-10,1.057741250930752
2024-09-11,1.0647000749500333
2024-09-12,1.0987209923776304
2024-09-13,1.1095458297409568
2024-09-18,1.1010406003840574
2024-09-19,1.113411843085002
2024-09-20,1.1157314510914291
2024-09-23,1.1203706671042835
2024-09-24,1.1141850457538112
