,0
2022-04-12,1.0
2022-04-13,1.0003557160232142
2022-04-14,1.0077326506434314
2022-04-15,1.0024582621759115
2022-04-18,0.9978861976709673
2022-04-19,0.9976974409871063
2022-04-20,1.000112787644186
2022-04-21,1.0028741015964577
2022-04-22,0.9993727630049569
2022-04-25,0.9795991063841714
2022-04-26,0.9891363964167322
2022-04-27,0.9796196576191727
2022-04-28,0.980427369269756
2022-04-29,0.9875798949570305
2022-05-05,0.9865863266164845
2022-05-06,0.965618902846418
2022-05-09,0.961419598146565
2022-05-10,0.9624014623139745
2022-05-11,0.9664685839150272
2022-05-12,0.9631485339532431
2022-05-13,0.9688138514641194
2022-05-16,0.9679078935422624
2022-05-17,0.9742288345414198
2022-05-18,0.9736552658950886
2022-05-19,0.9654694696757639
2022-05-20,0.969766007037077
2022-05-23,0.9690909005784198
2022-05-24,0.9516632340497325
2022-05-25,0.953159012797762
2022-05-26,0.9540986956163974
2022-05-27,0.9580666558358971
2022-05-30,0.9636302435818799
2022-05-31,0.9692866195987986
2022-06-01,0.9684006073219903
2022-06-02,0.9742619261069039
2022-06-06,0.9868024709104883
2022-06-07,0.9859676116653485
2022-06-08,0.9912738917710907
2022-06-09,0.9884923854235356
2022-06-10,0.9970810538228649
2022-06-13,0.9918384133220132
2022-06-14,0.9847185301215192
2022-06-15,0.9848779759206476
2022-06-16,0.9863820629139859
2022-06-17,0.9923611979773294
2022-06-20,0.9900582712408164
2022-06-21,0.9883506282210424
2022-06-22,0.9847225443164447
2022-06-23,0.9981344324537287
2022-06-24,1.0041974841477515
2022-06-27,1.0073590190350812
2022-06-28,1.0079870716096544
2022-06-29,0.9953668168404473
2022-06-30,1.001947529936343
2022-07-01,0.9986934586086235
2022-07-04,1.0108919551879838
2022-07-05,1.009706498967119
2022-07-06,0.9971959686313879
2022-07-07,0.9945056612335609
2022-07-08,0.9934623902834606
2022-07-11,0.9845331123836247
2022-07-12,0.9747698778108449
2022-07-13,0.9736113381267101
2022-07-14,0.9748754695607373
2022-07-15,0.9701419523510578
2022-07-18,0.9758900110939883
2022-07-19,0.9726501192233618
2022-07-20,0.9835627401286284
2022-07-21,0.9804512925537896
2022-07-22,0.9831255492387857
2022-07-25,0.9816690945007638
2022-07-26,0.9832213566465875
2022-07-27,0.9826584952084455
2022-07-28,0.9862319929995113
2022-07-29,0.9927684787868913
2022-08-01,0.9943463612132215
2022-08-02,0.9905072881810384
2022-08-03,0.9896062417665309
2022-08-04,0.9911762854646291
2022-08-05,0.9982585557440594
2022-08-08,0.9958938528888495
2022-08-09,0.9961875362870044
2022-08-10,0.9944111581650661
2022-08-11,1.0052727599161182
2022-08-12,1.0051706957819895
2022-08-15,1.0076263615636896
2022-08-16,1.0081407133323232
2022-08-17,1.0076895218419168
2022-08-18,1.0061520464388052
2022-08-19,1.003804046476972
2022-08-22,1.002757170601264
2022-08-23,1.0017659723132741
2022-08-24,0.9926072168263669
2022-08-25,0.9989954572356018
2022-08-26,0.9975126727403117
2022-08-29,0.991368431054055
2022-08-30,0.9913341360429234
2022-08-31,0.9836011514453833
2022-09-01,0.9789135899174441
2022-09-02,0.9794625698036771
2022-09-05,0.9826017560971647
2022-09-06,0.9853979852844503
2022-09-07,0.9826195860343075
2022-09-08,0.9844453073218454
2022-09-09,0.9847639392222892
2022-09-13,0.9865864825670243
2022-09-14,0.9802683508090333
2022-09-15,0.977753911816413
2022-09-16,0.9734355859380787
2022-09-19,0.9721424659209406
2022-09-20,0.9739965334188957
2022-09-21,0.9733878246648091
2022-09-22,0.9721234013683901
2022-09-23,0.9707799666565938
2022-09-26,0.966174352287881
2022-09-27,0.9685182610864679
2022-09-28,0.9674867898501341
2022-09-29,0.9671932376767146
2022-09-30,0.9661839016779261
2022-10-10,0.9681834419444472
2022-10-11,0.9671532214927162
2022-10-12,0.9682205488354616
2022-10-13,0.9666725364681811
2022-10-14,0.9676192760792784
2022-10-17,0.965309137078553
2022-10-18,0.9665866471076561
2022-10-19,0.9638625047752012
2022-10-20,0.9621773658098959
2022-10-21,0.9610551390623696
2022-10-24,0.9644080939933417
2022-10-25,0.9633533302077718
2022-10-26,0.9643163645747669
2022-10-27,0.9622340029018932
2022-10-28,0.9586330399154456
2022-10-31,0.9591208150427628
2022-11-01,0.9618323096327048
2022-11-02,0.9620736615521411
2022-11-03,0.9601461695856719
2022-11-04,0.960929374605354
2022-11-07,0.9612075761102495
2022-11-08,0.9615123079595341
2022-11-09,0.9648242031744213
2022-11-10,0.9621360309573694
2022-11-11,0.9671922253575143
2022-11-14,0.9638496442724934
2022-11-15,0.9689817351795023
2022-11-16,0.9682158887944693
2022-11-17,0.9684758806549892
2022-11-18,0.966899880811365
2022-11-21,0.9646573199389417
2022-11-22,0.962159374637415
2022-11-23,0.9635533520008562
2022-11-24,0.9655077220699315
2022-11-25,0.9660085671626941
2022-11-28,0.9621013182019639
2022-11-29,0.9651399647582801
2022-11-30,0.9656487295698254
2022-12-01,0.9718571386904457
2022-12-02,0.9717142148923957
2022-12-05,0.9848706375620081
2022-12-06,0.9805756102821899
2022-12-07,0.9779960729190283
2022-12-08,0.9802800972726946
2022-12-09,0.9850267218348997
2022-12-12,0.9804665862534121
2022-12-13,0.9817267848167444
2022-12-14,0.9859666623820218
2022-12-15,0.9809024043664021
2022-12-16,0.9800517676745897
2022-12-19,0.9743683764334472
2022-12-20,0.9667926105270359
2022-12-21,0.969401591042629
2022-12-22,0.9816418167755258
2022-12-23,0.9775796230728006
2022-12-26,0.9812814776020097
2022-12-27,0.9845299869144631
2022-12-28,0.9828100984288164
2022-12-29,0.980850685647134
2022-12-30,0.9829509041309983
2023-01-03,0.9833848306837851
2023-01-04,0.9858996967590326
2023-01-05,0.9900205098516857
2023-01-06,0.986542219385043
2023-01-09,0.9900966067962866
2023-01-10,0.9901539689761114
2023-01-11,0.9898184067123263
2023-01-12,0.9898138895378323
2023-01-13,0.9957972846398099
2023-01-16,1.0042793465111532
2023-01-17,1.0042014463580897
2023-01-18,1.0037188889204625
2023-01-19,1.0078129744048918
2023-01-20,1.0113344959508976
2023-01-30,1.012916636892991
2023-01-31,1.0079515524344476
2023-02-01,1.0132893609647768
2023-02-02,1.0136066409862177
2023-02-03,1.008662164069554
2023-02-06,1.0001152786250835
2023-02-07,1.000609099529808
2023-02-08,0.999219934156471
2023-02-09,1.0058059604325886
2023-02-10,1.0025933574125347
2023-02-13,1.0054855926371908
2023-02-14,1.0059195730164332
2023-02-15,1.0026622960505975
2023-02-16,1.0000519666425736
2023-02-17,0.992003883447837
2023-02-20,1.0051268804881297
2023-02-21,1.0040786784639633
2023-02-22,1.0020196189169177
2023-02-23,1.001912110548435
2023-02-24,0.9992560512928635
2023-02-27,0.9974232670025271
2023-02-28,0.9980512067787672
2023-03-01,1.0000610969138957
2023-03-02,0.998297625611426
2023-03-03,1.0007281754375292
2023-03-06,0.9996792289595139
2023-03-07,0.9903578292342584
2023-03-08,0.9874119041492305
2023-03-09,0.9870493624293282
2023-03-10,0.9773893812358864
2023-03-13,0.9835356440893389
2023-03-14,0.9768945382766479
2023-03-15,0.9782864938678031
2023-03-16,0.9739839447065117
2023-03-17,0.985509151143469
2023-03-20,0.9898081445207845
2023-03-21,0.9926211007787121
2023-03-22,0.9946029106052188
2023-03-23,0.994241814502372
2023-03-24,0.9964201616956516
2023-03-27,0.9951967138346324
2023-03-28,0.990896710917043
2023-03-29,0.993846049377919
2023-03-30,0.9955776421651903
2023-03-31,0.9999238795762349
2023-04-03,1.0114730713906
2023-04-04,1.0138668914911713
2023-04-06,1.0244049380744127
2023-04-07,1.0291122166172866
2023-04-10,1.0186534858163916
2023-04-11,1.019509551199508
2023-04-12,1.0202893288037205
2023-04-13,1.0133573445537745
2023-04-14,1.0183437631374341
2023-04-17,1.015912649427302
2023-04-18,1.0136894744172487
