strategy,rules,ann_return,ann_vol,sharpe,max_dd,calmar
v10 (scheme_e_hybrid),n/a,0.062153348069076575,0.05395524370993763,1.1519426805522703,-0.03095505381734931,2.007857858552377
v10.2 (v10 + CA-GCP risk),default,0.00442377750555023,0.0769746680555143,0.05747056294364001,-0.049617689359634176,0.089157265536616
v10.2 (v10 + CA-GCP risk),experimental,0.00209227937679346,0.08543716600565827,0.024489100875079283,-0.05563917826607967,0.03760442626934005
"v10.2 (warning only, no scale)",none,0.062153348069076575,0.05395524370993763,1.1519426805522703,-0.03095505381734931,2.007857858552377
