date,realized_ret_v10,realized_ret_v10_2,width_z_today,stress_today,alert_level,applied_scale
2023-01-20,0.013578933450785136,0.011284521079293761,0.0,0.6434305471504749,yellow,0.7
2023-01-30,0.0026538488718275805,0.004752900738169588,0.0,0.9818915559331444,red,0.4
2023-01-31,-0.02491491040630052,-0.016997811296278115,0.0,0.928411732666444,red,0.4
2023-02-01,0.016920149812575946,0.014241630004147353,0.0,0.7509886550675765,yellow,0.7
2023-02-02,0.004766491167129617,0.004766491167129617,0.0,0.2989201203363221,green,1.0
2023-02-03,-0.010223979237576387,-0.010223979237576387,0.0,0.12691997870498004,green,1.0
2023-02-06,-0.01704924684617975,-0.01636797032927166,0.0,0.7856359141323842,yellow,0.7
2023-02-07,0.009771196930692061,0.009771196930692061,0.0,0.06360128593562243,green,1.0
2023-02-08,-0.009863942251990367,-0.009863942251990367,0.0,0.037279429956150904,green,1.0
2023-02-09,0.023488789490645878,0.017937566943107778,0.0,0.9967994307455467,red,0.4
2023-02-10,-0.011387213993908853,-0.011387213993908853,0.0,0.04181965045575166,green,1.0
2023-02-13,0.009270856694922603,0.009270856694922603,0.0,0.08172472745248101,green,1.0
2023-02-14,-0.0037110082884396437,-0.0037110082884396437,0.0,0.008421634715359273,green,1.0
2023-02-15,-0.002058330299779687,-0.002058330299779687,0.0,0.06237584069537475,green,1.0
2023-02-16,0.0061636510723392934,0.0061636510723392934,0.0,0.5970194606697085,green,1.0
2023-02-17,-0.015415413178660065,-0.015307221221030605,0.0,0.994718666105425,red,0.4
2023-02-20,0.019061736672523824,0.024429175863994887,0.0,0.9951354093513601,red,0.4
2023-02-21,-0.01213432389839153,-0.01213432389839153,0.0,0.14235845494741453,green,1.0
2023-02-22,-0.0056838799301351505,-0.0056838799301351505,0.0,0.011991989303171522,green,1.0
2023-02-23,-0.007015822252240135,-0.007015822252240135,0.0,0.010509752189410786,green,1.0
2023-02-24,-0.008773390352180322,-0.008773390352180322,0.0,0.11185775989031325,green,1.0
2023-02-27,-0.0011197796248959557,-0.0011197796248959557,0.0,0.011028854232377483,green,1.0
2023-02-28,0.004436780077850155,0.004436780077850155,0.0,0.008883995619247536,green,1.0
2023-03-01,0.017992478618594723,0.016472339886616928,0.0,0.7356527418571462,yellow,0.7
2023-03-02,-0.0006302669758422533,-0.0006302669758422533,0.0,0.011605053845220752,green,1.0
2023-03-03,-0.0032464770457931056,-0.0032464770457931056,0.0,0.3121531621567247,green,1.0
2023-03-06,-0.0021362540584737967,-0.004756686847114792,0.0,0.9851240166311447,red,0.4
2023-03-07,-0.025127127551893218,-0.01900607490135426,0.0,0.9998127621614618,red,0.4
2023-03-08,0.005489956458126399,0.005489956458126399,0.0,0.23012606304687866,green,1.0
2023-03-09,0.0017547813879951637,0.0017547813879951637,0.0,0.04752726613499547,green,1.0
2023-03-10,-0.014193117526828482,-0.01451022345612757,0.0,0.9988923781228963,red,0.4
2023-03-13,0.020631590728939653,0.01802809558034738,0.0,0.8127552844808851,yellow,0.7
2023-03-14,-0.009400765426827308,-0.00778715180831481,0.0,0.996762834074327,red,0.4
2023-03-15,-0.005905868489547994,-0.005905868489547994,0.0,0.08561937609493002,green,1.0
2023-03-16,-0.0004351503915877243,-0.0076355362312498015,0.0,0.9834427402375071,red,0.4
2023-03-17,0.025577553802381116,0.013680241340279002,0.0,0.9873806166166746,red,0.4
2023-03-20,0.022468297355256486,0.00539450457084515,0.0,0.9461924779043226,red,0.4
2023-03-21,0.0026058269923271427,0.008106952921793864,0.0,0.9937837313105301,red,0.4
2023-03-22,0.02365220858907429,0.018017980383123328,0.0,0.7739030530030276,yellow,0.7
2023-03-23,0.008528070505688691,0.009551815328588367,0.0,0.8507919177888641,red,0.4
2023-03-24,0.008999277021142272,0.008999277021142272,0.0,0.05298187273739017,green,1.0
2023-03-27,-0.004640765304411222,-0.004640765304411222,0.0,0.0184942511810672,green,1.0
2023-03-28,-0.026125934617491908,-0.026125934617491908,0.0,0.3252256940007045,green,1.0
2023-03-29,0.007679345361748791,0.007679345361748791,0.0,0.30126726909082646,green,1.0
2023-03-30,-0.00201170344166417,-0.00201170344166417,0.0,0.09476511380416586,green,1.0
2023-03-31,0.02236956530144654,0.02236956530144654,0.0,0.08072953356322882,green,1.0
2023-04-03,0.04538445144708621,0.022928316387853073,0.0,0.9996596185854164,red,0.4
2023-04-04,0.0067006470844985355,0.0067006470844985355,0.0,0.03903545230405926,green,1.0
2023-04-06,0.024544142641684055,0.007932840302746913,0.0,0.9977719199612269,red,0.4
2023-04-07,0.017918958945651164,0.014827935127502058,0.0,0.7073227773695832,yellow,0.7
2023-04-10,-0.03915893034515974,-0.018009154624381386,0.0,0.9267469301771374,red,0.4
2023-04-11,0.011262916010195932,0.011262916010195932,0.0,0.19128539697750074,green,1.0
2023-04-12,0.02844110776675022,0.010746852340697981,0.0,0.8540804065443013,red,0.4
2023-04-13,-0.03529156351106488,-0.018055701034678042,0.0,0.8662916724057809,red,0.4
2023-04-14,0.016861199233885314,0.010075169622182188,0.0,0.9291462783105459,red,0.4
2023-04-17,-0.01694045195960392,0.002845270320259448,0.0,0.9938348533710486,red,0.4
2023-04-18,0.0011884238370271532,0.0011884238370271532,0.0,0.079447582688138,green,1.0
2023-04-19,-0.0041998709389173385,-0.0041998709389173385,0.0,0.11695208233146306,green,1.0
2023-04-20,0.03836713784914463,0.01284620392840494,0.0,0.9718935756880656,red,0.4
2023-04-21,-0.05114565729543099,-0.031915233883382944,0.0,0.9999956286124916,red,0.4
