date,nav_cagcp
2024-09-23,1.129350909414109
2024-09-24,1.1231157077058185
2024-09-25,1.114542305356919
2024-09-26,1.1262333085599638
2024-09-27,1.1020719019403382
2024-09-30,1.0980183758121174
2024-10-08,1.099434740990219
2024-10-09,1.0917865783850524
2024-10-10,1.0979355710577685
2024-10-11,1.1049318057562123
2024-10-14,1.1118978263883665
2024-10-15,1.112516372326192
2024-10-16,1.1222899961888426
2024-10-17,1.125412389902818
2024-10-18,1.129777210245068
2024-10-21,1.1383681126999592
2024-10-22,1.1378433225235625
2024-10-23,1.1412711715439412
2024-10-24,1.1342186774500047
2024-10-25,1.1342759120064287
2024-10-28,1.1362343771360546
2024-10-29,1.1426925286749836
2024-10-30,1.1507952127081742
2024-10-31,1.1291069104783749
2024-11-01,1.115950764160258
2024-11-04,1.116724655120147
2024-11-05,1.1128552003207008
2024-11-06,1.1523236392750513
2024-11-07,1.1701231313525033
2024-11-08,1.1801837138310631
2024-11-11,1.1871487324700662
2024-11-12,1.1886965143898447
2024-11-13,1.1817314957508416
2024-11-14,1.18327927767062
2024-11-15,1.168575349432725
2024-11-18,1.1600625488739436
2024-11-19,1.1639320036733896
2024-11-20,1.1770881499915062
2024-11-21,1.168575349432725
2024-11-22,1.1770881499915062
2024-11-25,1.1886965143898447
2024-11-26,1.1886965143898447
2024-11-27,1.1917920782294016
2024-11-28,1.1848270595903985
2024-11-29,1.1933588641895483
