date,w_target,w_adj,turnover,cost,port_ret,alert_level,width_z,stress
2022-10-11,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.0015116896570808811
2022-10-12,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.8051571079579158
2022-10-13,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,0.0,green,0.0,0.00651970314513837
2022-10-14,"{'510300': 0.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",1.0,0.001,0.025352924229328666,yellow,0.0,0.9723585945410977
2022-10-17,"{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.0002809778027537124,green,0.0,0.028545081952704526
2022-10-18,"{'510300': 1.0, '513100': 0.0, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.8,0.0008,0.014456383745632718,red,0.0,0.9936797326950588
2022-10-19,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.011425333490087609,green,0.0,0.011845384616900904
2022-10-20,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.006446752137825307,green,0.0,0.0037412576151607123
2022-10-21,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}",0.0,0.0,-0.004778325123152682,green,-0.8131493575740159,0.002763788645302544
2022-10-24,"{'510300': 0.6, '513100': 0.4, '518880': 0.0, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.8,0.0008,0.0018099459938424956,red,1.2395243294476999,0.9999999828520786
2022-10-25,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.0033404272703845806,green,-0.7016746578592861,0.02402608271109344
2022-10-26,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,0.001002679322986966,green,-0.6883862527957684,0.00776030346043701
2022-10-27,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}",0.0,0.0,-0.004933196432233861,green,-0.6783687305614576,0.004187366396525327
2022-10-28,"{'510300': 0.36, '513100': 0.24, '518880': 0.4, '511260': 0.0}","{'510300': 0.216, '513100': 0.144, '518880': 0.24, '511260': 0.4}",0.8,0.0008,-0.009456019705010433,red,1.4226619398377252,0.9999523010799938
2022-10-31,"{'510300': 0.0, '513100': 0.0, '518880': 1.0, '511260': 0.0}","{'510300': 0.4, '513100': 0.0, '518880': 0.6, '511260': 0.0}",1.088,0.001088,-0.0068271608903735185,red,1.4251577196621745,0.9999975204013074
2022-11-01,"{'510300': 0.4, '513100': 0.0, '518880': 0.6, '511260': 0.0}","{'510300': 0.24, '513100': 0.4, '518880': 0.36, '511260': 0.0}",0.8,0.0008,0.0115084939407122,red,1.476122814915242,0.9963197190057865
2022-11-02,"{'510300': 0.24, '513100': 0.4, '518880': 0.36, '511260': 0.0}","{'510300': 0.204, '513100': 0.34, '518880': 0.306, '511260': 0.1499999999999999}",0.29999999999999993,0.0002999999999999999,-0.002941952728208107,yellow,1.1240987942908736,0.9003685646238242
2022-11-03,"{'510300': 0.204, '513100': 0.34, '518880': 0.306, '511260': 0.1499999999999999}","{'510300': 0.204, '513100': 0.34, '518880': 0.306, '511260': 0.1499999999999999}",0.0,0.0,-0.012640459750406063,green,-0.519282671486201,0.08119010861246692
2022-11-04,"{'510300': 0.204, '513100': 0.34, '518880': 0.306, '511260': 0.1499999999999999}","{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}",0.6800000000000002,0.0006800000000000002,0.00407642816249236,red,1.4567510204995697,0.9925742936832778
2022-11-07,"{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}","{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}",0.0,0.0,0.0019451117427266974,green,0.10956343767683907,0.4735983779417784
2022-11-08,"{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}","{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}",0.0,0.0,5.839479934265757e-05,green,-0.697508043847951,0.00360028507667935
2022-11-09,"{'510300': 0.12239999999999998, '513100': 0.20400000000000001, '518880': 0.18359999999999999, '511260': 0.49}","{'510300': 0.47344, '513100': 0.12240000000000001, '518880': 0.11016, '511260': 0.294}",0.70208,0.00070208,-0.0018363105007581267,red,1.5032053474633083,0.9830695269216454
