strategy,ann_return,ann_vol,sharpe,max_dd,calmar
v10 (mock momentum),0.016731993002117695,0.20833236630154045,0.08031393920760153,-0.20708248651910777,0.08079868695498696
v10.2 (mock momentum + CA-GCP risk),0.09295849941317758,0.1896360370362836,0.4901942735461803,-0.1764188892734022,0.5269191966689956
