date,nav_bare
2025-03-03,1.0
2025-03-04,1.0
2025-03-05,1.0
2025-03-06,1.0
2025-03-07,1.0
2025-03-10,1.0
2025-03-11,1.0
2025-03-12,1.0
2025-03-13,1.0
2025-03-14,1.0
2025-03-17,1.0
2025-03-18,1.0
2025-03-19,1.0
2025-03-20,1.0
2025-03-21,1.0
2025-03-24,1.0
2025-03-25,1.0
2025-03-26,1.0
2025-03-27,1.0
2025-03-28,1.0
2025-03-31,1.0096658979533009
2025-04-01,1.0160015082656149
2025-04-02,1.0121137473921495
2025-04-03,1.0214731717171588
2025-04-07,0.9902270935859742
2025-04-08,0.9971386684721347
2025-04-09,1.0096658979533009
2025-04-10,1.0315525517594764
2025-04-11,1.0472475863967994
2025-04-14,1.0550231081437302
2025-04-15,1.054735125856807
2025-04-16,1.080365549392986
2025-04-17,1.0892930002876102
2025-04-18,1.0918848408699204
2025-04-21,1.1121875920980173
2025-04-22,1.1493373071111308
2025-04-23,1.079933575962601
2025-04-24,1.0917408497264587
2025-04-25,1.0842533102664513
2025-04-28,1.074893885941442
2025-04-29,1.0823814254014494
2025-04-30,1.0757578328022122
2025-05-06,1.0960605840303093
2025-05-07,1.1045560614945484
2025-05-08,1.0881410711399169
2025-05-09,1.084397301409913
2025-05-12,1.0620786741733528
2025-05-13,1.0557430638610388
2025-05-14,1.0478235509706464
2025-05-15,1.0168654551263852
2025-05-16,1.0334244366244782
2025-05-19,1.039904038080254
2025-05-20,1.038032153215252
2025-05-21,1.0711501162114385
2025-05-22,1.072734018789517
2025-05-23,1.0733099833633637
2025-05-26,1.0691342402029749
2025-05-27,1.0606387627387357
2025-05-28,1.0619346830298908
2025-05-29,1.0511353472702647
2025-05-30,1.0610707361691205
2025-06-03,1.0767657708064438
2025-06-04,1.0761898062325972
2025-06-05,1.0774857265237523
2025-06-06,1.077197744236829
2025-06-09,1.065534461616433
2025-06-10,1.0662544173337414
2025-06-11,1.06956621363336
2025-06-12,1.079501602532216
2025-06-13,1.0926047965872288
2025-06-16,1.0890050180006867
2025-06-17,1.0797895848191392
2025-06-18,1.080365549392986
2025-06-19,1.074893885941442
2025-06-20,1.0707181427810533
2025-06-23,1.0747498947979803
2025-06-24,1.0615027095995058
2025-06-25,1.0643825324687393
2025-06-26,1.066254417333741
2025-06-27,1.0548791170002683
2025-06-30,1.0531512232787281
2025-07-01,1.0651024881860476
2025-07-02,1.0646705147556625
2025-07-03,1.0720140630722081
2025-07-04,1.0665423996206642
2025-07-07,1.0590548601606569
