date,nav_cagcp
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-24,0.9996236844156857
2022-10-25,0.9993727292423485
2022-10-26,0.9993986901223489
2022-10-27,1.0015447895357157
2022-10-28,1.002496688469064
2022-10-31,1.0002089929612186
2022-11-01,1.0000720897577786
2022-11-02,1.0001740108325354
2022-11-03,0.999003412816637
2022-11-04,0.9982354357123573
2022-11-07,1.0029236158985757
2022-11-08,1.0042515607061657
2022-11-09,1.0212772111433621
2022-11-10,1.0180614435786113
2022-11-11,1.0212691712187763
2022-11-14,1.0129717923767307
2022-11-15,1.0156202183716239
2022-11-16,1.0176325352890405
2022-11-17,1.0195014312005877
2022-11-18,1.018453436664772
2022-11-21,1.0167244563831583
2022-11-22,1.0155035335648424
2022-11-23,1.016302690193765
2022-11-24,1.019681430859042
2022-11-25,1.0208204620795633
2022-11-28,1.020199900933372
2022-11-29,1.0169624050490944
2022-11-30,1.0143470794086937
2022-12-01,1.0174333281290042
2022-12-02,1.023348638176266
2022-12-05,1.013318329835257
2022-12-06,1.0025164593141707
2022-12-07,1.0025164593141707
2022-12-08,1.005602708034481
2022-12-09,1.0092033315415097
2022-12-12,1.008431769361432
2022-12-13,1.0092033315415097
2022-12-14,1.0192336398825186
2022-12-15,1.0115180180817425
2022-12-16,1.0068886450012768
2022-12-19,1.0138327046219753
2022-12-20,1.0140898920153343
2022-12-21,1.023863012962984
2022-12-22,1.023863012962984
2022-12-23,1.0153758289821304
2022-12-26,1.0166617659489263
2022-12-27,1.0192336398825184
2022-12-28,1.020005202062596
2022-12-29,1.018462077702441
2022-12-30,1.0251489499297803
2023-01-03,1.0254061373231396
2023-01-04,1.0292639482235275
2023-01-05,1.0290067608301685
2023-01-06,1.0215483264227516
2023-01-09,1.0326073843371972
2023-01-10,1.0320930095504788
2023-01-11,1.0351792582707893
2023-01-12,1.033636133910634
2023-01-13,1.0356936330575075
2023-01-16,1.0376217333993398
2023-01-17,1.040186146276378
2023-01-18,1.0383757653761287
2023-01-19,1.0400850905328747
2023-01-20,1.045655270218486
2023-01-30,1.0451817236523593
2023-01-31,1.0374559526536586
2023-02-01,1.0430652008616657
2023-02-02,1.0517340390013128
2023-02-03,1.0379658843089319
2023-02-06,1.0244526954441877
2023-02-07,1.0224129688230943
2023-02-08,1.0224129688230943
2023-02-09,1.0247076612718244
2023-02-10,1.0180785497532707
2023-02-13,1.0244526954441877
2023-02-14,1.0236877979612775
2023-02-15,1.0203732422020007
2023-02-16,1.0201182763743641
2023-02-17,1.017823583925634
2023-02-20,1.0224129688230943
2023-02-21,1.0211381396849109
2023-02-22,1.024197729616551
2023-02-23,1.0219030371678208
2023-02-24,1.0252175929270977
2023-02-27,1.022412968823094
2023-02-28,1.0236877979612775
2023-03-01,1.027257319548191
2023-03-02,1.0264924220652811
2023-03-03,1.0310818069627414
2023-03-06,1.0349569078557794
2023-03-07,1.0362114714244086
2023-03-08,1.0301013369131111
2023-03-09,1.0300942060251301
2023-03-10,1.0345420821466529
2023-03-13,1.0389650723399586
2023-03-14,1.0471852142102054
2023-03-15,1.0465490969061346
2023-03-16,1.052282519380869
2023-03-17,1.0561891774869627
2023-03-20,1.0757974623128872
2023-03-21,1.0690425067668516
2023-03-22,1.0597989855891503
2023-03-23,1.0642283423831178
2023-03-24,1.0673915908263045
2023-03-27,1.063187369372267
2023-03-28,1.0600029618327245
2023-03-29,1.062535777318895
2023-03-30,1.0632908279100746
2023-03-31,1.070700222865692
2023-04-03,1.0556939128045053
2023-04-04,1.0676989608534548
2023-04-06,1.0829553760823283
2023-04-07,1.0824551657469554
2023-04-10,1.0722008538718109
2023-04-11,1.0782033778962856
2023-04-12,1.0857065329268791
2023-04-13,1.0869570587653115
2023-04-14,1.0919591621190403
2023-04-17,1.0814547450762095
2023-04-18,1.0767027468901669
2023-04-19,1.0747019055486753
2023-04-20,1.0774530623932261
2023-04-21,1.0724509590394973
2023-04-24,1.0696998021949464
2023-04-25,1.079453903734718
2023-04-26,1.0812046399085233
2023-04-27,1.0837056915853878
2023-04-28,1.074952010716362
2023-05-04,1.0992122119819474
2023-05-05,1.1042143153356767
2023-05-08,1.0924593724544136
2023-05-09,1.0947103189635914
2023-05-10,1.099962527485007
2023-05-11,1.0989621068142612
2023-05-12,1.0917090569513541
2023-05-15,1.0959608448020237
2023-05-16,1.0927094776220998
2023-05-17,1.0887077949391166
2023-05-18,1.086706953597625
2023-05-19,1.0829553760823283
2023-05-22,1.087207163932998
2023-05-23,1.0829553760823283
2023-05-24,1.0884576897714302
2023-05-25,1.0842059019207604
2023-05-26,1.077953272728599
2023-05-29,1.078953693399345
2023-05-30,1.0754522210517348
2023-05-31,1.069144979523441
2023-06-01,1.068107981483166
2023-06-02,1.0815889560067398
2023-06-05,1.0867739462081145
2023-06-06,1.0878109442483894
2023-06-07,1.0909219383692144
2023-06-08,1.0681079814831662
2023-06-09,1.0857369481678396
2023-06-12,1.0981809246511387
2023-06-13,1.1251428736982865
2023-06-14,1.1261798717385614
2023-06-15,1.1313648619399357
2023-06-16,1.1406978443024098
2023-06-19,1.1365498521413102
2023-06-20,1.135512854101035
2023-06-21,1.1406978443024098
2023-06-26,1.1313648619399355
2023-06-27,1.1158098913358117
2023-06-28,1.1303278638996606
2023-06-29,1.1396608462621347
2023-06-30,1.1406978443024096
2023-07-03,1.1593638090273581
2023-07-04,1.1531418207857085
2023-07-05,1.1510678247051587
2023-07-06,1.1521048227454336
2023-07-07,1.146919832544059
2023-07-10,1.1355128541010349
2023-07-11,1.1417348423426843
2023-07-12,1.1427718403829594
2023-07-13,1.1593638090273581
2023-07-14,1.1676597933495574
2023-07-17,1.173881781591207
2023-07-18,1.1842517619939563
2023-07-19,1.2060287208397296
2023-07-20,1.1894367521953308
2023-07-21,1.1697337894301072
2023-07-24,1.1738817815912068
2023-07-25,1.1697337894301072
2023-07-26,1.1728447835509321
2023-07-27,1.1832147639536812
2023-07-28,1.1759557776717566
2023-07-31,1.1915107482758804
2023-08-01,1.1956587404369803
2023-08-02,1.1790667717925816
2023-08-03,1.1593638090273581
2023-08-04,1.169733789430107
2023-08-07,1.1593638090273581
2023-08-08,1.161437805107908
2023-08-09,1.1604008070676328
2023-08-10,1.1500308266648835
2023-08-11,1.1510678247051587
2023-08-14,1.143808838423234
2023-08-15,1.1655857972690076
2023-08-16,1.1531418207857087
2023-08-17,1.1448458364635095
2023-08-18,1.123068877617736
2023-08-21,1.126179871738561
2023-08-22,1.1448458364635095
2023-08-23,1.1448458364635095
2023-08-24,1.1759557776717569
2023-08-25,1.1313648619399355
2023-08-28,1.1458828345037844
2023-08-29,1.1521048227454338
2023-08-30,1.176992775712032
2023-08-31,1.1821777659134063
2023-09-01,1.1811407678731316
