date,nav_bare
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-24,1.0
2022-10-25,1.0
2022-10-26,1.0
2022-10-27,1.0
2022-10-28,1.0
2022-10-31,0.9955968586387435
2022-11-01,0.9963814109308151
2022-11-02,0.9982120329456485
2022-11-03,0.9950738237773624
2022-11-04,0.9948123063466718
2022-11-07,1.002134794406006
2022-11-08,1.0039654164208396
2022-11-09,1.031686264074033
2022-11-10,1.0264559154602229
2022-11-11,1.0335168860888664
2022-11-14,1.0233177062919367
2022-11-15,1.0285480549057469
2022-11-16,1.0340399209502475
2022-11-17,1.0350859906730097
2022-11-18,1.0335168860888666
2022-11-21,1.0293326071978186
2022-11-22,1.0282865374750567
2022-11-23,1.0282865374750567
2022-11-24,1.0322092989354141
2022-11-25,1.0353475081037002
2022-11-28,1.0361320603957718
2022-11-29,1.0332553686581762
2022-11-30,1.0314247466433426
2022-12-01,1.0345629558116287
2022-12-02,1.0405778567175104
2022-12-05,1.0303786769205807
2022-12-06,1.0193949448315796
2022-12-07,1.0193949448315796
2022-12-08,1.0225331539998654
2022-12-09,1.0261943980295323
2022-12-12,1.0254098457374607
2022-12-13,1.0261943980295323
2022-12-14,1.0363935778264621
2022-12-15,1.0285480549057469
2022-12-16,1.023840741153318
2022-12-19,1.0309017117819614
2022-12-20,1.0311632292126518
2022-12-21,1.0411008915788909
2022-12-22,1.0411008915788909
2022-12-23,1.0324708163661043
2022-12-26,1.0337784035195567
2022-12-27,1.036393577826462
2022-12-28,1.0371781301185334
2022-12-29,1.0356090255343904
2022-12-30,1.0424084787323435
2023-01-03,1.0426699961630341
2023-01-04,1.0465927576233915
2023-01-05,1.0463312401927012
2023-01-06,1.0387472347026765
2023-01-09,1.049992484222368
2023-01-10,1.049469449360987
2023-01-11,1.0526076585292732
2023-01-12,1.0510385539451301
2023-01-13,1.0531306933906541
2023-01-16,1.0591455942965355
2023-01-17,1.0633298731875835
2023-01-18,1.0607146988806786
2023-01-19,1.0638529080489645
2023-01-20,1.0724829832617513
2023-01-30,1.0711753961082988
2023-01-31,1.0641144254796553
2023-02-01,1.0698678089548463
2023-02-02,1.0787594015983235
2023-02-03,1.0646374603410362
2023-02-06,1.0507770365144395
2023-02-07,1.0486848970689155
2023-02-08,1.0486848970689155
2023-02-09,1.0510385539451301
2023-02-10,1.044239100747177
2023-02-13,1.0507770365144395
2023-02-14,1.049992484222368
2023-02-15,1.0465927576233915
2023-02-16,1.0463312401927012
2023-02-17,1.0439775833164866
2023-02-20,1.0486848970689155
2023-02-21,1.047377309915463
2023-02-22,1.0505155190837492
2023-02-23,1.0481618622075346
2023-02-24,1.051561588806511
2023-02-27,1.0486848970689155
2023-02-28,1.049992484222368
2023-03-01,1.0536537282520353
2023-03-02,1.0528691759599638
2023-03-03,1.057576489712393
2023-03-06,1.0646374603410365
2023-03-07,1.065945047494489
2023-03-08,1.0546997979747976
2023-03-09,1.0546997979747976
2023-03-10,1.0620222860341317
2023-03-13,1.0693447740934658
2023-03-14,1.0832051979200625
2023-03-15,1.082420645627991
2023-03-16,1.0915737557021585
2023-03-17,1.0978501740387305
2023-03-20,1.1315859225978053
2023-03-21,1.1208637079394945
2023-03-22,1.104388109805993
2023-03-23,1.112233632726708
2023-03-24,1.117987016201899
2023-03-27,1.1104030107118745
2023-03-28,1.1049111446673738
2023-03-29,1.1088339061277315
2023-03-30,1.1109260455732557
2023-03-31,1.1195561207860423
2023-04-03,1.1038650749446122
2023-04-04,1.1164179116177562
2023-04-06,1.1323704748898769
2023-04-07,1.131847440028496
2023-04-10,1.121125225370185
2023-04-11,1.127401643706757
2023-04-12,1.1352471666274722
2023-04-13,1.1365547537809249
2023-04-14,1.1417851023947347
2023-04-17,1.1308013703057336
2023-04-18,1.125832539122614
2023-04-19,1.12374039967709
2023-04-20,1.1266170914146856
2023-04-21,1.1213867428008757
2023-04-24,1.1185100510632802
2023-04-25,1.1287092308602098
2023-04-26,1.1305398528750434
2023-04-27,1.1331550271819484
2023-04-28,1.1240019171077809
2023-05-04,1.1493691078847597
2023-05-05,1.15459945649857
2023-05-08,1.1423081372561164
2023-05-09,1.1446617941323307
2023-05-10,1.1501536601768312
2023-05-11,1.1491075904540693
2023-05-12,1.1415235849640448
2023-05-15,1.1459693812857834
2023-05-16,1.142569654686807
2023-05-17,1.138385375795759
2023-05-18,1.136293236350235
2023-05-19,1.1323704748898775
2023-05-22,1.136816271211616
2023-05-23,1.1323704748898775
2023-05-24,1.1381238583650686
2023-05-25,1.13367806204333
2023-05-26,1.1271401262760674
2023-05-29,1.1281861959988297
2023-05-30,1.1245249519691627
2023-05-31,1.1179299119126864
2023-06-01,1.116845595800259
2023-06-02,1.1309417052618156
2023-06-05,1.1363632858239527
2023-06-06,1.1374476019363802
2023-06-07,1.1407005502736627
2023-06-08,1.116845595800259
2023-06-09,1.1352789697115253
2023-06-12,1.1482907630606545
2023-06-13,1.1764829819837677
2023-06-14,1.177567298096195
2023-06-15,1.182988878658332
2023-06-16,1.192747723670179
2023-06-19,1.1884104592204692
2023-06-20,1.1873261431080415
2023-06-21,1.192747723670179
2023-06-26,1.1829888786583318
2023-06-27,1.1667241369719203
2023-06-28,1.1819045625459046
2023-06-29,1.1916634075577515
2023-06-30,1.192747723670179
2023-07-03,1.2122654136938726
2023-07-04,1.205759517019308
2023-07-05,1.2035908847944532
2023-07-06,1.2046752009068806
2023-07-07,1.1992536203447435
2023-07-10,1.1873261431080415
2023-07-11,1.193832039782606
2023-07-12,1.1949163558950338
2023-07-13,1.2122654136938729
2023-07-14,1.220939942593292
2023-07-17,1.2274458392678569
2023-07-18,1.2382890003921314
2023-07-19,1.2610596387531077
2023-07-20,1.2437105809542688
2023-07-21,1.2231085748181474
2023-07-24,1.227445839267857
2023-07-25,1.2231085748181474
2023-07-26,1.22636152315543
2023-07-27,1.2372046842797042
2023-07-28,1.229614471492712
2023-07-31,1.2458792131791236
2023-08-01,1.2502164776288336
2023-08-02,1.2328674198299947
2023-08-03,1.2122654136938735
2023-08-04,1.2231085748181476
2023-08-07,1.2122654136938735
2023-08-08,1.2144340459187284
2023-08-09,1.2133497298063007
2023-08-10,1.2025065686820264
2023-08-11,1.203590884794454
2023-08-14,1.1960006720074619
2023-08-15,1.218771310368438
2023-08-16,1.205759517019309
2023-08-17,1.1970849881198895
2023-08-18,1.1743143497589132
2023-08-21,1.1775672980961958
2023-08-22,1.1970849881198897
2023-08-23,1.1970849881198897
2023-08-24,1.2296144714927126
2023-08-25,1.182988878658333
2023-08-28,1.198169304232317
2023-08-29,1.2046752009068815
2023-08-30,1.23069878760514
2023-08-31,1.236120368167277
2023-09-01,1.2350360520548498
