,42,7,123
2010-08-17,0.9936668476618702,0.9936668533543935,0.9936668533544114
2010-08-18,0.9929176445400785,0.9929176502283099,0.9929176502283277
2010-08-19,0.9947492919339943,0.9947492976327187,0.9947492976327367
2010-08-20,0.9866223472069994,0.9866223528591668,0.9866223528591839
2010-08-23,0.9878129057234393,0.987812911382427,0.9878129113824443
2010-08-24,0.9887345947454848,0.9887346004097526,0.98873460040977
2010-08-25,0.9845698714125009,0.9845698770529101,0.9845698770529273
2010-08-26,0.9876605274774765,0.9876605331355912,0.987660533135609
2010-08-27,0.9894493444380849,0.9894493501064472,0.9894493501064653
2010-08-30,0.9976068863824816,0.9976068920975762,0.9976068920975951
2010-08-31,0.9965832469261962,0.9965832526354266,0.9965832526354452
2010-09-01,0.996500238545846,0.9965002442546009,0.9965002442546197
2010-09-02,1.001860836919856,1.0018608426593205,1.0018608426593396
2010-09-03,1.003868771765172,1.0038687775161392,1.0038687775161588
2010-09-06,1.0072150799956712,1.0072150857658082,1.0072150857658282
2010-09-07,1.0084046208433541,1.0084046266203057,1.008404626620326
2010-09-08,1.0103199417437216,1.0103199475316456,1.0103199475316658
2010-09-09,1.0031098828246128,1.0031098885712324,1.0031098885712517
2010-09-10,1.0052600714202151,1.0052600771791522,1.005260077179172
2010-09-13,1.0094086281358317,1.0094086339185349,1.0094086339185548
2010-09-14,1.0090079461424404,1.009007951922848,1.009007951922868
2010-09-15,1.0059308371246931,1.0059308428874731,1.0059308428874927
2010-09-16,0.9994313175646162,0.9994313232901623,0.9994313232901811
2010-09-17,1.0013779169663566,1.0013779227030537,1.001377922703073
2010-09-20,1.0018574577193213,1.0018574634587656,1.0018574634587851
2010-09-21,1.0002085116498394,1.0002085173798374,1.0002085173798567
2010-09-22,1.00843655432548,1.0084365601026144,1.0084365601026344
2010-09-23,1.00843655432548,1.0084365601026144,1.0084365601026344
2010-09-24,1.00843655432548,1.0084365601026144,1.0084365601026344
2010-09-27,1.00843655432548,1.0084365601026144,1.0084365601026344
2010-09-28,1.0071689441268423,1.0071689498967147,1.0071689498967349
2010-09-29,1.0046714281573694,1.0046714339129343,1.0046714339129543
2010-09-30,1.0095739334240765,1.0095738624556245,1.0096395525109765
2010-10-01,1.0179628505717757,1.0179627323031282,1.018028968197933
2010-10-04,1.0179628178927016,1.0179627323031228,1.018028968197933
2010-10-05,1.0179629256589806,1.0179627323031528,1.018028968197933
2010-10-06,1.017962940697144,1.0179627323032978,1.018028968197933
2010-10-07,1.0179628283421758,1.0179627323032816,1.018028968197933
2010-10-08,1.0179628699530874,1.0179627323033236,1.018028968197933
2010-10-11,1.0284839751382253,1.0284839242121855,1.0285508446903278
2010-10-12,1.0289136343273113,1.0289136015403806,1.0289805499764428
2010-10-13,1.0335304881929255,1.0335304049319811,1.0335976537699465
2010-10-14,1.0311287393352275,1.0311286487123978,1.0311957412747712
2010-10-15,1.0342904633908012,1.0342905390742523,1.0343578373718099
2010-10-18,1.0280644369775633,1.0280643369277844,1.0281312301044303
2010-10-19,1.0364770161663803,1.03647720043316,1.0365446410104933
2010-10-20,1.0322735607428437,1.0322735381154904,1.032340705172704
2010-10-21,1.033144556458715,1.0331446653432121,1.0332118890821347
2010-10-22,1.035127512311718,1.0351275531473283,1.0351949059071168
2010-10-25,1.0479943534461473,1.0479944352032335,1.0480626251739402
2010-10-26,1.0470915300334263,1.0470915974167891,1.0471597286424532
2010-10-27,1.0408112197237478,1.0408112776764915,1.0408790002600858
2010-10-28,1.0432857175076422,1.0432857656569936,1.043353649248369
2010-10-29,1.0421976376245798,1.0421977102361581,1.0422655230309712
2010-11-01,1.0538250772756061,1.0538251202103137,1.0538936895668927
2010-11-02,1.0517585236871942,1.0517584975785212,1.0518269324658922
2010-11-03,1.0473588890304035,1.0473587673923574,1.0474269160016596
2010-11-04,1.0555517063293431,1.055551524657309,1.055620206345508
2010-11-05,1.0665245582220064,1.0665244366873892,1.0665938323511994
2010-11-08,1.0719053269898737,1.071905214827329,1.0719749606028326
2010-11-09,1.0782108880558094,1.07821082419138,1.0782809802548827
2010-11-10,1.0745214881316023,1.0745213573898877,1.074591273390518
2010-11-11,1.072677696059732,1.0726775642001287,1.0727473602303288
2010-11-12,1.046581506611395,1.046581385149803,1.046649483177042
2010-11-15,1.0467538245975567,1.046753679367231,1.0468217886052669
2010-11-16,1.035749016618895,1.035748940404519,1.035816333596077
2010-11-17,1.0202315039505412,1.020231432509835,1.0202978160221061
2010-11-18,1.028216331705736,1.0282161879205616,1.0282830909776266
2010-11-19,1.0356220951258686,1.0356220464131647,1.0356894313481553
2010-11-22,1.0344630410595028,1.0344630117320375,1.0345303212520287
2010-11-23,1.0272076193534447,1.0272075943582384,1.0272744317894777
2010-11-24,1.0369689521679994,1.0369688092853468,1.0370362818506498
2010-11-25,1.0380905229810593,1.0380903691630636,1.038157914705019
2010-11-26,1.0334006324789682,1.0334004855025842,1.0334677258874165
2010-11-29,1.0352881574002657,1.0352879021174106,1.03535526531082
2010-11-30,1.0297322191063414,1.0297320267837946,1.029799028472493
2010-12-01,1.0344263600913197,1.0344259983516124,1.0344933054633587
2010-12-02,1.0384188952773892,1.038418437824623,1.0384860047127815
2010-12-03,1.037966966839013,1.0379664592311322,1.0380339967104115
2010-12-06,1.038365396414378,1.0383648891942414,1.0384324525982604
2010-12-07,1.043521722103611,1.0435212489338588,1.0435891478472568
2010-12-08,1.0366080738929946,1.0366076005589524,1.036675049621351
2010-12-09,1.0332010373279419,1.03320052964089,1.0332677570149384
2010-12-10,1.0376382220021276,1.037637773385682,1.0377052894784236
2010-12-13,1.048598271888808,1.0485978417347037,1.048666070967456
2010-12-14,1.0530500729868486,1.053049667911044,1.053118186811248
2010-12-15,1.0488042061666925,1.0488037109642279,1.0488719535924935
2010-12-16,1.0483714132556572,1.0483709473945135,1.0484391618642903
2010-12-17,1.0500126477283367,1.050012194149213,1.0500805154101667
2010-12-20,1.0486076296127296,1.0486070982273221,1.0486753280627614
2010-12-21,1.0537636935932422,1.0537631626789972,1.0538317280044953
2010-12-22,1.0502810984783264,1.0502805182921455,1.0503488570119583
2010-12-23,1.0475060474394255,1.0475054129354737,1.0475735710872456
2010-12-24,1.0443450237782024,1.0443444016630563,1.0444123541369665
2010-12-27,1.0361326282171621,1.0361319538622913,1.0361993719759803
2010-12-28,1.031556128153073,1.0315553944859372,1.0316225148160698
2010-12-29,1.0354865055564473,1.035485808987902,1.0355531850585922
2010-12-30,1.0381580707949167,1.0381574556139466,1.038225005520988
2010-12-31,1.0438900148072672,1.0439572757556652,1.0442610425583454
2011-01-03,1.0506450387850428,1.0507127349797913,1.0499754136337125
2011-01-04,1.0514426214193473,1.0515103690047245,1.0499754136337125
2011-01-05,1.0494781799084352,1.0495458009189849,1.0475652200114312
2011-01-06,1.0500297761452713,1.050097432696812,1.04804816409437
2011-01-07,1.0448228912759807,1.0448902123323929,1.0428804480833533
2011-01-10,1.0396045839068868,1.0396715687321854,1.037916425580104
2011-01-11,1.0404517030044544,1.0405187424121645,1.0379788387861357
2011-01-12,1.044240639896567,1.0443079234367862,1.0407036766281363
2011-01-13,1.044729801128612,1.044797116186949,1.0408230152280422
2011-01-14,1.040087625237253,1.0401546411863465,1.0357485715713952
2011-01-17,1.0274061982875053,1.0274723971344213,1.0227581847156666
2011-01-18,1.0281929017077032,1.028259151244268,1.0236015235863454
2011-01-19,1.036637008243316,1.0367038018588604,1.0316268488493052
2011-01-20,1.0247713505713019,1.0248373796471175,1.0205171023182522
2011-01-21,1.0259863590474076,1.026052466409845,1.0222464472330657
2011-01-24,1.023348108491661,1.0234140458637426,1.019713949293882
2011-01-25,1.0168647164021924,1.0169302360299766,1.0128878723024832
2011-01-26,1.0201699066208452,1.0202356392118974,1.0162003134706377
2011-01-27,1.0257564467502591,1.0258225392987608,1.0223413850786558
2011-01-28,1.0256191719025942,1.0256852556060683,1.0227697794735342
2011-01-31,1.0315427278056533,1.031609193181509,1.0296561747229598
2011-02-01,1.034628632443641,1.0346952966535403,1.0328046051648052
2011-02-02,1.0357469189816255,1.0358136552460635,1.032472722339346
2011-02-03,1.0345538155250973,1.0346204749143195,1.032472722339346
2011-02-04,1.0345538155250973,1.034620474914319,1.032472722339346
2011-02-07,1.0345538155250973,1.0346204749143189,1.032472722339346
2011-02-08,1.0343193587573636,1.0343860030398362,1.032472722339346
2011-02-09,1.0332268415660977,1.0332934154544282,1.032472722339346
2011-02-10,1.038745273078153,1.0388122025354916,1.040015383905031
2011-02-11,1.0411447058149341,1.0412117898748834,1.0421210383758837
2011-02-14,1.048154962147051,1.0482224978987331,1.0485001938019802
2011-02-15,1.0467674707965673,1.0468349171480413,1.0478488936462806
2011-02-16,1.0508632265311917,1.0509309367844288,1.0512522779793494
2011-02-17,1.050824769320321,1.0508924770956451,1.0506749462597973
2011-02-18,1.0490609752110465,1.049128569339853,1.0477235351506886
2011-02-21,1.0535425296492409,1.0536104125379726,1.0528841159580746
2011-02-22,1.044610190037877,1.0446774973893151,1.0452229099481456
2011-02-23,1.043912914112205,1.0439801765360759,1.0447935154150856
2011-02-24,1.043663195916639,1.0437304422504214,1.0456767674803573
2011-02-25,1.0462718862470548,1.0463393006665394,1.0469137441799663
2011-02-28,1.0536246529020667,1.053692541082246,1.0535355748487496
2011-03-01,1.054864071744223,1.054932039783857,1.0546383249036622
2011-03-02,1.0546350345257505,1.0547029878078333,1.0556869696649491
2011-03-03,1.0498081839750324,1.0498758262487315,1.0502718622616063
2011-03-04,1.0539566943693888,1.0540246039439913,1.053628341961287
2011-03-07,1.058872294131082,1.058940520432444,1.0592081619891784
2011-03-08,1.056829574706309,1.056897669389163,1.0555658934768573
2011-03-09,1.058685442690487,1.0587536569524534,1.0571798074967704
2011-03-10,1.0530806299682083,1.053148483095367,1.0519389148082208
2011-03-11,1.0484344239942263,1.0485019777524707,1.0483434870479427
2011-03-14,1.0507520940261155,1.0508197971187554,1.0504546279915552
2011-03-15,1.0450372226461941,1.0451045575126183,1.0468714672525414
2011-03-16,1.048424917263576,1.048492470409273,1.050395638619566
2011-03-17,1.0426068680772547,1.0426740463486834,1.0457869636862578
2011-03-18,1.0467683825328056,1.046835828943028,1.0501661577777173
2011-03-21,1.0476897846707975,1.047757290449709,1.0496786699083254
2011-03-22,1.0484645267440253,1.0485320824418802,1.0498530133837807
2011-03-23,1.0535056240514098,1.0535735045622059,1.0553442263254613
2011-03-24,1.0533476071529926,1.0534154774822886,1.0548365205533583
2011-03-25,1.05710806719794,1.0571761798248969,1.0579301011991853
2011-03-28,1.053985784601024,1.0540536960499969,1.054945386099772
2011-03-29,1.0504721096523546,1.0505397947047665,1.051234013357515
2011-03-30,1.0507104230084892,1.0507781234161415,1.050041300957051
2011-03-31,1.0473598799882846,1.0478209643013054,1.046692891657201
2011-04-01,1.0508805539820263,1.0520670011049646,1.0502113235863797
2011-04-04,1.0552498114290871,1.0573564259650052,1.054577798566985
2011-04-05,1.0552498114290871,1.057808042277207,1.054577798566985
2011-04-06,1.0552498114290871,1.057808042277207,1.054577798566985
2011-04-07,1.056291985926228,1.05877934959943,1.0556193093779933
2011-04-08,1.0619076339296385,1.0644538298508448,1.0612313811782654
2011-04-11,1.0611244812469867,1.0634030325938362,1.0604487272293446
2011-04-12,1.0587495490382184,1.0600583181318413,1.0580753074444342
2011-04-13,1.0619640068838443,1.0636220143909612,1.0612877182325828
2011-04-14,1.0591218239015519,1.0605343841174664,1.0584473452326282
2011-04-15,1.0588190755991302,1.06022922165294,1.05814478972887
2011-04-18,1.0603220994932347,1.0610381006406275,1.0596468564549393
2011-04-19,1.0546509548553604,1.054635020615905,1.0539793233620265
2011-04-20,1.0588958337020533,1.0599107243668555,1.0582214989500671
2011-04-21,1.060739772388497,1.062468244680365,1.060064263364314
2011-04-22,1.0601064093033028,1.061427290816025,1.0594313036226077
2011-04-25,1.0539190041659143,1.0556028241172937,1.0532478387994373
2011-04-26,1.0479236152564664,1.0499571280907292,1.0472562679228539
2011-04-27,1.0447008264181654,1.0465350168822063,1.0440355314474414
2011-04-28,1.0402928998054188,1.04208916013456,1.039630411926766
2011-04-29,1.0416090431013887,1.0430425719694387,1.0409457170655398
2011-05-02,1.0457617720590655,1.0466555065977496,1.0450958014482143
2011-05-03,1.0457617720590655,1.0466555065977496,1.0450958014482143
2011-05-04,1.0376500710030414,1.0379318759540925,1.036989266152358
2011-05-05,1.0363530526513203,1.0365282632334467,1.035693073778529
2011-05-06,1.0338589110372054,1.0338309388810512,1.033200520504186
2011-05-09,1.0377354325455426,1.0380804400383807,1.0370745733342202
2011-05-10,1.0411117972656772,1.0411044661046371,1.0404487878900104
2011-05-11,1.0414347920322902,1.0414081342596893,1.0407715769644401
2011-05-12,1.0334703618581764,1.0331669552650662,1.0328122187642403
2011-05-13,1.0401654384942591,1.0401540984172353,1.0395030317865668
2011-05-16,1.0373765573949898,1.0364396700698237,1.0367159267254915
2011-05-17,1.0371229860655995,1.0359944410829052,1.0364625168774804
2011-05-18,1.0388622516005628,1.0380099414418869,1.0382006747990642
2011-05-19,1.0385822802937363,1.038273458015669,1.0379208817858674
2011-05-20,1.0383024465642374,1.0381345105477002,1.0376412262623853
2011-05-23,1.0280746764556488,1.0268212093554794,1.027419969486459
2011-05-24,1.0301105678422613,1.0288016546177154,1.0294545643599777
2011-05-25,1.0279971586690768,1.0268746383837841,1.0273425010654011
2011-05-26,1.0281305078754743,1.0275311482430427,1.0274757653512607
2011-05-27,1.0224240803308025,1.0229156535589334,1.0217729718207011
2011-05-30,1.019667944995487,1.0205483386944634,1.0190185916701533
2011-05-31,1.0250285460790045,1.0272669785745456,1.0243757789716093
2011-06-01,1.0258386270453619,1.0278375092277674,1.0251853440555443
2011-06-02,1.022779382617417,1.0236989060988333,1.022128047840792
2011-06-03,1.0282938666428574,1.027850919798305,1.0276390200871706
2011-06-06,1.0302306427960133,1.0293918628689211,1.0295745628466109
2011-06-07,1.0302306427960133,1.0293918628689211,1.0295745628466109
2011-06-08,1.0301645699131077,1.02860964173375,1.0295085320407817
2011-06-09,1.0239329644489514,1.0225786421792702,1.023280895038859
2011-06-10,1.0248053455654873,1.0227358337459798,1.0241527205984786
2011-06-13,1.023096785069521,1.0214399083683827,1.0224452481620567
2011-06-14,1.0261938481281012,1.0243047807559662,1.0255403389234732
2011-06-15,1.023864016501577,1.021583372293315,1.0232119909994835
2011-06-16,1.0173050129033059,1.0140444142476936,1.0166571643598175
2011-06-17,1.0134260295151547,1.0094875843423348,1.012780651217764
2011-06-20,1.0109039686728876,1.0067821587556165,1.010260196495021
2011-06-21,1.0159032761913058,1.0123582501519377,1.015256320313317
2011-06-22,1.0141296219941385,1.010729953321788,1.0134837956292
2011-06-23,1.0178919970946703,1.0138959234972198,1.0172437747430827
2011-06-24,1.0230737776480914,1.0202143448465963,1.022422255392403
2011-06-27,1.022093893489658,1.01883352857706,1.0214429952518567
2011-06-28,1.0232759900647659,1.02001247163548,1.0226243390345036
2011-06-29,1.0219274740841309,1.018746545663616,1.0212766818269041
2011-06-30,1.0273543738296478,1.0241561238532741,1.0266338926026235
2011-07-01,1.0273618741947543,1.0241636008690447,1.0266413877077418
2011-07-04,1.035816432711825,1.0325918395569829,1.0350900170626849
2011-07-05,1.036827014729503,1.033599275538593,1.0360998903615557
2011-07-06,1.0391864233476371,1.0359513390976614,1.0384576443319407
2011-07-07,1.039675655588869,1.036439048313301,1.0389465334757453
2011-07-08,1.0404933196996573,1.0372541669594573,1.0397636241606039
2011-07-11,1.0422742361650084,1.0390295392657642,1.0415432916734004
2011-07-12,1.037429060855756,1.0341994474391087,1.0367015142742677
2011-07-13,1.0459526826369214,1.0426965343907602,1.0452191584594004
2011-07-14,1.048207276817316,1.0449441098092087,1.0474721714981663
2011-07-15,1.0488866739056548,1.045621391871051,1.0481510921269148
2011-07-18,1.0498044628527783,1.0465363236555896,1.049068237430795
2011-07-19,1.048143238398022,1.044880270747486,1.047408177988866
2011-07-20,1.0460527418565417,1.0427962821166983,1.0453191475077237
2011-07-21,1.0427963490035437,1.0395500267183415,1.0420650383554222
2011-07-22,1.043457858070304,1.040209476445685,1.0427260835074206
2011-07-25,1.0342722216540803,1.0310524357722737,1.0335468889565453
2011-07-26,1.036707756181502,1.0334803882535744,1.035980715449295
2011-07-27,1.041249958444909,1.0380084502177318,1.0405197322768718
2011-07-28,1.038492939744299,1.0352600143734552,1.0377646470670323
2011-07-29,1.0353995679449024,1.0321762725289565,1.0346734446420482
2011-08-01,1.0381138714063165,1.0348821261105603,1.0373858445687891
2011-08-02,1.035913982035082,1.0326890852000994,1.0351874979748288
2011-08-03,1.0383157754535746,1.0350834016116897,1.0375876070212107
2011-08-04,1.0383512943502455,1.035118809934723,1.0376231010085624
2011-08-05,1.0285610587328764,1.025359052233864,1.0278397312605487
2011-08-08,1.0184685141263354,1.0152979266599098,1.0177542645319513
2011-08-09,1.0182180794030398,1.0150482715632634,1.0175040054379418
2011-08-10,1.0231130746883161,1.0199280282717116,1.0223955678744656
2011-08-11,1.0304528882332038,1.027244992292526,1.029730234025269
2011-08-12,1.0317874312073332,1.0285753807099176,1.0310638410875295
2011-08-15,1.0362758618381365,1.033049838437578,1.0355491239924222
2011-08-16,1.034076287857365,1.0308571119357401,1.0333510925677423
2011-08-17,1.0353168080159654,1.032093770239396,1.0345907427524543
2011-08-18,1.0303068004923863,1.027099359336469,1.0295842487354416
2011-08-19,1.0304538114908643,1.0272459126759985,1.0297311566354501
2011-08-22,1.0299850728089481,1.0267786332213138,1.0292627466788762
2011-08-23,1.0352255265672397,1.0320027729583332,1.0344995253191955
2011-08-24,1.0322528081129947,1.0290393088538705,1.031528891625454
2011-08-25,1.0335526988291979,1.030335152889047,1.0328278707313363
2011-08-26,1.0349773519082892,1.0317553708902405,1.0342515247045527
2011-08-29,1.0339473992562096,1.03072862457682,1.0332222943558609
2011-08-30,1.0309712872467232,1.02776177748157,1.0302482694867705
2011-08-31,1.0326672340699372,1.0294524446641597,1.031943026946441
2011-09-01,1.0300043282226423,1.0267978286911092,1.029281988588793
2011-09-02,1.0280336301204478,1.0248332655558934,1.0273126725325714
2011-09-05,1.0229845698232838,1.0197999234543078,1.022267153129593
2011-09-06,1.0221502101471873,1.0189681612176953,1.0214333785879872
2011-09-07,1.0255142944261024,1.0223217727885165,1.02479510364246
2011-09-08,1.023254801486637,1.020069313861291,1.022537195280112
2011-09-09,1.0240024100906564,1.0208145950900047,1.0232842795879649
2011-09-12,1.0169604571144883,1.013794564370181,1.01624726511696
2011-09-13,1.0169604571144883,1.013794564370181,1.01624726511696
2011-09-14,1.0172147617195477,1.0140480773012885,1.0165013913787941
2011-09-15,1.0166841522962975,1.0135191197146571,1.0159711540706924
2011-09-16,1.0149332651722751,1.011773683265539,1.014221494839718
2011-09-19,1.0085951969952072,1.005455346085792,1.0078878715350492
2011-09-20,1.0080487472157718,1.004910597455482,1.007341804979567
2011-09-21,1.0171929548991934,1.0140263383675998,1.0164795998515117
2011-09-22,1.004281402074637,1.0011549804111124,1.003577101868774
2011-09-23,0.9973140899204529,0.994209358149433,0.9966146758743203
2011-09-26,0.9843207794057948,0.9812564970221579,0.9836304775379594
2011-09-27,0.989308516248898,0.9862287065753144,0.9886147164928712
2011-09-28,0.9841772801940072,0.9811134445367994,0.9834870789618336
2011-09-29,0.973031274024175,0.970002136923646,0.97234888946008
2011-09-30,0.9769518929366228,0.9739172098513252,0.9759688385591743
2011-10-03,0.9766044210207953,0.9735896083403673,0.972299672312328
2011-10-04,0.9765894884822229,0.9735896083403673,0.9697128356489076
2011-10-05,0.9766133127368668,0.9735896083403673,0.973829410737119
2011-10-06,0.9766133492313306,0.9735896083403673,0.973829410737119
2011-10-07,0.9766265686420285,0.9735896083403673,0.9761264608633161
2011-10-10,0.9766267034609674,0.9735896083403673,0.9761436329417048
2011-10-11,0.9771936544178683,0.9741452470731597,0.9784697389579344
2011-10-12,0.9877031707459994,0.9846324906397816,0.9891278199392256
2011-10-13,0.9895652856667215,0.9864814156857528,0.9926280209862125
2011-10-14,0.9904801317196847,0.9874006641401888,0.992446480142527
2011-10-17,0.9910232729733878,0.9879342488034174,0.994470166184993
2011-10-18,0.9797000753145259,0.9766490734441869,0.9805098187770346
2011-10-19,0.9785782952419175,0.9755236994812891,0.9804148261575992
2011-10-20,0.9657797007418955,0.9627545759169603,0.967019561870935
2011-10-21,0.9639875670543958,0.9609645004853281,0.9655087884936381
2011-10-24,0.9745001175060589,0.9714417952390514,0.9783970812171747
2011-10-25,0.9808863783704123,0.9778126389409465,0.9852001503413553
2011-10-26,0.9867484954052561,0.983662516455176,0.9911217649143234
2011-10-27,0.9884302513335237,0.9853274087037107,0.9951436482286925
2011-10-28,0.9950682772125111,0.9919468169081792,1.0026902091428789
2011-10-31,0.9929870047804483,0.9898725096625479,1.0001259889560696
2011-11-01,0.9930455336558658,0.9899419768736736,0.9982508669740732
2011-11-02,1.0001123116089068,0.9969885870108592,1.0063460180033186
2011-11-03,0.9991317479902936,0.9960207809920014,1.0034782134215912
2011-11-04,1.0059482475254446,1.0028122192663709,1.0122687840776876
2011-11-07,1.0035118734220179,1.0003836425235006,1.0093190437547606
