name,ann,vol,sharpe,dd,calmar
v7.3 完整版 (Bootstrap-Lasso + FRP),0.021407570547526067,0.1590801005835303,0.13457101465865184,-0.3941180152853099,0.054317665565296984
v6.2 ir_expanding (current best),0.1639972801441485,0.16198630761485924,1.012414459955903,-0.21588589606473185,0.759647958174049
v6.1 IC12,0.11872580602987659,0.16229207892859487,0.7315563816402492,-0.2900692749582878,0.40930155752259334
v1.0 locked,0.051640647644136006,0.04418183524211487,1.1688207916476785,-0.05809614109453287,0.8888825775899192
5 ETF 等权,0.058120295884250606,0.17303686739620622,0.3358838885540578,-0.34551840925819444,0.1682118646269271
combo 50/50 (v6.2 + v7.3),0.10868718739483318,0.14983841015973484,0.7253626575386611,-0.22756198318705056,0.4776157505425451
v7.3 完整版 (OOS 2022+),0.0028697566036564037,0.14811593978967116,0.019375069339137567,-0.30066294689426865,0.009544763108656634
v6.2 ir_expanding (OOS 2022+),0.137375717969191,0.17845507431195554,0.7698056135352357,-0.1672553374824457,0.821353267626567
combo 50/50 (OOS 2022+),0.09359742129974258,0.15664195179304344,0.5975246109254577,-0.18818514844367717,0.497368799152372
