date,v6_1_IC12,v6_2_ir_expanding,v7_0
2020-03-12,1.1877672232536423,1.1960473763563142,1.1394490907516406
2020-03-13,1.1557937870530086,1.161598979008214,1.1236726768982388
2020-03-16,1.1035857721524271,1.1215402057800954,1.1050443449064087
2020-03-17,1.0747838708161175,1.077186871510874,1.0840363860674669
2020-03-18,1.05496697582269,1.0747692393740123,1.0828667903943694
2020-03-19,1.0249047385392993,1.0575731399273332,1.0745379895071903
2020-03-20,1.0508291833158792,1.0661128751301685,1.0787090692381012
2020-03-23,1.0120965951701866,1.0477975948827765,1.0698005107605864
2020-03-24,1.0682208583688022,1.1018663816664906,1.096338300783497
2020-03-25,1.1091723486915055,1.1321984963828573,1.1108464184272386
2020-03-26,1.1076526460520555,1.1257054853448478,1.1077839592271874
2020-03-27,1.119463788336159,1.1377256781010676,1.1134703204819405
2020-03-30,1.0936607662725664,1.117791284722793,1.104091745941136
2020-03-31,1.1040094289364302,1.1183302058392612,1.1044229504360126
2020-04-01,1.0763644678942643,1.1028146040758604,1.094889270471732
2020-04-02,1.0882133878112734,1.112388544435587,1.10080332039415
2020-04-03,1.0806868040509285,1.112238089541002,1.1007106830445692
2020-04-07,1.1241750579239873,1.1463945054171372,1.1217423786621463
2020-04-08,1.118189649887192,1.1396598129513265,1.1176421943677388
2020-04-09,1.1327875126986484,1.1453843229934488,1.1211351450505869
2020-04-10,1.1227351421546647,1.1466834183746624,1.121926323316232
2020-04-13,1.1168763891797218,1.142742879717499,1.1195274739647154
2020-04-14,1.1465280800924227,1.162964705063059,1.1318537861941667
2020-04-15,1.1527113968726965,1.1588119446810405,1.1293390800471526
2020-04-16,1.1549658233098117,1.1610130332404975,1.130673754929707
2020-04-17,1.1728454173081888,1.1614842727504229,1.1309592959384098
2020-04-20,1.1719567688073553,1.160251442223893,1.1302123939804838
2020-04-21,1.1586962008768225,1.1573384689890631,1.1284468805727257
2020-04-22,1.1586356223553145,1.157117814731409,1.1283130178603873
2020-04-23,1.1656327941227445,1.1680189392126172,1.1349268001535657
2020-04-24,1.15416056788838,1.1674565299340822,1.1345867859800831
2020-04-27,1.1789083112147154,1.1715728989973455,1.1370758604218372
2020-04-28,1.1880723183562496,1.1719456659360816,1.1373009648753334
2020-04-29,1.2009749646102694,1.181983548223243,1.1433618577230102
2020-04-30,1.2186186608481202,1.2013192948975444,1.1513123171129924
2020-05-06,1.2222556262742383,1.2056643209001852,1.1530823693604006
2020-05-07,1.2172686237599553,1.2019287142908759,1.1515637320503198
2020-05-08,1.2286712336728172,1.2141008641309492,1.1565209220553612
2020-05-11,1.225892804146459,1.206793827254227,1.1535622349954442
2020-05-12,1.2180607260095997,1.2009559127718918,1.1511901803694191
2020-05-13,1.2183511230359882,1.2006784804092696,1.151077139330659
2020-05-14,1.2043514753926259,1.192029603577569,1.1475526482009162
2020-05-15,1.2126481246151102,1.198215741604019,1.1500840681129039
2020-05-18,1.2184755161975753,1.208418861761576,1.154246877979297
2020-05-19,1.234660742986868,1.2176438018270708,1.1579923259971028
2020-05-20,1.2349951167435516,1.2141865597997075,1.1565947539352108
2020-05-21,1.232941407342415,1.207765599734834,1.153994865134088
2020-05-22,1.2071109775961228,1.1860515116175474,1.145175814740546
2020-05-25,1.2271101257233075,1.195017268948076,1.1488555333036423
2020-05-26,1.2464685048137114,1.2125996519221396,1.1560405533170715
2020-05-27,1.2399641033577855,1.2025692644577026,1.151975817285473
2020-05-28,1.245873573769144,1.2023402664124994,1.151882572609277
2020-05-29,1.2414961147378507,1.2066189952133881,1.1535581044774508
2020-06-01,1.2617143212853004,1.2275136658467383,1.161723213025515
2020-06-02,1.2654681838979414,1.22834374652295,1.1620443229671162
2020-06-03,1.274021677556401,1.228235791491112,1.1620025781291015
2020-06-04,1.2733411704810471,1.2296169760788986,1.162536692400734
2020-06-05,1.2783759593793835,1.233400919243594,1.163998999335465
2020-06-08,1.2883308244310236,1.2298917258822502,1.1626453294903911
2020-06-09,1.2912845241434399,1.2355454239463586,1.1648299202834949
2020-06-10,1.2950262200043186,1.2364621502079582,1.165183185266039
2020-06-11,1.2852083723428795,1.2309865492855299,1.1630740604271936
2020-06-12,1.2701885348526651,1.2363899249505865,1.1651608388676689
2020-06-15,1.2497013204788179,1.2249830957566619,1.160766915515861
2020-06-16,1.284201307043922,1.2381992403158606,1.1658858175976714
2020-06-17,1.2895754356935591,1.239662120043724,1.1664488471931145
2020-06-18,1.2895562505265699,1.2432219658370467,1.1678179960529331
2020-06-19,1.3001949816775433,1.2510177625810974,1.1708112537795774
2020-06-22,1.2993950569355424,1.2550852548944655,1.172367245455172
2020-06-23,1.307019908543084,1.2568002328146746,1.1730220415763197
2020-06-24,1.3096885698668406,1.2638788148302527,1.1757225361244428
2020-06-29,1.2884236687580999,1.2570608918877577,1.1731300967249034
2020-06-30,1.3061705944258193,1.2674036690473367,1.1768485478318391
2020-07-01,1.305979852199528,1.2810737622753579,1.181738584756121
2020-07-02,1.3068432665078837,1.2897363606197334,1.1848170234116546
2020-07-03,1.3206010634091925,1.302992500256701,1.1895084233545903
2020-07-06,1.3507814898664392,1.3490723838677128,1.2057142812194541
2020-07-07,1.381822462005521,1.3485997490842996,1.2055515503745244
2020-07-08,1.389876198864336,1.3652654737625194,1.2112908904717172
2020-07-09,1.4323162583275655,1.3858355227668144,1.2183216414551783
2020-07-10,1.4478098110758322,1.3760415298539144,1.2150046442832727
2020-07-13,1.506837354434524,1.3990851277774565,1.2228431220666298
2020-07-14,1.5008035025008046,1.3900238727463419,1.2197920672859763
2020-07-15,1.5051721220562237,1.374449572611687,1.214526961132257
2020-07-16,1.403139088561749,1.331850966927051,1.200025599598814
2020-07-17,1.4204168118288374,1.3300541852685512,1.1994019146946435
2020-07-20,1.427910632406332,1.354917596548665,1.208039476420496
2020-07-21,1.4612111210065537,1.3607193823096235,1.2100322822158336
2020-07-22,1.478896329551866,1.3844897494380304,1.2181755613479806
2020-07-23,1.5013572632434011,1.386115468949215,1.2187266237770473
2020-07-24,1.423840074434819,1.3574023573325968,1.2090008941099106
2020-07-27,1.440016375980654,1.3768749276214816,1.2156824306749299
2020-07-28,1.4566253298261815,1.3810915114908187,1.2171166693782973
2020-07-29,1.4999971149258255,1.4056127042234796,1.2254417105811573
2020-07-30,1.505256115472936,1.395714808631302,1.222117374683492
2020-07-31,1.5005425530323688,1.4037939251775757,1.2243498420989791
2020-08-03,1.5086891670722744,1.4159998102983795,1.2277093562331245
2020-08-04,1.5156403726000727,1.4177079073686338,1.2281767145135947
2020-08-05,1.5221508843262472,1.4277453048278133,1.23092081646522
2020-08-06,1.5196017360529548,1.4301667758589987,1.2315796317660037
2020-08-07,1.5254459687164195,1.4231436691632497,1.2296710529332346
2020-08-10,1.5337602889702173,1.4255566473598076,1.2303290116209311
2020-08-11,1.532757570901263,1.4084112117867191,1.2256592970945734
2020-08-12,1.524889108700315,1.3818735544279914,1.2183713049446727
2020-08-13,1.5342117158020832,1.3874128493375864,1.21991254705816
2020-08-14,1.5381029326133941,1.40355804440703,1.2243924778617439
2020-08-17,1.5438795382320347,1.4222925558279855,1.2295499592604608
2020-08-18,1.5460843566794369,1.4310516893628549,1.2319395493787655
2020-08-19,1.542714111619164,1.413102732650662,1.227063385300281
2020-08-20,1.5297628474104001,1.396809364643593,1.2225985118774443
2020-08-21,1.5328146849234001,1.4028849029784414,1.2242766840443462
2020-08-24,1.5387431980355153,1.4039423548894947,1.224567905378362
2020-08-25,1.54548893478486,1.4037949714076854,1.2245273370201495
2020-08-26,1.5351650925667681,1.3924045754755934,1.2213918237243493
2020-08-27,1.54307072635479,1.4022915472007196,1.2241287171252124
2020-08-28,1.5488134919664625,1.4188206540350512,1.2286821944723576
2020-08-31,1.5604667347471775,1.418448683227904,1.2285827077047933
2020-09-01,1.5576944426456902,1.4222531261529145,1.2296004228639292
2020-09-02,1.5610458584755034,1.4188269045974045,1.2286855790613596
2020-09-03,1.5579015272222518,1.4146815523311307,1.2275768710427262
2020-09-04,1.5538704203535167,1.4109149597292914,1.2265674251239778
2020-09-07,1.5448289540884204,1.4016084127474533,1.2240686707749933
2020-09-08,1.5450201377202875,1.4072389175079958,1.2255873666647383
2020-09-09,1.5301867632722692,1.3957817864108375,1.222505621512418
2020-09-10,1.5352659664582753,1.3961944585201818,1.2226172520089027
2020-09-11,1.544871340909361,1.396443754917907,1.222684674533959
2020-09-14,1.5520106352297562,1.3997152414238305,1.2235693430146177
2020-09-15,1.5554065345695083,1.4028233093055846,1.2244084624715976
2020-09-16,1.5477952420899912,1.403591808094853,1.2246156248732505
2020-09-17,1.5409631508398824,1.3998840656225442,1.2236165157290242
2020-09-18,1.555944926945542,1.4127643786133854,1.2270936709417068
2020-09-21,1.54734936174466,1.4107771238806694,1.2265605743321055
2020-09-22,1.537781129680246,1.3952161510721264,1.2223821577492473
2020-09-23,1.538955404115371,1.3949771429633957,1.222317484818361
2020-09-24,1.5338679220064233,1.3801065590932755,1.2182931940365604
2020-09-25,1.534974189322696,1.3787892822680696,1.2179340566234982
2020-09-28,1.539208159776179,1.3799714076614955,1.2182565596710226
2020-09-29,1.5404059323565236,1.3847891694591337,1.219570145318097
2020-09-30,1.539269338204085,1.3797371688979363,1.218139902992467
2020-10-09,1.576297515615932,1.4067707535098128,1.2258122378958987
2020-10-12,1.5950266687790715,1.4457526765784035,1.236731341627726
2020-10-13,1.5903921226625626,1.44641212034913,1.2369126768804426
2020-10-14,1.5828931403748037,1.4323879292500823,1.233057467953211
2020-10-15,1.576788403312687,1.425616964735011,1.2311837841059068
2020-10-16,1.580150482638074,1.4189516188955016,1.2293333832101763
2020-10-19,1.5769090042770493,1.4125795456429149,1.227558760818679
2020-10-20,1.5767231371116286,1.4189013576507434,1.229324774499575
2020-10-21,1.5743559087026888,1.4073161830862073,1.2260982117051558
2020-10-22,1.5697829723808963,1.4028987613021122,1.2248610526006185
2020-10-23,1.5561912303539724,1.3851612714849642,1.2198828133736608
2020-10-26,1.5557721090474503,1.380833403298356,1.2186575910329116
2020-10-27,1.5656849362634575,1.3868698488958864,1.220370147162115
2020-10-28,1.5660644393998278,1.3915384772938522,1.221690738018655
2020-10-29,1.5588820531332108,1.3875257702348236,1.2205582682230944
2020-10-30,1.543500035488068,1.3645985691171691,1.2140605588759525
2020-11-02,1.5382732590122201,1.364802554035652,1.2141190278238607
2020-11-03,1.5552917736960605,1.3838669733531705,1.2195829788946817
2020-11-04,1.56118152576575,1.3853844676284033,1.2200138385722468
2020-11-05,1.5871027301387979,1.4154904740578431,1.2285554414055846
2020-11-06,1.5861993911084766,1.4149227366365225,1.228396686515843
2020-11-09,1.6013716064931445,1.4387173550523336,1.2350521213666519
2020-11-10,1.5867442692561422,1.4210523519149894,1.2301665506552104
2020-11-11,1.5905622429030437,1.4096980019104621,1.2269998435626657
2020-11-12,1.5921340029184972,1.4070964180935228,1.2262703053806105
2020-11-13,1.5881707137465246,1.3991433527834762,1.2240373055805782
2020-11-16,1.595229245042504,1.4086911303113607,1.2267283849865283
2020-11-17,1.5895536048293835,1.4091077945969048,1.226845283958459
2020-11-18,1.5793002539692054,1.409862643415716,1.2270570212441199
2020-11-19,1.583370571515841,1.4154678260499567,1.2286287206548177
2020-11-20,1.5894167873069744,1.4182347779667983,1.229402494515166
2020-11-23,1.5985417273275195,1.4257454938371041,1.2315000771213498
2020-11-24,1.5933256863987064,1.4158101139604973,1.228735245462981
2020-11-25,1.5841371956378594,1.400716729230801,1.224515058137329
2020-11-26,1.586356426284221,1.3982442064671317,1.223818678771469
2020-11-27,1.586141568131359,1.4081203425043307,1.2266035998568015
2020-11-30,1.5730351502626354,1.4012472960478783,1.2247169935501423
2020-12-01,1.590790924941414,1.421815548330947,1.2303818105815814
2020-12-02,1.599846216628457,1.4265914476108115,1.2316841354760233
2020-12-03,1.607388189269323,1.4386522667191841,1.2349654213998769
2020-12-04,1.622032598885179,1.445687205515321,1.2368683689881244
2020-12-07,1.6216607494887045,1.4363344820959234,1.234346893344578
2020-12-08,1.6279795677607594,1.4419452459569027,1.2358662900235096
2020-12-09,1.6303512078420035,1.4325641453572522,1.2333326550209311
2020-12-10,1.6334261447750764,1.431535511498717,1.2330535970007093
2020-12-11,1.6379225758569678,1.4196197458851503,1.2298193787711895
2020-12-14,1.645425712179636,1.4310271065215558,1.232933403180989
2020-12-15,1.6551882471014296,1.4376267665612243,1.2347251674163455
2020-12-16,1.6627646144153827,1.4421779115203717,1.2359568884534489
2020-12-17,1.6797057367221717,1.4549106897605588,1.239395437300381
2020-12-18,1.6861683377556704,1.456841647981109,1.2399137764066324
2020-12-21,1.6961932459179483,1.469475985438109,1.243302211332446
2020-12-22,1.6734129711237244,1.4534979759165583,1.23904226204823
2020-12-23,1.6702055588117926,1.452382188067598,1.238742538506243
2020-12-24,1.674807786578031,1.4462768846698353,1.2371016656596732
2020-12-25,1.6835724737016033,1.451286128636944,1.2384518518773584
2020-12-28,1.6816283352897343,1.4529100789447549,1.2388885349511465
2020-12-29,1.6827816194581557,1.4667093455207167,1.2425963412849885
2020-12-30,1.6883127038282089,1.4731676006872727,1.2443204662941694
2020-12-31,1.7092968314725057,1.4911604483162473,1.2488797985536897
2021-01-04,1.725408002091343,1.4965624013993566,1.2502370750464737
2021-01-05,1.7418815355494688,1.5108778372673553,1.2538248349656498
2021-01-06,1.7415428131345079,1.5044445022684536,1.2522231948473728
2021-01-07,1.7183487213972266,1.4851779935769045,1.2474122558534302
2021-01-08,1.7444646059109836,1.5088857492398033,1.2533859529659468
2021-01-11,1.758874329350982,1.5167985306274654,1.2553578257293783
2021-01-12,1.7669315062809448,1.524937383917453,1.2573786293424638
2021-01-13,1.7701936848773365,1.527003320844928,1.2578896663797032
2021-01-14,1.7847574509059165,1.5360410659689816,1.2601231558640542
2021-01-15,1.7687534736439352,1.5209212238678533,1.25640199301885
2021-01-18,1.811860403507738,1.5551223883020306,1.2648778582676865
2021-01-19,1.7943593710665056,1.5479024808151594,1.2631161381893996
2021-01-20,1.8266505891788525,1.5573893263212306,1.2654385689253949
2021-01-21,1.8442888269128055,1.5701037610697393,1.2685378587126546
2021-01-22,1.8471616020575539,1.5599211634846817,1.2660698032521898
2021-01-25,1.84599937805728,1.5436038497594544,1.2620967451269536
2021-01-26,1.8039506503727012,1.514809542414488,1.2550338186674355
2021-01-27,1.8212577780698072,1.5276297818549267,1.2582203250124218
2021-01-28,1.7635672985863027,1.4869680066659774,1.2481730990546314
2021-01-29,1.7523220163464313,1.4887701235793682,1.2486269125548337
2021-02-01,1.768657982314453,1.5153673424968115,1.2553190142057427
2021-02-02,1.7800252484984502,1.5229010343717775,1.2571912704684842
2021-02-03,1.757891264660696,1.5173820408169194,1.2558244520681405
2021-02-04,1.737499542424346,1.5059430265010878,1.2529842852217652
2021-02-05,1.7321097319573615,1.5146539862428456,1.2551586096431175
2021-02-08,1.7462208819087335,1.527340586161571,1.2583125369281045
2021-02-09,1.7740430943826044,1.5445191414870882,1.2625583466174946
2021-02-10,1.8050744685540698,1.5503241553917426,1.2639819292512122
2021-02-18,1.8013756885755967,1.5596905563960277,1.2662728620674937
2021-02-19,1.820861537163353,1.557245405148787,1.2656773153440746
2021-02-22,1.7751311179600422,1.545634453185049,1.2628462165728473
2021-02-23,1.7585350733781322,1.5457939149146525,1.2628853025885936
2021-02-24,1.74444776289042,1.517907042717582,1.2560503835169674
2021-02-25,1.7311870603785364,1.530751516094552,1.2592389791141654
2021-02-26,1.700324003714593,1.4888593993995014,1.2430279073215205
2021-03-01,1.7356724628611109,1.5130408991475066,1.2525249062439516
2021-03-02,1.7248969744028613,1.5017691849249282,1.248135541850294
2021-03-03,1.7429664625598595,1.527052411112698,1.2580203220270847
2021-03-04,1.692137114408164,1.4838771108647149,1.2412884303522516
2021-03-05,1.6990268078845752,1.486185713148912,1.2421968778998453
2021-03-08,1.6492310492582374,1.4400712175747343,1.2240655013287727
2021-03-09,1.606800524447959,1.4131609512679941,1.213305442456758
2021-03-10,1.6103891801193244,1.4216021670572179,1.216714697440312
2021-03-11,1.634576897535067,1.454391889812588,1.22991623106228
2021-03-12,1.6224129995507797,1.454337064737184,1.2298944213824272
2021-03-15,1.5657183485401593,1.423624149068473,1.2176764312379476
2021-03-16,1.5753818372138648,1.4324941189590936,1.221245333573597
2021-03-17,1.592327468287779,1.439644143101638,1.2241127683095971
2021-03-18,1.6026656804275632,1.4590936774059116,1.2318922639982013
2021-03-19,1.5683651008501736,1.426004359014192,1.2187505098669233
2021-03-22,1.5833621328117204,1.4392926510493038,1.2240929428804141
2021-03-23,1.5765144753840707,1.42063695667445,1.2166292687639624
2021-03-24,1.5626034391875137,1.3971667687981448,1.2071741348948366
2021-03-25,1.5582899949115632,1.3976844576767227,1.2073845449418583
2021-03-26,1.5865139756933229,1.4289204685201333,1.220077653828493
2021-03-29,1.5707667356010606,1.4266009784708893,1.2191460143288666
2021-03-30,1.5772653625280249,1.4390746176172151,1.224160453251247
2021-03-31,1.5701761686758038,1.4329043483645576,1.221431458661181
2021-04-01,1.5990528800915123,1.4626390124615554,1.2346097305700416
2021-04-02,1.613124006054056,1.4745780944848241,1.2398494376036227
2021-04-06,1.6129582275282275,1.4715374871912377,1.2385201926170348
2021-04-07,1.6120603784138618,1.465985679257369,1.23609073279404
2021-04-08,1.6162741966658312,1.475708606654274,1.240353201387753
2021-04-09,1.614432006383446,1.469060621345115,1.2374479859752683
2021-04-12,1.605542166191081,1.4539832792841454,1.2308447692710314
2021-04-13,1.6047908367503532,1.4594750298678776,1.2332618892257103
2021-04-14,1.612882892782444,1.4668210707575575,1.236489309404293
2021-04-15,1.6108907778932258,1.464063443720633,1.2352806824346028
2021-04-16,1.6236765737767733,1.472749407779536,1.2390910538253157
2021-04-19,1.63084094955816,1.484590447139222,1.2442707909080177
2021-04-20,1.6314613259198563,1.4904093565493208,1.246806464614696
2021-04-21,1.6361321257933172,1.4966274733814178,1.2495110200119115
2021-04-22,1.6423931066715185,1.502009743019878,1.251847356303788
2021-04-23,1.6455229732585768,1.5167850104917358,1.2582499730310825
2021-04-26,1.6403916987119243,1.5112290653410092,1.2558536554284367
2021-04-27,1.648950721473814,1.525835361323865,1.2621645708515417
2021-04-28,1.6407905935788938,1.5231403371823022,1.2610054879577617
2021-04-29,1.6452862722276844,1.5273666541871316,1.2628246971965154
2021-04-30,1.6262166451647277,1.5109001349591722,1.2565780401998188
2021-05-06,1.6582469583649642,1.5281607604479162,1.2631645649360292
2021-05-07,1.6592487432216048,1.5347884656197877,1.2656781880601056
2021-05-10,1.657360726911902,1.5314365272272465,1.2644099029646116
2021-05-11,1.6527692284015476,1.5207396773025375,1.2603577028761737
2021-05-12,1.6885800659689274,1.5389540699776865,1.267283977860067
2021-05-13,1.657202440270303,1.5183502846931691,1.2594992866059518
2021-05-14,1.640501491057617,1.5231319484297736,1.2613192014788273
2021-05-17,1.6495926134672914,1.5351817946705413,1.2658976156432395
2021-05-18,1.6658981165660307,1.544292785534236,1.269344688583919
2021-05-19,1.6499373658537655,1.5306280466589186,1.2641912470135916
2021-05-20,1.6324767808181901,1.529223534414777,1.263658998161376
2021-05-21,1.6098110627979878,1.5204424335906308,1.2603296901435854
2021-05-24,1.6206978551937241,1.521089164415192,1.2605756611047556
2021-05-25,1.6385174954865418,1.5393445037456546,1.267517111857886
2021-05-26,1.642330289536171,1.5448611385297666,1.269601306768512
2021-05-27,1.6392374641680258,1.53860946696251,1.26724397798921
2021-05-28,1.641327284270344,1.5414233107585869,1.268307332095682
2021-05-31,1.6414589228800953,1.54426842483706,1.2693658408901658
2021-06-01,1.6476967528114794,1.5517326972864076,1.272140078810975
2021-06-02,1.6384751969079794,1.5419325482883854,1.2685072669421311
2021-06-03,1.6378651954273733,1.5366320281953314,1.26653557857527
2021-06-04,1.6284512805233726,1.5316203206621049,1.2646677997929088
2021-06-07,1.6402262746497591,1.5362745756975311,1.2664054714757509
2021-06-08,1.6417643602565655,1.53868478058336,1.2673038308474245
2021-06-09,1.6377295890966979,1.536440416046426,1.2664680032767455
2021-06-10,1.6396866167670332,1.5404275934206313,1.2679540629902617
2021-06-11,1.6473872742317446,1.5500151003719105,1.2715223528630524
2021-06-15,1.6505529457942512,1.5473568358822223,1.2705363493431105
2021-06-16,1.6368541010611517,1.5322156995802212,1.2649149130791013
2021-06-17,1.622397467692811,1.5258526092843563,1.2625397048108167
2021-06-18,1.628803152728238,1.5370353197986963,1.266723512830074
2021-06-21,1.611632197381582,1.5268260808322829,1.262919135725231
2021-06-22,1.6347938239568878,1.5372682396039161,1.2668245622497287
2021-06-23,1.6391238708870515,1.5503609385103663,1.2717030835605436
2021-06-24,1.6316301253454863,1.5446397353831072,1.2695811465914635
2021-06-25,1.6393951515784084,1.55469493174141,1.2733180857147255
2021-06-28,1.6436545425992697,1.5590340000563432,1.2749249545136958
2021-06-29,1.6369014701774565,1.5524355959731677,1.272485121246774
2021-06-30,1.6364594831804102,1.5574592284083413,1.2743433893897385
2021-07-01,1.6445504011383902,1.5520082660623027,1.2723306183683996
2021-07-02,1.6251599480844057,1.5570912560750214,1.2742111325371135
2021-07-05,1.6311268574128126,1.5669260510070173,1.2778431175103118
2021-07-06,1.6265184279917317,1.572128129171812,1.2797576260846837
2021-07-07,1.625675664846613,1.5642122826958038,1.27684966523271
2021-07-08,1.612298179788041,1.5592938106371401,1.275037800845882
2021-07-09,1.6130605827294953,1.5643892527548562,1.2769181062012875
2021-07-12,1.6290449786088868,1.5806203217693442,1.2828969437157667
2021-07-13,1.6443163226509367,1.5853496651855918,1.2846292172300915
2021-07-14,1.6484378498361671,1.585486176798431,1.2846791371330943
2021-07-15,1.6478032471735522,1.577294467742077,1.2816837143023792
2021-07-16,1.6424911349495477,1.5719658199636983,1.279729660553131
2021-07-19,1.6438643392923278,1.5634900903435105,1.276615767904533
2021-07-20,1.6457015152730001,1.5580245904072596,1.2746018286364669
2021-07-21,1.6470932042311086,1.5639648908288697,1.2767949367606444
2021-07-22,1.6392809602665297,1.5761646608716529,1.28128960045582
2021-07-23,1.6263008828469094,1.5815626210389475,1.2832698813426442
2021-07-26,1.5904329793983678,1.5796298489219103,1.2825621577623312
2021-07-27,1.5664682237945966,1.583094807276088,1.2838317741351475
2021-07-28,1.5791937000690488,1.580122876752445,1.2827441189033586
2021-07-29,1.5891815352880776,1.5836578850632343,1.2840391822609087
2021-07-30,1.5756277411545996,1.5739539763149821,1.2816787862742447
2021-08-02,1.586746443974838,1.580479426635582,1.283272898562022
2021-08-03,1.5945541904128575,1.5793113238072474,1.2829883656518672
2021-08-04,1.5950045752125657,1.5850214896841917,1.2843799993865765
2021-08-05,1.58376025892366,1.5751070337097786,1.2819698246902942
2021-08-06,1.574495889229257,1.569315903243385,1.2805558151627114
2021-08-09,1.5737162434970038,1.5562884335594855,1.2773667054316316
2021-08-10,1.5924181169408569,1.5623229399476224,1.2788526017560597
2021-08-11,1.5832198160998432,1.5603244633751507,1.278361840806661
2021-08-12,1.5729816686110405,1.5546331908680913,1.2769629960594118
2021-08-13,1.5747486217791495,1.5533702206842182,1.2766517780435984
2021-08-16,1.5734417939616236,1.5457496090231817,1.2747728568507053
2021-08-17,1.5569746724954585,1.5369653659923088,1.2725995589533543
2021-08-18,1.557138764604795,1.5397722528240605,1.273296785388606
2021-08-19,1.5462343662646512,1.5239175429001202,1.2693635249062725
2021-08-20,1.5206938476465357,1.507534155825583,1.2652695093086974
2021-08-23,1.542408910435936,1.5321234728684185,1.27146083432554
2021-08-24,1.555966319664762,1.5449117908169416,1.2746446205600808
2021-08-25,1.562198752203101,1.5499626187551587,1.2758947910939114
2021-08-26,1.5371743797951232,1.533122997303595,1.2717361904217288
2021-08-27,1.5409873477319924,1.5325948265430818,1.2716047540258137
2021-08-30,1.543257984782033,1.5380600472219013,1.272965113687081
2021-08-31,1.547083845319351,1.5394847186914133,1.27331884963174
2021-09-01,1.570021893513583,1.5519881057156564,1.2764213419505483
2021-09-02,1.5647715846108305,1.5611390586133684,1.2786791823685528
2021-09-03,1.561975592188157,1.5602691296490363,1.2784654230527455
2021-09-06,1.582800762999099,1.578723679151455,1.2830018526318203
2021-09-07,1.5928096203025046,1.6033832536912511,1.2890139775345157
2021-09-08,1.5992048724859438,1.6091153560604452,1.290396446770902
2021-09-09,1.5794938250347395,1.6038082149894604,1.2891196614948088
2021-09-10,1.5814805571850985,1.6025575449168727,1.2888180799156248
2021-09-13,1.5748066446923894,1.6075148505887986,1.2900141178110336
2021-09-14,1.5664332270622199,1.5944248261164922,1.286862734848895
2021-09-15,1.5591168313600643,1.6011353251750673,1.288487551089072
2021-09-16,1.5457100455464796,1.5855706195692967,1.284729918159349
2021-09-17,1.561466619131835,1.5780505279835588,1.2829019415568084
2021-09-22,1.5606184222689388,1.5928224402412274,1.2865046617320777
2021-09-23,1.5577047202475156,1.6100765761751221,1.2906854528395446
2021-09-24,1.5526667134698207,1.5977111482929387,1.287711703990235
2021-09-27,1.5504898754064333,1.5944382620237838,1.2869203468117258
2021-09-28,1.5468010663965879,1.6000859198767847,1.2882878665161825
2021-09-29,1.5354551486651278,1.577779248230129,1.2828998906454319
2021-09-30,1.5260932257614193,1.5842492557499608,1.2844781289095577
2021-10-08,1.52643056812717,1.5755693260372008,1.2823668740354814
2021-10-11,1.5324190569642058,1.5661664190668072,1.2800709465470737
2021-10-12,1.5164416716071287,1.5344655502182596,1.2722979486013948
2021-10-13,1.520350934134161,1.544208106524918,1.2747213528416526
2021-10-14,1.5349850165994026,1.5466838127351372,1.275334450692168
2021-10-15,1.5475807700109523,1.5697786190450749,1.2810473705294243
2021-10-18,1.5351244310207814,1.5538023223693471,1.2771360433016992
2021-10-19,1.555404920236724,1.5573146125991446,1.278002113402593
2021-10-20,1.5597020898358616,1.5548646697316626,1.2773989535522274
2021-10-21,1.5545321086215782,1.5442565865141713,1.274784432559177
2021-10-22,1.5712533460101763,1.5672995104444574,1.2804910154477012
2021-10-25,1.5659189213368665,1.5742652238385422,1.2821983215543902
2021-10-26,1.5647188490745876,1.5766561230147083,1.2827825192227877
2021-10-27,1.5432958832275478,1.5636056818529678,1.2795971300540165
2021-10-28,1.5426101391548175,1.560898656763861,1.2789325312535889
2021-10-29,1.54335188127731,1.5724398286736077,1.2817694316776242
2021-11-01,1.5620025454286677,1.5732996879948216,1.2819797051723636
2021-11-02,1.5619709137616955,1.5785785936891765,1.2832701363630619
2021-11-03,1.556072842511943,1.569754160967109,1.2811180488405567
2021-11-04,1.563966380181983,1.5848972454452868,1.2848256508312068
2021-11-05,1.5663898551766373,1.5782565195136655,1.2832106234138256
2021-11-08,1.5658618043201686,1.596677087059188,1.2877037082206624
2021-11-09,1.5663856749229128,1.6097821741896299,1.2908744437622188
2021-11-10,1.5607795435981622,1.5930423356563856,1.2868473716337523
2021-11-11,1.5818185483919802,1.600832678620655,1.2887352654097013
2021-11-12,1.5882128542442184,1.6121280124525432,1.2914632260338446
2021-11-15,1.5906537837649077,1.5966209041806403,1.2877364388456198
2021-11-16,1.5954796249396546,1.5797800071189134,1.2836615886255491
2021-11-17,1.5963733422281277,1.5975491715870584,1.2879931272803509
2021-11-18,1.5826371807078228,1.6047175237816023,1.2897269308824006
2021-11-19,1.5873453578193164,1.609821975158805,1.2909576799041431
2021-11-22,1.586658202357916,1.6332932448255695,1.2966043444982989
2021-11-23,1.5716068708575934,1.619615111892594,1.2933467923149953
2021-11-24,1.565804557313858,1.6171141584748543,1.2927476499526873
2021-11-25,1.5670532325893243,1.6155712113858205,1.2923776127701736
2021-11-26,1.5421937443009102,1.6090179894069054,1.290804936062881
2021-11-29,1.5296417246823086,1.6144649628007042,1.2921158561749508
2021-11-30,1.5234923344491895,1.6042798122518205,1.2896703906817428
