,final_nav,ann_return,ann_vol,sharpe,max_dd,calmar
equal,1.939196787985527,0.11208164772717266,0.17890281716805156,0.6838627411643012,-0.24337603952740894,0.46052868616324927
IC_aggressive,1.8571184516794983,0.1043935402110081,0.1792098978167982,0.644523327704575,-0.24877162550789678,0.4196360416823113
IC_default,1.879869678093245,0.10655273024113177,0.17756250346878205,0.6597819848827094,-0.24559200505835277,0.43386074483904635
IC_soft,1.9145607231608588,0.109803202349668,0.17703171953539598,0.6777602926066895,-0.2402038706098627,0.4571250332931126
IC_long_window,1.8375462466389911,0.10251820889331631,0.1772233734944605,0.6400571549045179,-0.23204799931761977,0.4417974263720874
IC_short_fwd,1.908580687253239,0.10924643322055183,0.17930145412433843,0.6686444083152315,-0.22736343323133112,0.4804925386106347
IC_long_fwd,1.8287996860351026,0.10167472142739098,0.17645991437140593,0.6377280814835087,-0.2468767652567686,0.4118440280179561
