组合,value,quality,low_vol,Sharpe,Calmar,MaxDD,AnnRet,Vol,WinRate,TotalReturn,N_Weeks,N_Years,stability,selected_codes,total_rebalances,momentum
5.加动量 (2:3:2:3),0.2,0.3,0.2,0.8557130537539785,0.6229572084692869,-0.3032378980212471,0.18890423445341042,0.20305586681338245,0.47674418604651164,3.182219681939009,430,8.26923076923077,0.0,"['515880', '512400', '515050', '512480', '515030']",93,0.3
6.偏动量 (1:2:2:5),0.1,0.2,0.2,0.8049507724479639,0.6642471104858032,-0.2921043024853661,0.19402943888637547,0.2277735846517788,0.4604651162790698,3.3336625686170747,430,8.26923076923077,0.0,"['515880', '515050', '512480', '512400', '161226']",93,0.5
3.偏质量 (1:2:1),0.25,0.5,0.25,0.7544349646887004,0.5837981510318928,-0.23638040752652512,0.1379984448541507,0.16232443503310026,0.47674418604651164,1.9123825025418504,430,8.26923076923077,0.0,"['159996', '512800', '512400', '512120', '515030']",93,
7.质量+动量 (1:4:0:5),0.1,0.4,0.0,0.6591173363926042,0.3893094220357813,-0.4125482479378568,0.16060891996656124,0.238883354751253,0.44883720930232557,2.4269097577207197,430,8.26923076923077,0.0,"['515880', '515050', '512480', '161226', '512400']",93,0.5
8.低波动+质量 (1:4:5:0),0.1,0.4,0.5,0.6028648022147415,0.3441127078705465,-0.29977906539331534,0.10315778595539538,0.14781939716393513,0.45813953488372094,1.2520625019569738,430,8.26923076923077,0.010869565217391304,"['512800', '159996', '512010', '159928', '512120']",93,0.0
1.默认 (1:1:1),0.33,0.33,0.34,0.3143206156503314,0.2018893398920799,-0.2607034989944099,0.05263325731953694,0.12378294715284753,0.4558139534883721,0.5283202753983012,430,8.26923076923077,0.0,"['159928', '512800', '512690', '512010', '159996']",93,
4.偏低波 (1:1:2),0.25,0.25,0.5,0.2665261936276746,0.19606764448458872,-0.23414554435772006,0.045908365348779956,0.12034283726738439,0.4232558139534884,0.44943044495822027,430,8.26923076923077,0.021739130434782608,"['159928', '512800', '512690', '512010', '159996']",93,
2.偏价值 (2:1:1),0.5,0.25,0.25,0.166012886234144,0.09714034633124626,-0.3561740439566775,0.03459886998415218,0.15569851035520305,0.42790697674418604,0.32480840470662686,430,8.26923076923077,0.0,"['159928', '512690', '512010', '512800', '512170']",93,
