period,n_days,ann_return,max_drawdown,calmar,period_return,return_pct_of_total
2019 普涨,236,0.2583390224144937,-0.048614563013455236,5.3140253948799705,0.23898281485702633,0.12186566972061616
2020H1 COVID,117,0.31264591771167916,-0.14302715926825327,2.185919928153638,0.13340571877191465,0.06802822735361035
2020H2-2021 反弹,369,0.15779887486590805,-0.09727924778663355,1.6221226875850707,0.23858141997396465,0.12166098447462471
2022 熊市,242,-0.19469546878005817,-0.1983700840877567,-0.9814759603263922,-0.18704771300107825,-0.09538215050409855
2023 ChatGPT,242,0.18590988010392517,-0.03886871041779549,4.78302156427626,0.1771160256405584,0.09031763683867193
2024 震荡,242,0.2506133505567809,-0.08175509057435282,3.0654158511249965,0.2384644989278748,0.12160136235662974
2025-2026H1 结构牛,359,0.295355637266133,-0.1704929287124134,1.7323629753837908,0.44432113279914986,0.22657483740822731
