date,width_z,stress,trend_ok,momentum_score,vol_high,vol_low,breadth,top_sector_conc,y_reg,y_cls
2024-10-22,1.1248998268463146,0.0006779655297896662,1,0.5,1.0,0.0,0.6578947368421053,0.6666666666666666,0.02178269940940636,0
2024-10-23,1.0658913788621842,0.0006440534709612702,1,1.0,1.0,0.0,0.5789473684210527,0.6666666666666666,0.02368747368545665,0
2024-10-24,1.035218030705934,0.0005462371027577622,1,1.0,1.0,0.0,0.13157894736842105,0.6666666666666666,0.056770940121673386,0
2024-10-25,0.9770221845842295,0.0008578796160688043,0,1.0,1.0,0.0,0.7631578947368421,0.6666666666666666,0.04285704137036839,0
2024-10-28,0.9381318197542641,0.000715614664492577,0,1.0,1.0,0.0,0.7631578947368421,0.6666666666666666,0.044836504918434716,0
2024-10-29,0.8762497270262162,0.0009338806958882149,0,0.5,1.0,0.0,0.23684210526315788,0.6666666666666666,0.042799308235033084,0
2024-10-30,0.8380817093832641,0.0018226998314472356,0,0.5,1.0,0.0,0.34210526315789475,0.6666666666666666,0.04653769329926405,0
2024-10-31,0.7410452323689852,0.0011641583087593536,0,1.0,1.0,0.0,0.39473684210526316,0.6666666666666666,0.024859311363607972,0
2024-11-01,0.6447929152534555,0.002934313442284151,0,0.0,0.0,0.0,0.3684210526315789,0.6666666666666666,0.01525167455349985,0
2024-11-04,0.3673930483706561,0.0009982899647585967,0,0.5,0.0,0.0,0.8947368421052632,0.6666666666666666,-0.0026373850398669907,0
2024-11-05,0.22567481374528092,0.01283307412756581,1,0.5,0.0,0.0,0.7894736842105263,0.6666666666666666,-0.012019953147561102,0
2024-11-06,-0.02648340289640039,0.017765063627792618,1,1.0,0.0,0.0,0.42105263157894735,0.6666666666666666,-0.009445081698597702,0
2024-11-07,0.24623871257577784,0.0,1,1.0,0.0,0.0,0.8157894736842105,0.6666666666666666,-0.032872674583342865,1
2024-11-08,0.141506514912297,0.0003746715617323585,1,1.0,0.0,0.0,0.39473684210526316,0.6666666666666666,-0.049650288177458646,1
2024-11-11,0.1429309287157651,0.01665575192439947,1,1.0,0.0,0.0,0.6842105263157895,0.6666666666666666,-0.062157795164234475,1
2024-11-12,0.056370166970752714,0.0022775960614575754,1,1.0,0.0,0.0,0.2631578947368421,0.6666666666666666,-0.05533568746985773,1
2024-11-13,-0.003987713655742036,0.0003739446734649528,0,1.0,0.0,0.0,0.42105263157894735,0.6666666666666666,-0.04012756702513376,1
2024-11-14,0.05408370810368085,0.022167695968850366,0,0.5,0.0,0.0,0.10526315789473684,0.6666666666666666,-0.02779100632867304,1
2024-11-15,-0.07247905454418385,0.00042861102774072245,0,0.5,0.0,0.0,0.21052631578947367,0.6666666666666666,-0.0004401659585042683,0
2024-11-18,-0.0952492837648698,0.002044074043775892,0,0.0,0.0,0.0,0.3684210526315789,0.6666666666666666,0.015802941581625207,0
2024-11-19,-0.07901711033380845,0.009518660653091201,0,0.0,0.0,0.0,0.9210526315789473,0.6666666666666666,0.00529493016131255,0
2024-11-20,-0.12649646563304898,4.0852197221241916e-05,0,0.0,0.0,0.0,0.7368421052631579,0.6666666666666666,-0.00521572875565135,0
2024-11-21,-0.17316887996143987,4.041445046586868e-05,0,0.0,0.0,0.0,0.3684210526315789,0.6666666666666666,-0.003194593531760437,0
2024-11-22,1.6050119778019596,0.9963746791624312,0,-0.5,0.0,0.0,0.23684210526315788,0.6666666666666666,0.029792794009460444,0
2024-11-25,-0.17397761375660922,0.0004391031417785613,0,-0.5,0.0,0.0,0.2894736842105263,0.6666666666666666,0.030602558580418382,0
2024-11-26,-0.22483621660756317,0.00010967166568314806,0,-0.5,0.0,0.0,0.2894736842105263,0.6666666666666666,0.040559793158726265,0
2024-11-27,-0.22966755541289355,0.0003011409657258923,0,0.0,0.0,0.0,0.868421052631579,0.6666666666666666,0.02655470459251985,0
2024-11-28,-0.2700832506477212,0.0001679626326111843,0,-0.5,0.0,0.0,0.10526315789473684,0.6666666666666666,0.04528448179528932,0
2024-11-29,-0.32279921655115007,0.0002649976694669035,0,1.0,0.0,0.0,0.868421052631579,0.6666666666666666,0.01604167779547505,0
2024-12-02,-0.3601235375126445,0.000890706910677909,1,1.0,0.0,0.0,0.868421052631579,0.6666666666666666,-0.0013992306339325467,0
2024-12-03,-0.4095371113328551,0.01472865471254051,1,0.5,0.0,0.0,0.47368421052631576,0.6666666666666666,-0.0063607969963478395,0
2024-12-04,-0.45996819376194825,0.0030784611599858178,0,0.0,0.0,0.0,0.3157894736842105,0.6666666666666666,0.002559312899525157,0
2024-12-05,-0.6402912923803631,0.0015840087559139376,0,0.0,0.0,1.0,0.4473684210526316,0.6666666666666666,-0.0012207138050344124,0
2024-12-06,-0.6527872603716962,0.0005564988335276014,0,0.5,0.0,1.0,0.7105263157894737,0.6666666666666666,-0.011060817501455489,0
2024-12-09,-0.7341236838124271,0.0014185703484520602,0,0.5,0.0,1.0,0.39473684210526316,0.6666666666666666,-0.010859907688173465,0
2024-12-10,-0.6951459856563091,0.06510524361520109,0,0.5,0.0,1.0,0.7105263157894737,0.6666666666666666,-0.010216254879865105,0
2024-12-11,-0.8206100296303831,0.0003631493648555879,0,0.5,0.0,1.0,0.47368421052631576,0.6666666666666666,-0.01422162395233506,0
2024-12-12,-0.9033252296347724,0.0006923816886657364,1,1.0,0.0,1.0,0.9473684210526315,0.6666666666666666,-0.0200059595308264,1
2024-12-13,0.6898599309570734,0.9993927604662853,0,0.5,0.0,1.0,0.13157894736842105,0.6666666666666666,-0.002984369033164458,0
2024-12-16,-0.9987714448573833,0.005691068991810037,0,0.0,0.0,1.0,0.21052631578947367,0.6666666666666666,0.0039087455901787305,0
2024-12-17,-1.0783887660482272,0.0012054441753326704,0,-0.5,0.0,1.0,0.3684210526315789,0.6666666666666666,-0.009039169077798781,0
2024-12-18,-1.1244642131182925,0.0013859542529621833,0,0.0,0.0,1.0,0.5526315789473685,0.6666666666666666,-0.029683852468898153,1
2024-12-19,-0.10269722259016217,0.6710093549006665,0,-0.5,0.0,1.0,0.42105263157894735,0.6666666666666666,-0.0384259738928141,1
2024-12-20,-0.7234841895224609,0.42125670511743274,0,0.0,0.0,1.0,0.4473684210526316,0.6666666666666666,-0.03883658105797261,1
2024-12-23,0.29096105245809734,0.9744006831308822,0,0.0,0.0,1.0,0.39473684210526316,0.6666666666666666,-0.031265430571335684,1
2024-12-24,-1.3459722291920333,0.0002004563408755932,0,0.5,0.0,1.0,0.7631578947368421,0.6666666666666666,-0.04157528314333836,1
2024-12-25,-1.4213232453978606,0.00016726040318199088,0,0.5,0.0,1.0,0.42105263157894735,0.6666666666666666,-0.038470271912061316,1
2024-12-26,-1.380597125043542,0.007396075253083341,0,0.5,0.0,1.0,0.6842105263157895,0.6666666666666666,-0.053866888226012044,1
2024-12-27,-1.3651359887047587,0.00842112477268853,0,0.5,0.0,1.0,0.42105263157894735,0.6666666666666666,-0.05489463663270666,1
2024-12-30,-1.3908543451026982,0.0001949422220602199,0,1.0,0.0,1.0,0.42105263157894735,0.6666666666666666,-0.0318429016470958,1
2024-12-31,0.08975800062171174,0.8663743982669981,0,-1.0,0.0,1.0,0.13157894736842105,0.6666666666666666,-0.020385767316782544,1
2025-01-02,0.7744227836672594,0.9999991695119985,0,-1.0,0.0,1.0,0.2894736842105263,0.6666666666666666,0.0018681053083409171,0
