date,width_z,stress,fired,alert_level
2021-04-30,-1.210169432382475,0.06601456993689524,0,green
2021-05-06,0.9976966783234934,0.9967447906339234,1,red
2021-05-07,0.09347133494104964,0.5949656686973003,0,green
2021-05-10,-1.0166759251515833,0.03777452608092757,0,green
2021-05-11,1.0881990716742103,0.9206840268755507,1,yellow
2021-05-12,-0.9746510053743421,0.0030828374345544603,0,green
2021-05-13,-0.603786800286182,0.18426113612472006,0,green
2021-05-14,1.492342788434786,0.9689517296564116,1,yellow
2021-05-17,-0.7658332840859898,0.002734302452161826,0,green
2021-05-18,-0.756908342560267,0.0004966229760727642,0,green
2021-05-19,-0.7900784558934809,0.006679673621965943,0,green
2021-05-20,-0.8250447903190552,0.0039746022536715905,0,green
2021-05-21,-1.0371839145896444,0.0,0,green
2021-05-24,-1.0371389867495642,0.000374673366404059,0,green
2021-05-25,1.294197668017894,0.8740617497545251,1,green
2021-05-26,-0.9360354438223043,0.0003043080199099916,0,green
2021-05-27,-0.7844034401612929,0.06407352063545349,0,green
2021-05-28,-0.8860297781631338,0.002373888102956681,0,green
2021-05-31,-0.8685797210693482,0.0046918130849236735,0,green
2021-06-01,-0.8267544598869556,0.01251406468474169,0,green
2021-06-02,-0.8479099419954073,0.005254918842759302,0,green
2021-06-03,-0.9460405919644035,0.0010210884772238725,0,green
2021-06-04,-0.9935370967673335,0.06927953452550033,0,green
2021-06-07,-1.102357613864099,0.0375246244794255,0,green
2021-06-08,-1.0340526917888397,0.06500529211649761,0,green
2021-06-09,-1.1947404176319907,0.0005502398140751019,0,green
2021-06-10,-1.2601150162586037,0.004214409670508468,0,green
2021-06-11,-1.2956877622074998,0.009617591986997163,0,green
2021-06-15,1.3795436460017747,0.9327066379350613,1,yellow
2021-06-16,1.8082764543627319,0.9980940383110509,1,red
2021-06-17,1.8079513220734689,0.9711982955977879,1,yellow
2021-06-18,-0.2676350057338105,0.3038536587220164,0,green
2021-06-21,-0.9815001015998008,0.011771984148818894,0,green
2021-06-22,-0.9339121026772575,0.013088190982700967,0,green
2021-06-23,1.208666931450769,0.8186493012123154,1,green
2021-06-24,-1.054538537320461,2.1080895037178624e-05,0,green
2021-06-25,0.7338933873179426,0.6521642471961917,1,green
2021-06-28,-0.6730372743941184,0.10982084902045118,0,green
2021-06-29,-0.9149992536242454,6.689367002410624e-05,0,green
2021-06-30,-0.8981697937236017,0.0015581833619823771,0,green
2021-07-01,1.8700991306543893,0.9593684164801335,1,yellow
2021-07-02,2.1738386489919947,0.9999612673469949,1,red
2021-07-05,0.7918507337131054,0.5680963570586103,0,green
2021-07-06,-0.6202155771185998,0.01142819265706351,0,green
2021-07-07,-0.6006306711923375,0.006270968390823932,0,green
2021-07-08,1.383728134805249,0.739482998599904,1,green
2021-07-09,-0.5477666539854847,0.0032705481592379005,0,green
2021-07-12,-0.49056189831691815,0.01420149200839236,0,green
2021-07-13,1.643322225459854,0.8048163494128204,1,green
2021-07-14,-0.5718612459342522,0.0004549514645337523,0,green
2021-07-15,-0.6064018197064454,0.00458360482510484,0,green
2021-07-16,-0.5424392915634813,0.02050606054997328,0,green
2021-07-19,-0.5914099346676375,0.001554389315038874,0,green
2021-07-20,-0.638208233174815,3.0461086690002624e-05,0,green
2021-07-21,-0.5220212837297646,0.060702747431064435,0,green
2021-07-22,-0.6137686884320257,0.0068570809058762965,0,green
2021-07-23,-0.3990759329898399,0.11141470013252959,0,green
2021-07-26,2.3323363229026257,0.9999998756740774,1,red
2021-07-27,2.5133329852109974,0.9999845644748769,1,red
2021-07-28,-0.19549415192464104,0.01731109585553103,0,green
2021-07-29,2.531520977431913,0.9973434489230609,1,red
2021-07-30,0.2523347204836597,0.18114472631565726,0,green
2021-08-02,2.623140088278946,0.9998002749396144,1,red
2021-08-03,0.7615859886003408,0.3342115009254284,0,green
2021-08-04,0.1567639461991366,0.041697678935219064,0,green
2021-08-05,0.016360486729710657,0.00014093009024686,0,green
2021-08-06,0.02718986077605643,0.004719099447142197,0,green
2021-08-09,1.304743020347616,0.48762562324949676,0,green
2021-08-10,0.07810721122554999,0.008071866774934044,0,green
2021-08-11,0.05553448783266167,0.003323127733682328,0,green
2021-08-12,0.010612298501079323,8.873762839689789e-05,0,green
2021-08-13,-0.02232575193572756,0.0005954728531058063,0,green
2021-08-16,-0.16620131924521242,0.0,0,green
2021-08-17,1.0516854928674588,0.4722992352305575,0,green
2021-08-18,-0.02520759489048961,0.010542014189234688,0,green
2021-08-19,-0.012043464343952159,0.015558637952118403,0,green
2021-08-20,0.5204119871853654,0.22275853320736194,0,green
2021-08-23,0.6254220706978202,0.2977869932699536,0,green
2021-08-24,-0.21825776393877366,0.000245071196449323,0,green
2021-08-25,-0.2706592032213304,6.756079429279615e-05,0,green
2021-08-26,-0.2944910552186735,0.02866922918862847,0,green
2021-08-27,-0.44149045040396084,1.601068640946935e-05,0,green
2021-08-30,-0.5575896945054543,0.0005477235503853801,0,green
2021-08-31,1.1083622141911231,0.7186079438717201,1,green
2021-09-01,1.7588731622552345,0.9397982421724973,1,yellow
2021-09-02,-0.6242645734808836,0.013364720628192538,0,green
2021-09-03,-0.6550649948807121,0.0027491612094853422,0,green
2021-09-06,1.9054549624383568,0.963013460843635,1,yellow
2021-09-07,-0.6158663251530085,0.005526648070285613,0,green
2021-09-08,-0.6071600130292263,0.001462906818446329,0,green
2021-09-09,-0.4077139050623564,0.08125181390517815,0,green
2021-09-10,-0.5578722846965124,0.003870399946454165,0,green
2021-09-13,-0.5668383826934931,0.007126901796405602,0,green
2021-09-14,-0.6504327273286233,0.0006362261858304296,0,green
2021-09-15,-0.6840241688245436,1.2667906340016817e-05,0,green
2021-09-16,-0.6232337689019624,0.03677508941057015,0,green
2021-09-17,1.0770760174854193,0.7280604364347641,1,green
2021-09-22,1.8664749829519098,0.9958206995310508,1,red
2021-09-23,-0.746141929251949,0.0010869085865664473,0,green
2021-09-24,-0.7383775872672422,0.0026335775626368393,0,green
2021-09-27,1.8371192531609744,0.9810449501794621,1,red
2021-09-28,-0.6216017026710705,0.01372206878689129,0,green
2021-09-29,-0.022441165907759245,0.2702701053291247,0,green
2021-09-30,-0.6482177316824769,0.0026251778602605367,0,green
2021-10-08,2.012813517592672,0.9972622746111365,1,red
2021-10-11,-0.09157734090065119,0.23284201922702788,0,green
2021-10-12,-0.39031553353348974,0.09061472152292538,0,green
2021-10-13,-0.6725077985862872,0.0009293892194897475,0,green
2021-10-14,-0.6755131703708638,0.00033188272197111503,0,green
2021-10-15,-0.6707687008700082,0.0053741209460884945,0,green
2021-10-18,1.8093499179662047,0.956725581219645,1,yellow
2021-10-19,-0.6835309835478501,0.0028745676706721313,0,green
2021-10-20,-0.6294492981926965,0.02825114378439542,0,green
2021-10-21,-0.7087450311925158,0.0009888347918199493,0,green
2021-10-22,-0.6669196745660977,0.014309724260172229,0,green
2021-10-25,-0.766136343316018,7.459217225869615e-06,0,green
2021-10-26,-0.8398516714503931,5.790620235970087e-06,0,green
2021-10-27,-0.7871542164865813,0.017508084670995683,0,green
2021-10-28,-0.8202219420110655,0.0013366023359904747,0,green
2021-10-29,-0.8069672657037886,0.002043925655817452,0,green
2021-11-01,1.216260797547125,0.7824513149428028,1,green
2021-11-02,-0.8808904031152802,0.0013969972148341423,0,green
2021-11-03,-0.9482621699824489,1.6906559236845773e-05,0,green
2021-11-04,-0.940488541380078,0.002550546138987537,0,green
2021-11-05,-1.008542923241246,0.005290213018737818,0,green
2021-11-08,-1.0259677322531315,0.007250814619920975,0,green
2021-11-09,-1.1263524310200006,3.195619217374752e-05,0,green
2021-11-10,-1.1184725570136185,0.00030824364443650073,0,green
2021-11-11,1.6584780468648161,0.994040675161639,1,red
2021-11-12,-1.0447216281919964,3.651381854202922e-05,0,green
2021-11-15,-1.0995280724372594,0.00055806612534052,0,green
2021-11-16,-1.008144197483317,0.04104482345425815,0,green
2021-11-17,-0.8621346743312618,0.0,0,green
2021-11-18,0.2286093092439861,0.4722992828660171,0,green
2021-11-19,-0.06851674285357537,0.37161385381089723,0,green
