asset,asset_name,version,start_date,ann_return,vol,sharpe,max_drawdown,calmar,n_windows,mean_position,position_std,total_turnover,cost_bp
512760,半导体,v8_uniform,2019-01-01,0.399823,0.361213,1.1069,-0.4223,0.9468,8,1.0,0.0,0.0,20
512760,半导体,v8_method_b,2020-01-01,0.222569,0.21636,1.0287,-0.2076,1.0719,6,0.4074,0.4475,2.0,0
512760,半导体,v8_method_b,2020-01-01,0.222365,0.216346,1.0278,-0.2076,1.0709,6,0.4074,0.4475,2.0,10
512760,半导体,v8_method_b,2020-01-01,0.222161,0.216332,1.0269,-0.2076,1.0699,6,0.4074,0.4475,2.0,20
512760,半导体,v8_prob_2state,2020-01-01,0.298062,0.182868,1.6299,-0.1191,2.5028,6,0.4909,0.0098,0.597,0
512760,半导体,v8_prob_2state,2020-01-01,0.298044,0.182868,1.6298,-0.1191,2.5021,6,0.4909,0.0098,0.597,10
512760,半导体,v8_prob_2state,2020-01-01,0.298026,0.182867,1.6297,-0.1191,2.5014,6,0.4909,0.0098,0.597,20
512760,半导体,v8_prob_3state,2020-01-01,0.322874,0.197303,1.6364,-0.1273,2.5358,6,0.5293,0.0119,0.5454,0
512760,半导体,v8_prob_3state,2020-01-01,0.322855,0.197302,1.6363,-0.1274,2.535,6,0.5293,0.0119,0.5454,10
512760,半导体,v8_prob_3state,2020-01-01,0.322837,0.197302,1.6363,-0.1274,2.5343,6,0.5293,0.0119,0.5454,20
512760,半导体,v8_uniform,2020-01-01,0.641156,0.37222,1.7225,-0.2387,2.6857,6,1.0,0.0,0.0,0
512760,半导体,v8_uniform,2020-01-01,0.641156,0.37222,1.7225,-0.2387,2.6857,6,1.0,0.0,0.0,10
512760,半导体,v8_uniform,2020-01-01,0.641156,0.37222,1.7225,-0.2387,2.6857,6,1.0,0.0,0.0,20
