date,GOOG,port_pct,port_nv
2011-12-19,-0.0065978656783181044,-0.0065978656783181044,0.9934021343216819
2011-12-20,0.0,0.0,0.9934021343216819
2011-12-21,-0.0,0.0,0.9934021343216819
2011-12-22,0.0,0.0,0.9934021343216819
2011-12-23,0.005462918850245968,0.005462918850245968,0.9988290095671424
2011-12-27,0.0,0.0,0.9988290095671424
2011-12-28,-0.0008590394377195887,-0.0008590394377195887,0.9979709760563859
2011-12-29,0.004220728466468593,0.004220728466468593,1.0021831405637365
2011-12-30,0.0,0.0,1.0021831405637365
2012-01-03,0.0,0.0,1.0021831405637365
2012-01-04,0.0,0.0,1.0021831405637365
2012-01-05,-0.013871431136649237,-0.013871431136649237,0.9882814261430958
2012-01-06,-0.0,0.0,0.9882814261430958
2012-01-09,-0.0,0.0,0.9882814261430958
2012-01-10,0.0,0.0,0.9882814261430958
2012-01-11,0.0,0.0,0.9882814261430958
2012-01-12,0.005878969902230136,0.005878969902230136,0.9940915029023241
2012-01-13,-0.0,0.0,0.9940915029023241
2012-01-17,0.0,0.0,0.9940915029023241
2012-01-18,0.0,0.0,0.9940915029023241
2012-01-19,0.0,0.0,0.9940915029023241
2012-01-20,-0.0,0.0,0.9940915029023241
2012-01-23,-0.0,0.0,0.9940915029023241
2012-01-24,-0.007839185681103977,-0.007839185681103977,0.986298635027065
2012-01-25,-0.0,0.0,0.986298635027065
2012-01-26,-0.0,0.0,0.986298635027065
2012-01-27,0.0,0.0,0.986298635027065
2012-01-30,-0.0,0.0,0.986298635027065
2012-01-31,0.0,0.0,0.986298635027065
2012-02-01,0.0,0.0,0.986298635027065
2012-02-02,0.0,0.0,0.986298635027065
2012-02-03,0.019175881458187494,0.019175881458187494,1.0052117807347163
2012-02-06,0.0,0.0,1.0052117807347163
2012-02-07,-0.00380896090889693,-0.00380896090889693,1.001382968356735
2012-02-08,0.0,0.0,1.001382968356735
2012-02-09,0.0,0.0,1.001382968356735
2012-02-10,-0.009076636247669634,-0.009076636247669634,0.9922937794083493
2012-02-13,0.0,0.0,0.9922937794083493
2012-02-14,-0.0,0.0,0.9922937794083493
2012-02-15,-0.0,0.0,0.9922937794083493
2012-02-16,0.0,0.0,0.9922937794083493
2012-02-17,-0.0030996504649475343,-0.0030996504649475343,0.9892180155336416
2012-02-21,0.0,0.0,0.9892180155336416
2012-02-22,-0.00986970684039079,-0.00986970684039079,0.9794547237190915
2012-02-23,-0.0030101654768562858,-0.0030101654768562858,0.9765064029236085
2012-02-24,0.0,0.0,0.9765064029236085
2012-02-27,-0.0,0.0,0.9765064029236085
2012-02-28,0.0,0.0,0.9765064029236085
2012-02-29,-0.00022639434660975954,-0.00022639434660975954,0.9762853273945583
2012-03-01,0.0,0.0,0.9762853273945583
2012-03-02,-0.001847686375321289,-0.001847686375321289,0.9744814582967053
2012-03-05,-0.0,0.0,0.9744814582967053
2012-03-06,-0.015124135124135019,-0.015124135124135019,0.9597432690454618
2012-03-07,0.0,0.0,0.9597432690454618
2012-03-08,0.0,0.0,0.9597432690454618
2012-03-09,-0.011348288697829112,-0.011348288697829112,0.9488518253525356
2012-03-12,0.0,0.0,0.9488518253525356
2012-03-13,0.0,0.0,0.9488518253525356
2012-03-14,-0.0,0.0,0.9488518253525356
2012-03-15,0.0,0.0,0.9488518253525356
2012-03-16,0.0,0.0,0.9488518253525356
2012-03-19,0.0,0.0,0.9488518253525356
2012-03-20,-0.0,0.0,0.9488518253525356
2012-03-21,0.0,0.0,0.9488518253525356
2012-03-22,0.0,0.0,0.9488518253525356
2012-03-23,-0.0,0.0,0.9488518253525356
2012-03-26,0.010488803124854229,0.010488803124854229,0.9588041453433169
2012-03-27,-0.0,0.0,0.9588041453433169
2012-03-28,0.0,0.0,0.9588041453433169
2012-03-29,-0.0,0.0,0.9588041453433169
2012-03-30,-0.0,0.0,0.9588041453433169
2012-04-02,0.0,0.0,0.9588041453433169
2012-04-03,-0.006646880603474847,-0.006646880603474847,0.9524310886671031
2012-04-04,-0.011624288070710587,-0.011624288070710587,0.9413597553249362
2012-04-05,-0.004455640399905425,-0.004455640399905425,0.9371653947682653
2012-04-09,-0.0,0.0,0.9371653947682653
2012-04-10,-0.0,0.0,0.9371653947682653
2012-04-11,0.0,0.0,0.9371653947682653
2012-04-12,0.0,0.0,0.9371653947682653
2012-04-13,-0.040567733214543544,-0.040567733214543544,0.899146719055404
2012-04-16,-0.0,0.0,0.899146719055404
2012-04-17,0.0057749104888873415,0.0057749104888873415,0.9043392108743257
2012-04-18,-0.0034778614433125243,-0.0034778614433125243,0.9011940444011501
2012-04-19,-0.013416742118693037,-0.013416742118693037,0.8891029563085179
2012-04-20,-0.0,0.0,0.8891029563085179
2012-04-23,0.0,0.0,0.8891029563085179
2012-04-24,0.0,0.0,0.8891029563085179
2012-04-25,0.014053586575082821,0.014053586575082821,0.9015980416791617
2012-04-26,0.0,0.0,0.9015980416791617
2012-04-27,-0.0007961395356393952,-0.0007961395356393952,0.9008802438329259
2012-04-30,-0.0,0.0,0.9008802438329259
2012-05-01,-0.0,0.0,0.9008802438329259
2012-05-02,0.00468209718246948,0.00468209718246948,0.9050982526843184
2012-05-03,0.0,0.0,0.9050982526843184
2012-05-04,-0.0,0.0,0.9050982526843184
2012-05-07,0.0,0.0,0.9050982526843184
2012-05-08,0.0,0.0,0.9050982526843184
2012-05-09,-0.0,0.0,0.9050982526843184
2012-05-10,0.0,0.0,0.9050982526843184
2012-05-11,-0.0,0.0,0.9050982526843184
2012-05-14,-0.0,0.0,0.9050982526843184
