调仓频率,ann_return,total_return,ann_vol,sharpe,max_drawdown,calmar,win_rate,final_nav,n_periods
W,0.03906641251922549,0.37286345110923036,0.04809326149485094,0.8229767129376095,-0.12549245765356598,0.3113048644490818,0.5454545454545454,1.3728634511092304,430
M,0.031855096803397265,0.2960336758043962,0.05220971929628217,0.6282470720548369,-0.10332008495524447,0.3083146594120209,0.5477855477855478,1.2960336758043962,430
