方案,ann_return,total_return,ann_vol,sharpe,max_drawdown,calmar,win_rate,final_nav
静态 Vol-parity,0.08620124854959665,0.9446878207542586,0.06401298535460397,1.324595807579054,-0.07324060741023353,1.1769597713296982,0.5513326752221125,1.9446878207542586
方案 A: 市场状态,0.11623181553118767,1.421696379124589,0.08222962719604537,1.3793675747890373,-0.0986134536763994,1.178660833770238,0.48963474827245806,2.421696379124589
方案 B: 波动率目标,0.10105743986291094,1.169226218893065,0.07943417721946144,1.252597763960313,-0.09099665000300183,1.1105622004719649,0.5414610069101679,2.169226218893065
方案 C: 回撤控制,0.08974505256528098,0.9963124248065589,0.06243591042741584,1.408651816048001,-0.06596739617409719,1.3604455802443864,0.5493583415597236,1.996312424806559
方案 D: 信号加权,0.09436057363391348,1.0653463495054822,0.06702538997070794,1.3797623185770322,-0.0867584158376623,1.0876244422267451,0.4876604146100691,2.0653463495054822
方案 E: 混合,0.1128575730010919,1.3634357959444277,0.07690306358501513,1.4299581500353857,-0.07765907178724663,1.4532439083263118,0.49111549851924974,2.3634357959444277
