Sharpe,Calmar,MaxDD,AnnRet,Vol,WinRate,TotalReturn,N_Weeks,N_Years,strategy,start_date,end_date
0.247656245157371,0.17279776542764427,-0.27685150333622566,0.047839321131783796,0.15655484095195568,0.4878048780487805,0.2474108094682823,246,4.730769230769231,等权基准,2021-08-01,2026-05-31
0.1945310202652243,0.11536656659977429,-0.3456418653255722,0.03987551527575284,0.17464106623724648,0.483739837398374,0.2031917902484195,246,4.730769230769231,60/40股债,2021-08-01,2026-05-31
0.2662650318225909,0.195520512114352,-0.24517814062919285,0.0479373556150644,0.13405200053779381,0.5040650406504065,0.2479630156107091,246,4.730769230769231,基础风险平价,2021-08-01,2026-05-31
0.3859858172761086,0.25229699698702374,-0.2643802109397617,0.06670233328289776,0.14106433735377655,0.516260162601626,0.3572695966889503,246,4.730769230769231,银河因子配置,2021-08-01,2026-05-31
1.2299904328516582,1.1961534846226292,-0.13717858265714067,0.16408663966093218,0.1124805642438828,0.516260162601626,1.0519238987460233,246,4.730769230769231,银河方案-动态仓位,2021-08-01,2026-05-31
