asset,asset_name,version,start_date,ann_return,vol,sharpe,max_drawdown,calmar,n_windows,mean_position,position_std,total_turnover,cost_bp
511260,国债,v8_prob_2state,2020-01-01,0.0213,0.0127,1.6722,-0.0113,1.8849,6,0.5,0.0,0.5,10
511260,国债,v8_prob_2state,2020-01-01,0.0213,0.0127,1.6722,-0.0113,1.8849,6,0.5,0.0,0.5,20
511260,国债,v8_prob_3state,2020-01-01,0.0227,0.0136,1.6729,-0.012,1.8863,6,0.5333333333333332,1.1102230246251565e-16,0.4667,0
511260,国债,v8_prob_3state,2020-01-01,0.0227,0.0136,1.6729,-0.012,1.8863,6,0.5333333333333332,1.1102230246251565e-16,0.4667,10
511260,国债,v8_prob_3state,2020-01-01,0.0227,0.0136,1.6729,-0.012,1.8863,6,0.5333333333333332,1.1102230246251565e-16,0.4667,20
511260,国债,v8_uniform,2020-01-01,0.0428,0.0254,1.6832,-0.0225,1.9057,6,1.0,0.0,0.0,0
511260,国债,v8_uniform,2020-01-01,0.0428,0.0254,1.6832,-0.0225,1.9057,6,1.0,0.0,0.0,10
511260,国债,v8_uniform,2020-01-01,0.0428,0.0254,1.6832,-0.0225,1.9057,6,1.0,0.0,0.0,20
518880,黄金,v8_method_b,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,0
518880,黄金,v8_method_b,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,10
518880,黄金,v8_method_b,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,20
518880,黄金,v8_prob_2state,2018-01-01,0.1366,0.0787,1.7343,-0.1288,1.0602,14,0.5,0.0,0.5,0
518880,黄金,v8_prob_2state,2018-01-01,0.1366,0.0787,1.7343,-0.1288,1.0602,14,0.5,0.0,0.5,10
518880,黄金,v8_prob_2state,2018-01-01,0.1366,0.0787,1.7343,-0.1288,1.0602,14,0.5,0.0,0.5,20
518880,黄金,v8_prob_3state,2018-01-01,0.1461,0.084,1.7388,-0.1371,1.0653,14,0.5333333333333332,1.1102230246251565e-16,0.4667,0
518880,黄金,v8_prob_3state,2018-01-01,0.1461,0.084,1.7388,-0.1371,1.0653,14,0.5333333333333332,1.1102230246251565e-16,0.4667,10
518880,黄金,v8_prob_3state,2018-01-01,0.1461,0.084,1.7388,-0.1371,1.0653,14,0.5333333333333332,1.1102230246251565e-16,0.4667,20
518880,黄金,v8_uniform,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,0
518880,黄金,v8_uniform,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,10
518880,黄金,v8_uniform,2018-01-01,0.2837,0.1575,1.801,-0.2489,1.1396,14,1.0,0.0,0.0,20
518880,黄金,v8_method_b,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,0
518880,黄金,v8_method_b,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,10
518880,黄金,v8_method_b,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,20
518880,黄金,v8_prob_2state,2019-01-01,0.1646,0.0874,1.8844,-0.1288,1.2781,10,0.5,0.0,0.5,0
518880,黄金,v8_prob_2state,2019-01-01,0.1646,0.0874,1.8844,-0.1288,1.2781,10,0.5,0.0,0.5,10
518880,黄金,v8_prob_2state,2019-01-01,0.1646,0.0874,1.8844,-0.1288,1.2781,10,0.5,0.0,0.5,20
518880,黄金,v8_prob_3state,2019-01-01,0.1762,0.0932,1.8907,-0.1371,1.2852,10,0.5333333333333332,1.1102230246251565e-16,0.4667,0
518880,黄金,v8_prob_3state,2019-01-01,0.1762,0.0932,1.8907,-0.1371,1.2852,10,0.5333333333333332,1.1102230246251565e-16,0.4667,10
518880,黄金,v8_prob_3state,2019-01-01,0.1762,0.0932,1.8907,-0.1371,1.2852,10,0.5333333333333332,1.1102230246251565e-16,0.4667,20
518880,黄金,v8_uniform,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,0
518880,黄金,v8_uniform,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,10
518880,黄金,v8_uniform,2019-01-01,0.3458,0.1747,1.9791,-0.2489,1.3894,10,1.0,0.0,0.0,20
518880,黄金,v8_method_b,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,0
518880,黄金,v8_method_b,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,10
518880,黄金,v8_method_b,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,20
518880,黄金,v8_prob_2state,2020-01-01,0.2094,0.1025,2.0434,-0.1288,1.6252,6,0.5,0.0,0.5,0
518880,黄金,v8_prob_2state,2020-01-01,0.2094,0.1025,2.0434,-0.1288,1.6252,6,0.5,0.0,0.5,10
518880,黄金,v8_prob_2state,2020-01-01,0.2094,0.1025,2.0434,-0.1288,1.6252,6,0.5,0.0,0.5,20
518880,黄金,v8_prob_3state,2020-01-01,0.2243,0.1093,2.0525,-0.1371,1.636,6,0.5333333333333332,1.1102230246251565e-16,0.4667,0
518880,黄金,v8_prob_3state,2020-01-01,0.2243,0.1093,2.0525,-0.1371,1.636,6,0.5333333333333332,1.1102230246251565e-16,0.4667,10
518880,黄金,v8_prob_3state,2020-01-01,0.2243,0.1093,2.0525,-0.1371,1.636,6,0.5333333333333332,1.1102230246251565e-16,0.4667,20
518880,黄金,v8_uniform,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,0
518880,黄金,v8_uniform,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,10
518880,黄金,v8_uniform,2020-01-01,0.4469,0.2049,2.1808,-0.2489,1.7953,6,1.0,0.0,0.0,20
159915,创业板,v8_method_b,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,0
159915,创业板,v8_method_b,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,10
159915,创业板,v8_method_b,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,20
159915,创业板,v8_prob_2state,2018-01-01,0.0399,0.1568,0.2546,-0.6153,0.0649,14,0.5,0.0,0.5,0
159915,创业板,v8_prob_2state,2018-01-01,0.0399,0.1568,0.2546,-0.6153,0.0649,14,0.5,0.0,0.5,10
159915,创业板,v8_prob_2state,2018-01-01,0.0399,0.1568,0.2546,-0.6153,0.0649,14,0.5,0.0,0.5,20
159915,创业板,v8_prob_3state,2018-01-01,0.0417,0.1673,0.2496,-0.6399,0.0652,14,0.5333333333333332,1.1102230246251565e-16,0.4667,0
159915,创业板,v8_prob_3state,2018-01-01,0.0417,0.1673,0.2496,-0.6399,0.0652,14,0.5333333333333332,1.1102230246251565e-16,0.4667,10
159915,创业板,v8_prob_3state,2018-01-01,0.0417,0.1673,0.2496,-0.6399,0.0652,14,0.5333333333333332,1.1102230246251565e-16,0.4667,20
159915,创业板,v8_uniform,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,0
159915,创业板,v8_uniform,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,10
159915,创业板,v8_uniform,2018-01-01,0.0559,0.3136,0.1781,-0.8622,0.0648,14,1.0,0.0,0.0,20
159915,创业板,v8_method_b,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,0
159915,创业板,v8_method_b,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,10
159915,创业板,v8_method_b,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,20
159915,创业板,v8_prob_2state,2019-01-01,0.0922,0.1721,0.5357,-0.4216,0.2187,10,0.5,0.0,0.5,0
159915,创业板,v8_prob_2state,2019-01-01,0.0922,0.1721,0.5357,-0.4216,0.2187,10,0.5,0.0,0.5,10
159915,创业板,v8_prob_2state,2019-01-01,0.0922,0.1721,0.5357,-0.4216,0.2187,10,0.5,0.0,0.5,20
159915,创业板,v8_prob_3state,2019-01-01,0.0975,0.1836,0.5312,-0.4431,0.2201,10,0.5333333333333332,1.1102230246251565e-16,0.4667,0
159915,创业板,v8_prob_3state,2019-01-01,0.0975,0.1836,0.5312,-0.4431,0.2201,10,0.5333333333333332,1.1102230246251565e-16,0.4667,10
159915,创业板,v8_prob_3state,2019-01-01,0.0975,0.1836,0.5312,-0.4431,0.2201,10,0.5333333333333332,1.1102230246251565e-16,0.4667,20
159915,创业板,v8_uniform,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,0
159915,创业板,v8_uniform,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,10
159915,创业板,v8_uniform,2019-01-01,0.1591,0.3443,0.4622,-0.6799,0.2341,10,1.0,0.0,0.0,20
159915,创业板,v8_method_b,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,0
159915,创业板,v8_method_b,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,10
159915,创业板,v8_method_b,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,20
159915,创业板,v8_prob_2state,2020-01-01,0.2393,0.1876,1.2752,-0.1762,1.3584,6,0.5,0.0,0.5,0
159915,创业板,v8_prob_2state,2020-01-01,0.2393,0.1876,1.2752,-0.1762,1.3584,6,0.5,0.0,0.5,10
159915,创业板,v8_prob_2state,2020-01-01,0.2393,0.1876,1.2752,-0.1762,1.3584,6,0.5,0.0,0.5,20
159915,创业板,v8_prob_3state,2020-01-01,0.2556,0.2002,1.2769,-0.1874,1.3639,6,0.5333333333333332,1.1102230246251565e-16,0.4667,0
159915,创业板,v8_prob_3state,2020-01-01,0.2556,0.2002,1.2769,-0.1874,1.3639,6,0.5333333333333332,1.1102230246251565e-16,0.4667,10
159915,创业板,v8_prob_3state,2020-01-01,0.2556,0.2002,1.2769,-0.1874,1.3639,6,0.5333333333333332,1.1102230246251565e-16,0.4667,20
159915,创业板,v8_uniform,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,0
159915,创业板,v8_uniform,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,10
159915,创业板,v8_uniform,2020-01-01,0.4839,0.3753,1.2895,-0.3372,1.4352,6,1.0,0.0,0.0,20
512760,半导体,v8_method_b,2018-01-01,0.3998,0.3612,1.1069,-0.4223,0.9468,8,1.0,0.0,0.0,0
512760,半导体,v8_method_b,2018-01-01,0.3998,0.3612,1.1069,-0.4223,0.9468,8,1.0,0.0,0.0,10
